oshpd_id9,oshpd_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,ASSEMBLY_DIST,SENATE_DIST,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Childrens_or_Cancer_Center,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Not_Defined_Elsewhere,Critical_Access_Hospital,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Invalid,Dx_Births,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_Dx_Invalid,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear
106301205,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,92663,,NO,68,35,116p,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,484,Basic,40688,34494,1,,6410,6818,11216,9686,10454,9236,7010,5769,7436,1148,,5082,1709,9567,24,5076,373,53352,225,404,230,157,385,60,37,32,129,617,90,71370,325,1120,2,11523,12918,2056,39136,9550,1349,242,2453,22,2952,1497,4121,1150,20426,3922,179,3506,2197,162,3857,5215,2683,19250,,,7490,301,750,34,487,66,541,632,52789,8632,622,2032,296,359,152,,75183,1927,69779,3477,7044,6451,,,147,731,893,1396,1961,2155,2412,3796,4,,,859,187,1070,585,13,10775,6,224,131,499,411,230,24,354,9785,1837,,0,0,0,0,0,753,7305,97,4187,1153,195,204,2485,12,2745,458,844,1395,1372,237,568,252,10,213,1651,385,465,2,2,,718,61,1516,27,53,1103,39,9498,185,43,36,84,116,15,1,,13495,499,12504,492,2011
106301209,301209,HUNTINGTON BEACH HOSPITAL,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,,NO,67,35,116s,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,106,Basic,7287,7390,,,1421,1768,2834,2428,2470,1785,829,527,443,172,,796,348,2814,7,1096,4,9612,481,1015,7,65,,,,,,302,,12795,12,,,3986,2061,1453,3592,3585,138,15,249,2,682,105,626,178,3815,677,8,1233,1565,1,872,1165,624,2722,,,1085,127,217,9,150,229,7,212,10619,1207,123,510,79,91,12,,14677,273,13462,942,1548,1581,,,43,150,227,439,515,505,515,735,,,,310,51,377,179,,2210,2,370,163,91,224,63,,132,1554,528,4,0,0,0,0,0,443,1807,10,431,438,12,29,466,2,471,162,248,411,253,63,31,168,2,205,336,70,200,,,,217,26,268,8,4,2,3,2268,215,5,13,41,15,44,,,3129,178,2761,190,2011
106301234,301234,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,90623,,NO,67,35,116a,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,124,Basic,6152,5202,,,1746,1521,1856,1609,1531,1185,670,511,447,278,,1818,1229,2945,8,787,63,4504,390,661,40,35,2,2,,,,97,,10073,54,,,3634,1609,549,3424,2138,340,22,271,,494,154,542,179,2785,792,7,661,711,7,447,1117,430,2395,,,925,36,111,13,84,33,29,121,8155,1164,65,506,32,58,22,,11354,264,10573,517,1912,1381,,,54,172,222,350,477,498,650,869,1,,,818,296,635,209,10,1325,,303,100,69,155,34,,101,1676,855,,0,0,0,0,0,682,2008,22,442,139,191,57,474,,484,179,255,292,219,62,38,79,12,260,333,70,287,,1,,133,12,100,3,12,142,,2824,30,2,11,12,6,6,,,3293,296,2774,223,2011
106301248,301248,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,90720,,NO,67,35,116e,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,142,Basic,13869,10030,,,2349,2354,2996,2612,2948,2586,2055,2189,3318,492,,1799,1104,4387,8,246,99,16256,432,826,85,50,89,9,,58,,22,1,21979,348,,,738,6735,1483,12517,2426,643,80,817,4,914,280,1607,379,6440,1210,21,1603,253,26,584,1870,814,6354,,,2574,102,149,7,129,1,164,289,16936,2624,167,567,31,150,9,,23899,133,23223,543,3466,2719,,,55,203,240,507,692,915,1261,2310,2,,,505,184,663,41,24,4766,2,164,57,212,896,123,13,59,3292,1368,1,0,0,0,0,0,211,3873,453,1445,203,60,67,1506,,1041,218,376,448,671,121,173,138,5,139,692,146,382,1,1,,448,52,587,3,16,353,7,4565,64,12,22,30,25,,1,,6185,41,6033,111,2011
106301258,301258,COASTAL COMMUNITIES HOSPITAL,2701 BRISTOL STREET,SANTA ANA,92704,,NO,69,34,116g,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,109,Basic,10670,8520,,,4307,2583,3535,2764,2092,1475,691,411,250,1082,,240,254,16902,,205,29,1560,250,483,107,28,1,3,1,,,236,,18016,65,,,88,4132,1330,10028,3612,1631,66,338,1,1182,282,1283,360,3873,630,33,1137,413,56,830,2992,738,3345,,,1243,41,245,9,172,5,82,169,14830,1844,66,280,41,128,35,,19190,84,7559,11547,1666,933,,,116,439,342,295,337,310,330,423,1,6,,2,39,2006,27,137,387,1,70,61,56,114,32,6,37,1748,475,,0,0,0,0,0,1089,842,352,189,127,510,57,321,,449,104,143,108,107,17,35,133,,208,225,81,100,1,,,87,10,116,5,5,74,3,2192,75,4,2,11,9,6,,,2599,35,1159,1405,2011
106301262,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,Level II,NO,71,33,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,345,Basic,16827,12227,1,,1,1500,5946,4705,5289,4504,2900,2006,2204,,,1095,614,4493,15,362,224,22252,281,231,30,76,45,9,2,,33,168,41,28098,41,,,3456,5750,3090,13043,3716,1112,91,1013,8,1302,407,1699,304,6751,2413,75,1463,795,,1040,1355,999,8228,,,2266,143,327,11,268,55,110,263,21369,2797,256,979,59,124,27,1,29055,707,25965,2383,5535,5241,,,155,716,675,1246,1614,1757,1728,2885,,,,408,162,1088,108,37,8970,3,255,83,350,1913,376,,156,6420,1217,6,0,0,0,0,0,893,5537,202,3286,858,90,153,2254,6,1626,390,514,810,1798,275,333,339,11,246,1000,257,674,,,,944,79,1150,33,46,615,34,7111,173,80,356,97,35,22,1,,10776,422,9751,603,2011
106301279,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,92668,Level I,YES,72,33,116r,,13 - Orange,Orange,General Acute Care,University of California,General Medical / Surgical,367,Comprehensive,16594,13359,,,1777,2732,6827,5175,4918,4040,2020,1200,815,449,,2440,1407,12890,48,306,32,12830,154,428,581,65,1,1,3,53,,390,11,27854,48,,364,8582,3487,4309,7245,6330,2878,141,577,8,1304,524,1543,302,5446,2671,187,1676,795,20,1268,1517,1125,7970,1,,1455,39,169,28,392,28,277,141,24233,1560,114,1276,116,89,36,,29953,492,25129,4332,4800,5067,,,794,1457,1353,1501,1661,1232,886,815,33,135,,1234,339,3684,337,25,4230,18,311,181,275,361,306,71,105,7601,626,30,0,0,0,0,0,2813,2570,321,2140,2023,794,153,1301,9,974,359,434,478,2305,145,426,294,30,1030,431,181,513,1,9,,593,41,494,257,66,625,15,6472,236,77,814,112,14,14,36,1,9867,353,7923,1591,2011
106301283,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92643,,NO,69,34,116r,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,167,Basic,12186,9870,,,3603,2713,4014,3094,3103,2152,1111,677,738,851,,2759,547,11509,4,538,11,6688,454,955,164,57,1,,7,,,106,,20264,48,,,10222,2107,1575,3569,4583,1146,53,376,2,1099,287,1154,246,4771,1105,34,1366,854,69,985,2428,952,5128,1,,1504,78,155,8,237,12,104,162,16888,2029,114,577,43,108,37,,22056,668,16245,5143,2058,1787,,,73,237,269,377,576,523,664,1113,11,2,,1467,89,1137,48,,1103,1,411,98,152,284,28,,69,1906,896,1,0,0,0,0,0,1009,1954,12,468,402,143,81,559,,667,236,352,397,262,53,77,107,2,38,505,83,272,1,10,,226,16,199,2,13,21,4,3281,36,1,19,8,14,5,,,3845,927,2258,660,2011
106301297,301297,PLACENTIA LINDA HOSPITAL,1301 NORTH ROSE DRIVE,PLACENTIA,92670,,NO,72,29,116m,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,114,Basic,11812,9075,,,2261,2647,3305,2573,2897,2531,1585,1241,1566,281,,841,644,4841,8,1386,181,12986,377,138,4,22,27,12,,32,,76,,20091,108,,,540,3933,1363,12592,2459,260,86,608,4,1119,322,1296,373,5596,1413,8,1484,663,3,639,2071,789,4151,1,1,1991,75,206,3,138,62,123,228,14621,2654,142,482,49,107,6,,20887,175,19869,843,1582,1223,,,54,123,207,293,379,418,525,805,,1,,136,65,440,171,9,1982,2,152,56,71,272,22,5,8,1787,430,2,0,0,0,0,0,242,1566,72,727,198,12,31,450,,658,184,213,177,246,53,57,43,1,34,382,83,181,,,,183,19,175,3,10,116,6,2227,33,3,9,13,3,4,1,,2805,44,2672,89,2011
106301317,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,,NO,73,33,115.2d,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,252,Basic,21187,16676,2,,3195,3383,4922,4260,4504,3931,3273,3315,6578,504,,1328,676,5425,23,1306,341,28766,594,584,36,127,579,61,19,3,,409,,34956,495,,2,4162,11734,3319,13763,4887,703,141,1503,7,1777,457,1967,570,10993,2185,71,1862,830,29,1693,2586,1417,9074,,,4364,200,444,15,251,20,278,427,26100,4224,264,875,118,254,31,,37865,665,35814,1386,5958,4585,,,73,294,377,733,1058,1414,1892,4698,2,2,,460,107,776,283,13,8892,12,221,32,330,2510,144,1,58,5319,1927,1,0,0,0,0,0,276,7100,138,2132,897,61,166,2388,3,1653,386,612,1125,1011,174,230,257,7,102,1161,238,968,,1,,833,59,870,6,9,620,25,7833,138,14,39,57,27,11,2,,10543,309,10009,225,2011
106301337,301337,MISSION HOSPITAL LAGUNA BEACH,31872 COAST HIGHWAY,LAGUNA BEACH,92677,,NO,70,35,115.2c,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,142,Basic,4388,4222,,,514,884,1234,1025,1314,1321,837,608,838,35,,158,129,549,7,152,37,7578,65,167,2,12,7,3,1,,61,220,7,8053,12,,,676,1983,734,3956,1261,86,19,184,3,325,105,372,84,2703,624,5,424,350,2,689,554,518,1563,,,924,32,104,2,102,10,56,123,5623,1293,64,181,29,45,22,,8610,68,8352,190,1620,1371,,,101,435,319,527,475,354,270,510,,,,61,51,117,42,16,2698,6,64,179,14,207,188,,11,2124,202,2,0,0,0,0,0,132,1112,41,1418,288,9,26,169,1,338,90,86,115,277,48,33,43,,1384,142,51,179,,,,209,8,243,6,4,64,6,2214,59,1,8,123,7,39,,,2991,26,2934,31,2011
106301340,301340,ST. JOSEPH HOSPITAL - ORANGE,1100 WEST STEWART DRIVE,ORANGE,92868,,NO,72,33,116h,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,488,Basic,27357,17160,,,,3590,8917,7364,6692,5906,4179,3707,4162,,,1540,1103,19100,7,944,87,21736,525,266,,55,32,11,19,,82,561,162,42378,426,,,9248,10133,8884,14271,1981,2347,250,1474,5,1606,546,2651,560,8191,2738,66,2280,982,,2040,2652,1672,14456,1,,2959,81,396,10,205,66,8,258,36157,3263,161,728,99,81,45,,44517,583,36276,7658,4940,4362,,,175,699,707,1017,1468,1362,1614,2260,,,,495,213,2354,150,,6089,1,127,122,285,1214,340,1,89,5894,1228,2,0,0,0,0,0,976,3423,80,4147,676,125,167,1718,11,1364,415,503,726,802,187,361,217,5,1315,874,212,300,,,,440,31,1030,14,20,165,19,7284,150,6,21,92,8,21,1,,9302,212,7911,1179,2011
106301342,301342,ST. JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,,NO,72,33,116f,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,347,Basic,27921,21376,,,5550,5082,7265,6030,6188,5893,4065,3442,4521,1261,,3698,1388,14311,10,960,167,28763,1231,322,,102,4,11,10,11,160,344,268,46342,492,,,9593,9106,3247,20552,6799,1149,126,1575,8,2407,656,2934,945,10463,3355,60,3498,899,47,1551,4431,1814,13379,,,4368,164,357,18,451,48,7,473,36803,4697,273,1228,156,239,15,,49297,1374,43285,4638,4363,3694,,,75,301,365,670,1062,1308,1517,2717,26,16,,851,155,1404,77,21,5548,1,382,61,375,1171,206,14,80,4161,1606,1,0,0,0,0,0,597,5071,102,1711,576,48,98,2054,1,1273,323,492,833,780,145,256,169,14,58,926,191,384,2,10,,568,46,839,8,41,454,15,5903,85,7,15,34,25,16,1,,8057,535,6920,602,2011
106301379,301379,WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,92804,,NO,67,34,116c,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,167,Basic,12591,11483,,,3357,2774,4272,3293,3432,2928,1432,952,1042,592,,1866,1568,8621,31,1256,41,10691,950,1348,,110,,,,,,435,,21112,119,,,9568,3622,1874,3860,5150,523,62,480,7,999,413,1333,465,5259,1324,22,1347,1907,16,1641,2523,1050,4698,,5,1614,57,198,15,326,7,75,202,18016,2448,133,693,94,124,72,,24074,964,20141,2969,3034,2668,,,60,222,294,631,941,920,1119,1515,,,,811,243,1181,240,15,3207,5,474,173,224,81,52,,255,2845,1597,1,0,0,0,0,0,952,3503,44,538,665,20,110,1059,1,810,268,345,687,341,72,60,138,13,441,721,103,513,,,,264,41,300,6,13,66,4,4721,177,5,13,45,25,21,1,,5702,567,4586,549,2011
106301566,301566,WESTERN MEDICAL CENTER - SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,Level II,NO,69,33,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,282,Basic,9892,8559,,,1863,1971,3637,2832,2780,2152,1222,725,676,593,,650,534,10280,5,662,90,6230,398,304,196,68,69,12,31,,,37,12,17185,139,,,118,4056,2243,8807,3227,1155,66,567,1,964,289,1116,235,4612,909,31,939,796,49,722,1513,671,3816,,,1217,87,141,23,347,5,41,134,13438,1673,107,1040,77,97,24,,18451,179,13267,5005,1965,2393,,,204,429,398,553,758,642,530,744,22,78,,56,97,1877,151,249,1926,2,170,128,193,347,194,39,25,2562,659,41,0,0,0,0,0,608,1433,1347,796,174,76,38,731,5,527,162,183,345,1397,48,84,99,14,54,369,85,124,6,11,,435,44,302,97,1,31,6,2709,116,40,490,55,10,12,10,,4358,135,3137,1086,2011
106304113,304113,CHILDRENS HOSPITAL AT MISSION,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691,,NO,71,33,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,48,Basic,6553,8157,,,8100,5064,,,,,,,,1546,,641,280,4350,11,244,135,9049,61,14,5,1,,,,,1,91,,14535,2,,,4666,,506,8485,1053,16,32,24,4,237,108,383,341,5068,307,5,947,447,111,222,2283,525,3650,,,1978,75,82,5,38,8,19,185,9367,2380,188,190,42,143,10,,14710,163,11969,2578,534,670,,,434,,,,,,,,257,513,,68,14,272,19,3,828,,39,,4,13,16,,4,1128,,,0,0,0,0,0,344,,45,787,28,,19,9,10,179,45,44,55,279,15,5,55,3,23,303,35,78,,47,,114,13,16,3,,25,9,891,41,19,38,18,13,4,,,1204,9,1031,164,2011
106304460,304460,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,92618,,NO,70,35,116o,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,,,,,,,1,3,1,4,,,,,,,,,9,,1,,,,,,1,3,4,,0,0,0,0,0,,6,,3,,,,,,,,,,8,1,,,,,,,,,,,1,,,,,,,7,1,,,,,,,,9,,9,,2011
106310791,310791,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,95602,,NO,4,1,119,,02 - Golden Empire,Placer,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,78,Basic,10542,9206,,,1779,2107,2982,2388,2524,2603,1777,1479,1766,343,,90,247,1223,112,28,20,18028,775,79,,39,2,,,53,301,216,3,18280,,,,5457,5086,935,5119,3151,290,47,597,3,1102,215,930,164,5353,1106,95,1229,516,7,984,1802,792,4515,,1,1930,90,77,24,191,4,92,299,14018,2041,137,575,96,153,21,,19748,105,19199,444,1664,1465,,,44,126,124,258,473,585,596,912,2,9,,22,27,98,6,2,2963,11,113,15,106,415,40,25,4,1731,668,12,0,0,0,0,0,345,2011,56,494,223,18,62,502,,626,90,165,452,393,42,52,46,1,30,449,78,122,,1,,230,67,287,1,24,158,10,2240,45,7,13,17,3,27,,,3129,11,3095,23,2011
106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,95661,Level II,NO,4,1,121.1,,02 - Golden Empire,Placer,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,298,Basic,32280,24339,12,,7106,6426,9758,8084,7002,5562,4080,3233,3960,1420,,1230,2005,6082,28,928,145,46213,632,89,96,106,,,,62,227,683,,54736,,,,12682,11130,2566,20676,9577,1387,187,1562,19,3533,690,3983,897,14479,2400,66,3986,1123,29,2626,5877,2335,11451,1,,4766,399,359,34,481,26,226,560,41240,5741,365,1793,188,428,25,,56631,936,53844,1851,5812,5338,5,,347,713,745,1142,1575,1662,1951,2725,93,202,,277,287,719,149,27,9690,6,346,107,422,1626,384,31,132,6760,1344,3,0,0,0,0,0,1510,5926,306,2429,984,124,138,1860,9,1877,373,572,1315,1998,203,284,275,5,112,1134,319,538,,19,,871,116,1221,59,46,592,37,7395,219,65,390,111,23,7,3,,11155,278,10654,223,2011
106314024,314024,KAISER FND HOSP - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,95661,,NO,4,1,121.1,,02 - Golden Empire,Placer,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,340,Basic,28563,22341,1,,5098,5847,6472,5394,6110,5892,5395,4835,5041,821,,2218,2128,4824,229,548,809,40149,85,268,2,73,181,33,44,3,6,480,17,49216,392,100,5,3931,12690,189,29905,4190,800,251,1986,12,2572,743,2603,774,13078,3446,99,2840,986,66,1683,3720,1968,13278,,,4384,201,547,26,251,65,347,563,36492,6239,344,948,136,327,35,,50905,534,49539,832,4857,4304,,,294,280,380,610,1079,1668,1997,2492,123,238,,384,293,645,66,22,7701,50,219,41,444,1337,71,2,180,5461,1405,1,0,0,0,0,0,268,5451,41,3212,189,101,131,1864,11,1598,329,377,1691,966,140,273,167,11,91,884,152,356,,19,,562,55,977,5,20,709,26,6599,110,9,26,45,11,5,2,,9161,101,8986,74,2011
106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,500 1ST STREET,PORTOLA,96122,,NO,3,1,124,,01 - Northern California,Plumas,General Acute Care,District,General Medical / Surgical,9,Basic,1593,1208,,,239,242,280,273,280,470,324,348,302,43,,8,13,158,17,29,4,2572,258,31,,3,,,,,,,2,2308,9,,190,794,1069,74,787,77,39,7,118,,219,69,121,62,742,152,3,214,41,,78,294,75,567,,,281,16,57,7,18,8,53,61,1901,293,21,32,16,29,8,,2801,5,2757,39,206,171,,,6,7,20,34,97,48,74,87,1,3,,,1,14,,,360,2,14,2,2,10,2,,,291,56,,0,0,0,0,0,64,239,2,33,39,1,2,46,,46,29,18,10,29,7,2,19,,18,82,17,51,,,,6,5,31,1,3,9,1,314,2,,,5,,,,,377,,374,3,2011
106320986,320986,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,95971,,NO,3,1,123.1,,01 - Northern California,Plumas,General Acute Care,District,General Medical / Surgical,25,Standby,2138,1803,,,307,427,558,447,479,555,454,336,304,74,,21,92,113,88,113,,3514,188,20,71,16,13,,,,,,,3554,79,,,824,1144,178,1383,412,73,12,218,4,277,77,199,86,1192,242,18,167,103,9,149,374,146,595,,,314,16,48,3,44,15,38,103,2630,538,51,90,10,31,10,,3941,4,3917,20,153,103,,,4,9,22,21,42,42,39,73,2,2,,2,12,4,3,,228,7,,2,8,1,14,,,178,53,,0,0,0,0,0,40,156,2,45,13,3,3,31,1,60,9,16,6,26,6,9,3,,6,62,12,3,,,,20,2,3,,,8,1,212,5,1,3,,,1,,,256,,255,1,2011
106321016,321016,SENECA HEALTHCARE DISTRICT,130 BRENTWOOD DRIVE,CHESTER,96020,Level IV,NO,3,1,125,,01 - Northern California,Plumas,General Acute Care,District,General Medical / Surgical,10,Standby,1619,1299,,,323,309,367,295,361,326,339,268,287,43,,21,12,50,33,,45,2757,134,5,8,4,,,,15,,,17,2596,,,139,720,728,108,921,441,15,2,120,1,228,60,135,73,875,136,3,237,67,4,91,331,111,429,,,306,13,56,5,19,3,,78,1862,445,43,54,4,25,5,,2918,10,2899,9,93,80,,,2,5,16,14,19,21,29,67,,,,1,,172,,,,,11,1,2,3,5,,,139,12,,0,0,0,0,0,25,124,,20,4,,3,21,,25,8,27,11,8,1,1,3,2,2,44,6,11,,,,10,2,19,,2,,2,133,4,,1,,,,,,173,5,168,,2011
106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,800 SOUTH MAIN STREET,CORONA,92882,,NO,71,37,135d,,12 - Inland Counties,Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,160,Basic,20152,15906,,,6604,4826,6043,4741,4488,3008,2048,1559,1428,1312,1,1031,2525,14824,51,3085,277,14265,441,517,33,88,,4,4,1,111,213,,34336,189,121,,12784,3407,925,11356,7586,1324,141,843,11,2280,397,2339,706,8589,1907,68,2333,1183,56,1112,4534,1494,6739,2,,2853,114,316,22,373,18,144,440,26767,3351,203,981,161,268,47,,36058,546,31116,4396,3330,2503,,,158,314,440,683,797,1016,964,1253,75,133,,234,415,1791,357,52,2967,17,272,127,157,345,172,3,3,3945,760,49,0,0,0,0,0,1094,3056,132,1163,388,105,129,1076,4,1062,277,307,429,395,80,108,142,7,80,748,138,728,1,17,,261,18,236,3,18,165,14,5011,43,3,15,36,6,3,1,,5833,261,4825,747,2011
106331164,331164,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,Level II,NO,80,37,129.4,,12 - Inland Counties,Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,353,Comprehensive,26289,24595,7,,7709,5143,7774,6151,6504,6167,3985,2961,2420,2077,,660,3971,20054,119,1029,490,24568,343,680,4,106,,24,2,19,,954,,48390,368,,1,7386,8955,5009,23873,5668,1700,194,1135,22,2960,651,3120,1133,10406,2538,79,2471,4170,207,1547,6280,1937,10337,3,1,3444,140,555,31,594,15,343,529,38970,4010,219,1572,150,241,77,1,50891,203,46429,4259,4048,4964,,,214,484,524,948,1508,1642,1611,1762,146,173,,184,478,2065,151,39,6063,32,102,180,336,412,172,142,42,5814,1805,7,0,0,0,0,0,1615,4603,284,1756,754,65,166,1886,4,1352,334,446,428,1473,133,215,199,16,87,1009,201,955,,43,,577,80,594,79,35,457,29,6501,119,30,404,63,24,19,1,,9012,49,8395,568,2011
