oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Invalid_Blank,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear
106301325,106301325,301325,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,654 CAMINO DE LOS MARES,SAN CLEMENTE,92673,,NO,115.1,, 13 - Orange, Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,73,Basic,5969,5780,,,1237,1447,2083,1636,1686,1240,713,647,905,155,,146,160,1387,3,413,44,9596,185,184,36,1,,,11161,30,,93,0,46,0,13,,1219,2058,1497,5233,1742,172,,16,238,5,514,122,616,180,4434,637,14,667,159,6,521,1032,634,1782,1377,62,85,2,151,1,68,223,7105,2051,136,311,67,106,4,,11749,1205,1122,,,25,122,107,236,299,269,393,875,,1,,37,15,141,1,30,15,2088,85,62,60,308,23,,11,1440,336,2,0,0,0,0,0,71,1321,582,280,73,12,30,419,1,402,135,144,122,266,40,46,51,,31,286,58,284,,,163,26,107,1,10,51,10,1853,32,6,12,33,6,17,,,2327,2008
106301337,106301337,301337,SOUTH COAST MEDICAL CENTER,31872 COAST HIGHWAY,LAGUNA BEACH,92677,,NO, 115.2c,, 13 - Orange, Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,143,Basic,5003,4951,,,613,1018,1311,1252,1671,1410,828,764,1004,83,,112,121,414,14,397,,8896,219,165,20,2,1,,9390,19,,30,0,59,0,27,22,627,1475,596,5944,1312,53,,28,225,,426,119,434,136,3302,569,12,394,332,5,670,677,641,1931,1181,60,90,,106,1,60,145,6414,1564,70,176,27,51,9,,9954,1635,1487,,,116,377,374,535,461,328,313,618,,,,26,35,72,4,80,,2905,95,147,50,349,123,14,191,1946,205,2,0,0,0,0,0,62,962,1755,311,32,10,39,324,,309,71,120,76,233,46,52,34,1,1340,166,47,254,,,170,27,192,8,5,68,15,2484,38,3,4,95,3,9,1,,3122,2008
106301340,106301340,301340,ST. JOSEPH HOSPITAL - ORANGE,1100 WEST STEWART DRIVE,ORANGE,92868,,NO, 116h,, 13 - Orange, Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,488,Basic,26378,16629,,,,3529,8662,7213,6937,5711,3820,3357,3778,,,1508,1064,16450,12,865,107,23001,445,170,48,26,7,,41448,489,5,369,0,,0,,,7322,9325,9070,16683,607,2320,,132,1430,7,2249,635,2712,635,8456,2529,87,1985,1375,,1896,2781,1701,12077,2888,90,341,17,187,104,3,232,34682,3308,162,796,69,103,25,,43007,5342,4363,,,183,788,876,1250,1472,1343,1692,2100,1,,,423,194,2457,4,122,,6505,124,141,318,1087,238,,109,6498,1180,10,0,0,0,0,0,997,3446,4557,615,90,174,167,1733,10,1695,413,637,513,852,196,377,203,5,1280,875,201,373,1,,458,56,999,19,19,50,15,7781,140,10,22,113,11,12,,,9705,2008
106301342,106301342,301342,ST. JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,,NO, 116f,, 13 - Orange, Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,312,Basic,22168,17797,,,4336,4404,5947,5066,5383,4342,3103,2788,3582,1014,,2578,953,8586,9,1044,104,26691,1023,240,86,,,11,37974,317,4,249,0,,0,,61,6037,7052,2103,19426,5347,1026,,80,1223,11,1673,578,2117,591,9637,2308,55,2899,574,26,1215,3593,1517,10842,3654,129,279,16,368,13,3,407,28916,4450,216,1136,118,257,3,,39965,4677,4070,,,162,382,460,792,1130,1311,1657,2771,43,39,,794,138,1185,2,123,11,6494,339,89,367,1058,169,16,121,5160,1428,,0,0,0,0,0,579,5181,2296,585,106,104,99,2002,5,1566,331,545,638,875,182,245,225,8,77,947,161,725,2,10,572,51,783,8,13,6,15,7111,89,13,26,33,19,7,1,,8747,2008
106301379,106301379,301379,ANAHEIM REGIONAL MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,92804,,NO, 116c,, 13 - Orange, Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,167,Basic,11939,10950,,,3377,2940,4043,3400,3542,2190,1096,799,819,682,1,1372,1418,7311,7,1805,44,10932,486,856,94,,,,20979,77,,382,0,1,0,14,,9224,2982,1494,4404,4785,565,1,57,356,5,869,265,1268,309,5303,1364,22,1188,1665,9,1483,2380,1086,4694,1570,64,160,13,319,5,3,194,16942,2601,105,657,95,104,57,,22889,3416,2765,,,80,259,372,736,944,946,1211,1633,,,,746,214,1054,4,348,13,3802,367,182,235,161,57,,330,3413,1435,1,0,0,0,0,0,990,3696,942,520,33,46,94,1121,1,752,278,335,1066,441,86,64,147,3,423,725,96,503,,,304,60,322,9,11,4,11,5183,171,2,20,45,13,23,3,,6181,2008
106301566,106301566,301566,WESTERN MEDICAL CENTER - SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,Level II,NO, 116h,, 13 - Orange, Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,254,Basic,9571,7949,,,2194,1866,3577,2799,2509,1680,850,611,592,842,,534,645,9428,12,389,14,6498,336,260,53,17,9,27,16510,90,4,214,0,,0,,,175,3630,1206,8735,3774,1231,,56,397,3,896,223,938,328,4103,927,34,963,1096,99,564,1539,707,3416,1227,74,128,31,288,2,98,133,13021,1616,107,628,59,104,4,,17520,2559,3061,,,319,645,677,818,844,667,676,736,100,138,,99,182,2286,2,128,264,2659,199,118,226,327,191,37,40,3764,629,89,0,0,0,0,0,814,1569,1215,265,1757,130,58,821,4,662,238,208,258,1701,76,101,110,14,139,492,108,459,7,34,396,44,476,157,1,25,15,3459,194,55,682,58,29,21,8,,5620,2008
106304045,106304045,304045,IRVINE REGIONAL HOSPITAL AND MEDICAL CENTER,16200 SAND CANYON AVENUE,IRVINE,92718,,NO, 116o,, 13 - Orange, Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,176,Basic,9598,7901,,,1663,2071,3376,2791,2531,1881,1125,814,969,278,,2486,601,1399,90,1504,146,11273,345,459,29,48,,2,16454,18,1,127,0,1,0,1,14,179,2279,869,12152,2020,366,,28,436,5,843,180,1033,433,5515,852,15,931,251,18,796,1435,476,3886,1517,75,197,10,98,7,94,205,11756,2615,129,589,73,119,15,,17499,1971,1632,,,83,227,306,493,512,484,542,954,,2,,440,86,229,12,236,39,2561,96,49,96,328,104,11,28,2560,331,,0,0,0,0,0,172,1709,1499,186,37,41,40,637,2,774,140,225,161,323,88,78,81,6,83,372,75,477,,,179,29,269,2,11,165,12,2792,61,7,10,45,15,6,,,3603,2008
106304113,106304113,304113,CHILDRENS HOSPITAL AT MISSION,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691,,NO, 115.2a,, 13 - Orange, Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,48,Basic,7039,8728,1,,8478,5129,,,,,,,,2161,,713,333,4523,4,186,103,9906,104,17,6,,,,15598,,,41,0,1,0,1,,4194,,324,9994,1256,8,,37,25,1,267,177,423,364,5695,244,2,931,584,140,200,2318,517,3835,2270,86,60,7,57,,5,182,9875,2592,165,247,26,185,11,,15768,532,761,,,433,,,,,,,,269,591,,64,13,281,,18,6,911,28,2,3,9,13,,2,1236,,,0,0,0,0,0,280,1,933,30,49,1,28,16,15,200,95,52,71,263,11,4,29,2,10,318,40,98,,40,105,20,11,5,3,6,8,1006,51,21,30,10,14,3,,,1293,2008
106310791,106310791,310791,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,95602,,NO,119,, 02 - Golden Empire, Placer,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,97,Basic,10974,9316,,,1891,2311,3005,2254,2740,2515,1657,1496,2056,365,,135,190,1202,141,17,33,18572,604,31,43,,,14,19517,1,2,47,0,,0,,31,4759,5387,1023,6304,2817,325,,48,595,6,1051,207,846,219,5498,1339,15,1195,493,15,815,1796,761,5066,2035,117,85,23,179,75,126,303,14156,2227,171,560,99,115,19,,20290,1472,1193,,,46,89,102,235,316,414,520,923,6,14,,8,14,59,16,1,2,2565,110,12,95,359,46,5,4,1460,568,6,0,0,0,0,0,226,1799,438,162,40,12,44,424,1,520,134,170,237,347,60,89,39,,25,422,64,76,,1,273,46,326,3,22,136,14,1762,48,1,12,14,2,,6,,2665,2008
106311000,106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,95661,Level II,NO,121.1,, 02 - Golden Empire, Placer,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,295,Basic,28639,22499,,,6656,6292,9181,7396,6244,4701,3141,2802,3296,1429,,1137,1658,5308,41,567,978,41449,965,174,101,4,,,48960,,5,509,0,197,0,71,152,10118,9192,2369,21524,7935,1270,,111,1321,7,2895,801,3584,1121,13283,2710,87,3463,1079,39,2112,5558,1986,9711,4552,279,404,31,490,43,28,530,36881,5295,387,1505,205,468,40,,51138,4705,4422,2,,260,603,601,894,1126,1383,1550,2490,62,160,,227,164,608,10,63,72,7985,312,65,440,1098,174,10,118,5578,1330,4,0,0,0,0,0,1035,4993,2236,610,255,97,113,1655,5,1419,285,543,487,1930,130,286,197,18,71,1272,269,339,,13,746,103,874,55,40,5,19,6483,147,74,469,80,20,13,1,,9129,2008
106320859,106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,500 1ST STREET,PORTOLA,96122,,NO,124,, 01 - Northern California, Plumas,General Acute Care,District,General Medical / Surgical,9,Standby,1649,1330,,,243,339,294,287,371,450,380,277,280,58,,7,38,94,25,98,274,2443,71,17,5,,,3,2481,6,,,282,21,0,92,1,719,1019,123,823,295,22,,8,161,,244,67,140,101,872,191,8,222,33,2,83,289,91,445,305,16,62,2,12,48,37,67,1940,353,24,69,11,29,4,,2979,190,127,,,8,4,22,35,57,53,55,83,,,,1,2,8,8,2,8,288,24,4,14,8,2,1,,242,22,,0,0,0,0,0,44,202,43,20,8,1,,79,,51,20,12,19,23,7,6,13,2,12,52,11,9,,,15,1,16,,15,8,4,246,7,1,1,1,1,1,,,317,2008
106320986,106320986,320986,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,95971,,NO,123.1,, 01 - Northern California, Plumas,General Acute Care,District,General Medical / Surgical,25,Standby,2437,2205,1,,366,529,657,545,586,622,497,429,338,74,,20,157,164,80,88,,4134,124,18,14,,,10,4384,56,,,0,,0,36,1,836,1371,298,1536,602,51,,7,171,4,330,71,237,97,1438,291,14,215,151,3,120,449,229,765,439,69,56,10,47,34,59,97,2943,691,51,86,10,40,11,,4643,166,129,,,5,13,21,25,45,54,60,66,1,5,,,9,1,11,4,,270,3,,6,,15,,,237,34,,0,0,0,0,0,43,176,49,22,5,5,1,37,,72,9,23,8,17,5,6,7,,9,58,18,20,,,13,6,20,,,4,1,241,2,,4,2,,1,1,,295,2008
106321016,106321016,321016,SENECA HEALTHCARE DISTRICT,130 BRENTWOOD DRIVE,CHESTER,96020,Level IV,NO,125,, 01 - Northern California, Plumas,General Acute Care,District,General Medical / Surgical,10,Standby,1761,1381,,,276,382,484,348,434,369,343,272,184,50,,8,3,48,43,,60,2980,152,,2,,,78,2886,,,,15,3,0,2,4,778,674,125,1164,401,12,,1,96,,199,46,160,77,1023,206,4,300,51,1,89,295,96,486,319,15,64,23,15,1,,76,1943,522,58,63,6,32,5,,3142,95,88,,,4,10,8,15,22,20,59,41,1,3,,,,178,1,,4,,6,1,6,,,,3,147,20,,0,0,0,0,0,18,121,27,17,,,,23,,17,11,26,8,15,2,3,1,2,2,53,1,19,,,13,2,26,1,,,,133,3,1,1,,1,1,1,,183,2008
106331152,106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,800 SOUTH MAIN STREET,CORONA,91720,,NO, 135d,, 12 - Inland Counties, Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,160,Basic,19826,16069,,,6670,5124,5814,4585,4464,2866,1869,1428,1331,1740,4,38,66,404,2,83,34616,686,286,684,1,3,8,,34495,149,2,108,0,49,0,4,106,4625,2497,889,20912,6972,1483,,121,732,16,2480,508,2150,784,8995,1569,67,2459,1082,123,1127,4776,1509,5914,2875,175,361,18,456,18,65,469,26321,3555,195,1015,136,208,28,,35895,2766,2223,,,161,324,369,614,693,820,860,989,45,114,,174,307,1520,6,322,35,2625,270,126,159,554,171,,1,3073,591,44,0,0,0,0,0,697,1345,2292,367,288,145,101,940,2,913,315,231,306,327,55,103,112,6,55,656,83,624,1,14,187,26,257,5,20,196,12,4198,36,4,7,28,6,5,2,,4989,2008
106331164,106331164,331164,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,Level II,NO,129.4,, 12 - Inland Counties, Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,333,Comprehensive,24604,22994,10,,7263,5131,7171,5870,6532,4777,3125,2686,2379,2672,2,534,3404,17650,160,1240,690,23930,243,1016,107,3,4,1,45257,347,14,596,0,6,0,1,13,6315,8167,2657,21482,8987,1609,,152,932,13,2513,681,2894,1290,10406,1939,71,3741,3774,181,1634,6010,2174,7594,2982,115,327,38,559,20,224,438,36332,4118,210,1741,150,196,158,,47608,3809,4217,2,,202,398,489,940,1239,1283,1510,1675,153,139,,130,413,1527,16,131,52,5759,98,146,288,382,183,140,4,5281,1499,7,0,0,0,0,0,1368,4277,1619,568,196,97,91,1812,13,1107,306,448,323,1038,116,215,152,14,102,852,194,1095,,53,443,74,435,51,24,335,16,6137,109,23,294,55,12,16,4,,8028,2008
106331168,106331168,331168,EISENHOWER MEMORIAL HOSPITAL,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,,NO,129.1,, 12 - Inland Counties, Riverside,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,289,Basic,17439,14634,,,2701,2416,3506,3093,3695,3581,3589,4314,4544,634,,304,795,7574,37,671,196,22496,104,348,83,15,,13,31219,124,4,,0,128,0,35,,4029,10979,1436,11030,4599,424,,120,1285,6,1796,533,1996,431,7251,2118,67,1876,633,2,816,2576,1068,9075,2835,86,324,29,196,,1,340,24415,2880,127,564,61,198,17,,32073,6383,6514,,,137,288,457,851,1353,2133,3282,4313,20,63,,97,214,1518,19,181,10,10858,75,128,368,1060,411,136,136,8302,2280,1,0,0,0,0,0,662,8860,2721,537,117,29,222,3296,7,1920,543,606,568,1204,293,376,318,3,151,1297,233,1829,,2,894,76,1185,13,37,34,45,10340,135,15,29,44,31,16,3,,12897,2008
106331194,106331194,331194,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,92543,,NO,132,, 12 - Inland Counties, Riverside,General Acute Care,District,General Medical / Surgical,304,Basic,16817,13039,,,3937,3883,4588,3722,3738,2838,1799,1831,2405,1115,,270,2723,9283,95,181,29,17275,681,444,136,3,1,,27559,330,15,510,0,,0,,177,10788,6436,1170,5726,5736,872,,60,840,3,1959,480,1674,607,8225,1330,50,2505,790,59,1350,3299,1189,4564,2552,195,334,12,556,4,36,391,21173,3216,175,851,165,163,33,,29856,5405,4084,,,164,350,403,834,1168,1348,1982,3055,80,105,,82,398,1812,20,32,9,7136,571,285,425,484,101,1,144,5595,1883,,0,0,0,0,0,1287,6500,1013,576,113,173,189,2177,1,1097,486,521,426,913,140,197,191,11,119,1305,169,1356,2,16,676,69,371,17,10,81,28,7970,111,8,29,78,26,9,5,1,9489,2008
106331216,106331216,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,47-111 MONROE STREET,INDIO,92201,,NO,128,, 12 - Inland Counties, Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,145,Basic,21288,18666,,,9512,5184,5918,4600,3909,2796,2007,1552,1066,3410,,167,935,29451,55,47,38,9261,372,1796,70,,2,,37114,102,6,492,0,,0,,,4861,4125,1435,21009,8524,1441,,116,806,12,3209,736,2150,1641,8836,1267,33,3126,1621,182,1660,6054,1534,5530,2645,165,287,30,676,32,150,723,30002,3645,173,915,171,242,98,,39954,2359,2214,,,188,308,290,419,541,631,710,769,352,365,,25,104,2835,5,4,3,1597,180,87,91,173,71,71,,3340,556,4,0,0,0,0,0,1517,1701,1033,287,35,200,114,756,3,745,330,205,254,333,33,56,90,5,47,832,141,366,4,59,182,42,317,16,52,200,26,3601,51,10,18,35,9,11,3,,4573,2008
106331288,106331288,331288,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,92225,,NO,126,, 12 - Inland Counties, Riverside,General Acute Care,District,General Medical / Surgical,51,Standby,4330,4626,,,1092,895,1378,1194,1326,1085,912,499,308,264,3,20,1080,2590,18,111,44,5093,457,429,19,,,,7627,4,,10,0,16,0,383,11,2573,1814,1062,2366,1141,189,1,34,254,6,460,169,402,89,2155,391,13,645,615,4,221,967,328,2013,649,57,83,18,194,50,7,160,6477,850,67,255,40,41,8,,8956,337,619,,,27,85,80,129,187,144,153,122,5,24,,4,105,293,1,9,41,503,88,25,21,,3,,,537,51,231,0,0,0,0,0,136,374,381,27,38,21,30,126,,123,69,37,46,58,37,19,27,1,7,183,61,109,,2,24,5,34,12,3,21,5,825,9,1,10,2,1,3,1,,956,2008
106331293,106331293,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 JACKSON STREET,RIVERSIDE,92503,,NO, 135c,, 12 - Inland Counties, Riverside,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,193,Basic,17245,13408,,,6329,4447,5278,3945,3476,2221,1235,843,762,2117,,515,2353,15969,77,415,,11324,331,680,65,,3,5,29465,44,,,0,2,0,55,3,15083,3658,615,4546,6751,1113,,99,480,12,2183,384,1782,570,6956,1463,27,2304,1518,155,919,4956,1396,4336,2081,108,312,16,305,36,119,386,23232,3005,136,567,92,187,71,,30653,2574,1983,,,166,303,295,531,685,704,725,899,131,118,,146,399,1708,3,68,,2233,398,148,171,267,4,11,,2736,822,,0,0,0,0,0,1233,2247,663,377,37,116,66,786,4,692,314,234,360,304,67,71,63,3,30,747,122,549,,29,177,39,182,1,20,171,10,3793,93,2,4,32,22,11,,,4557,2008
106331312,106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVENUE,RIVERSIDE,92501,Level II,NO, 135a,, 12 - Inland Counties, Riverside,General Acute Care,Investor - Partnership,General Medical / Surgical,373,Basic,33154,25045,16,,8470,7582,12005,7768,7307,5252,2897,2085,2148,2701,,1302,7034,26485,56,832,651,21855,301,525,141,58,35,71,56114,292,36,360,0,13,0,269,,7608,7211,16568,14678,12150,2744,,131,1234,18,2440,751,2747,1233,13046,2658,82,4465,3899,133,1749,7179,2390,11316,3837,218,503,34,1207,71,99,580,43149,4873,320,2754,230,287,53,,58215,5214,4680,,,411,723,715,1240,1584,1594,1468,1828,175,156,,265,1060,3036,5,425,108,4995,164,185,393,870,242,48,87,6408,1477,20,0,0,0,0,0,1929,4682,2404,704,175,221,125,2153,9,1653,414,575,751,1395,154,227,149,8,74,1004,160,773,1,48,653,47,920,110,34,34,19,7393,157,31,390,61,27,16,2,,9894,2008
106331326,106331326,331326,SAN GORGONIO MEMORIAL HOSPITAL,600 HIGHLAND SPRINGS AVENUE,BANNING,92220,,NO,134,, 12 - Inland Counties, Riverside,General Acute Care,District,General Medical / Surgical,61,Basic,12148,9580,,,3342,2870,3365,2559,2549,1909,1433,1420,1412,868,1,524,1900,6827,270,466,,11741,673,390,52,8,1,150,20180,133,3,21,0,,0,,117,7116,7097,411,2768,4336,416,,50,628,6,1559,282,1055,390,5212,1182,15,1442,1149,70,529,2865,1031,3847,1565,74,199,15,345,218,99,261,15920,2249,94,426,76,149,38,,21728,1924,1361,,,48,130,147,288,437,458,743,1029,3,2,,95,160,540,26,938,,1526,186,124,122,164,7,9,46,1923,702,2,0,0,0,0,0,487,2004,611,155,28,81,35,900,1,455,154,145,213,163,40,48,54,13,17,565,37,361,,3,113,26,191,3,8,21,7,2855,26,1,2,22,7,3,,,3285,2008
106334018,106334018,334018,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,92585,,NO,133.1,, 12 - Inland Counties, Riverside,General Acute Care,District,General Medical / Surgical,84,Basic,8028,6260,1,,1605,1692,1850,1800,1805,1357,1196,1165,1508,309,2,156,1179,3429,28,125,35,9337,457,133,57,1,,,13444,48,2,1,0,87,0,28,31,3550,3818,455,3769,2697,201,1,44,459,1,1031,342,843,369,4270,742,22,811,282,5,697,1554,525,2090,1296,73,184,18,136,,91,213,9668,1885,123,454,76,71,1,,14289,2058,1641,,,26,85,130,289,371,605,907,1285,,1,,38,219,521,4,34,4,2879,366,112,149,269,30,,60,2211,502,,0,0,0,0,0,288,2687,460,202,62,6,68,972,1,475,188,197,159,307,50,74,31,6,23,581,67,494,,,238,24,110,2,3,13,9,3200,38,3,8,33,8,10,,,3699,2008
106334025,106334025,334025,KAISER FND HOSP - RIVERSIDE,10800 MAGNOLIA AVENUE,RIVERSIDE,92505,,NO, 135d,, 12 - Inland Counties, Riverside,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,215,Basic,17730,14112,4,,3357,3686,4607,4098,4558,4122,2766,2138,1571,942,1,912,3877,9994,41,2439,1403,13180,351,212,39,44,23,2,30565,75,49,226,28,42,0,178,12,2025,5296,87,21643,2795,654,1,159,1197,10,2174,595,1755,743,6239,1905,69,1973,905,86,1687,2821,823,8050,1913,150,482,22,238,21,,271,25020,2531,137,734,112,156,59,,31846,3197,2768,,1,173,272,381,616,991,1156,1168,1073,37,99,,243,914,1342,9,62,13,3383,273,41,179,700,68,2,32,3987,684,,0,0,0,0,0,157,2909,2745,146,9,59,187,1211,6,994,294,413,516,475,94,154,88,6,63,728,84,586,3,5,251,25,535,5,7,,4,4976,79,6,26,35,10,7,,,5966,2008
106334048,106334048,334048,KAISER FND HOSPITAL - MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,92555,,NO,134,, 12 - Inland Counties, Riverside,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,71,Basic,13194,9289,1,,4770,3645,3743,2854,2447,1530,895,710,491,1397,2,519,5966,10816,38,276,39,4830,459,245,31,1,,,21738,,,2,1,,0,6,1,10729,2157,317,5762,3519,1010,,45,372,5,1398,285,1351,554,5097,1242,33,1412,458,81,392,3569,928,4252,1731,63,177,1,194,,101,255,17169,2159,111,408,13,100,2,,22484,1997,1445,,,141,316,306,488,579,461,510,492,67,82,,122,831,1348,5,58,15,1063,359,89,61,310,28,9,44,2341,199,2,0,0,0,0,0,936,1445,808,193,60,108,65,575,1,519,201,145,148,130,38,42,62,2,394,412,53,518,,29,76,32,175,5,10,66,5,2992,40,1,3,29,7,1,,,3442,2008
106334068,106334068,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 MEDICAL CENTER DRIVE,MURRIETA,92562,,NO, 131a,, 12 - Inland Counties, Riverside,General Acute Care,Investor - Corporation,General Medical / Surgical,96,Basic,34555,26509,,,8421,8672,9922,8244,8302,5488,3582,3221,2942,2270,,90,224,677,7,214,57325,2527,1021,2203,1,18,6,,56692,125,27,449,0,153,0,42,327,6718,5263,3817,37206,8060,2450,,262,1531,12,2682,811,3651,553,15775,3623,65,3323,1555,167,1611,6131,1986,14876,5001,265,559,43,719,31,104,817,43627,6011,434,2679,339,350,85,,61064,5888,4951,,,343,623,737,1324,1576,1738,2122,2303,14,59,,357,499,1553,39,469,97,7825,746,200,301,621,179,,1,7635,1140,16,0,0,0,0,0,855,2895,5937,554,598,107,188,2204,4,1783,440,612,402,1379,260,274,224,7,91,1181,207,1463,2,11,615,66,619,44,22,32,31,8751,146,53,350,63,34,12,1,,10839,2008
