oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_dx_invalid,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,CONTROL_TYPE_CATEGORY_DESC,LICENSED_BED_TOTAL,CONGRESS_DIST,EMS_STATION
106274043,274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,General Acute Care Hospital,1441 CONSTITUTION BOULEVARD,SALINAS,93906,150-199,N,N,Level II, 30 , 12 ,Salinas/Spreckels,Urban,N/A,N/A,Emergency - Basic,23926,20842,2,9263,5525,8406,6645,5053,4179,2064,817,447,2371,,901,1437,35496,138,315,199,6284,407,2203,42,18,2,24,19,,185,,41855,15,,,,30270,3219,1335,4890,5056,,1676,111,638,18,2979,505,2758,2224,7480,2830,73,3118,1109,53,3039,5701,2380,8078,,,2108,146,207,23,693,249,110,371,36214,3078,157,932,195,211,76,,44770,733,25268,18769,1474,2008,,138,572,508,510,613,384,234,189,141,193,,146,137,2299,12,8,849,31,79,72,61,209,167,17,151,2381,151,194,0,0,0,0,0,1859,756,330,394,143,,86,32,334,593,,178,177,159,342,61,28,45,4,767,341,131,170,1,4,29,145,49,88,42,13,52,2828,49,7,80,111,9,1,6,2,,3482,58,2194,1230,2014,Government,172,20,19
106350784,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,SAN BENITO,Public - District,General Acute Care Hospital,911 SUNSET DRIVE,HOLLISTER,95023,100-149,Y,N,, 30 , 12 ,Hollister/Paicines/Panoche/San Juan Bautista,Rural,Rural,N/A,Emergency - Basic,8456,6930,,2629,2105,2316,2128,1855,1523,978,624,647,581,,139,90,9135,4,77,223,5718,482,269,16,3,,,,126,57,11,14417,5,,,,7805,2148,324,4076,1033,,364,43,370,6,1002,238,912,624,3625,961,47,986,325,38,641,1892,556,2755,,1,1078,46,62,11,140,57,87,157,11546,1497,92,494,36,73,10,,15386,26,12961,2399,774,641,,43,85,110,149,208,240,177,360,9,34,,18,9,627,7,7,747,,49,16,47,44,2,5,7,1087,158,,0,0,0,0,0,405,714,5,265,26,,25,15,231,270,,103,67,149,180,19,29,22,4,15,171,37,70,1,1,6,121,9,43,2,2,54,1118,30,3,13,9,2,,6,3,,1415,1,1180,234,2014,Government,119,20,18
106434138,434138,ST. LOUISE REGIONAL HOSPITAL,SANTA CLARA,Nonprofit - Corporation,General Acute Care Hospital,9400 NO NAME UNO,GILROY,95020,50-99,N,N,, 30 , 17 ,Gilroy/Morgan Hill/Rucker/San Martin,Rural,N/A,N/A,Emergency - Basic,13734,11427,,4460,3259,3850,3347,2859,2654,1656,1140,1019,917,,398,420,14996,3,1147,9,8188,690,1087,31,,,,19,77,,,23109,147,1,,,12925,3147,797,6008,2284,,641,60,495,6,1429,332,1483,814,5652,1532,33,1502,543,50,740,3031,1185,5633,,,1682,124,117,7,189,,37,337,19162,2782,149,378,38,147,12,,25161,93,20425,4643,936,907,,41,93,104,162,293,324,314,478,11,23,,57,25,673,56,1,1031,,143,24,60,163,17,,25,1052,358,1,0,0,0,0,0,398,1021,55,348,21,,16,13,345,348,,90,74,283,190,26,35,38,,13,286,32,48,,1,5,154,4,67,,1,42,1498,33,,5,13,7,,10,9,,1843,25,1602,216,2014,Nonprofit,93,20,8
106444013,444013,WATSONVILLE COMMUNITY HOSPITAL,SANTA CRUZ,Investor - Corporation,General Acute Care Hospital,75 NIELSON STREET,WATSONVILLE,95076,100-149,N,N,, 30 , 17 ,Freedom/Watsonville,Urban,N/A,N/A,Emergency - Basic,14360,12273,,5527,3339,4341,3529,2710,2469,1644,883,923,1268,,120,129,19543,4,4,7,6826,182,753,25,2,6,14,1,72,89,2,25414,34,15,,24,16453,3327,580,4243,2030,,911,104,567,2,1439,284,1530,973,5217,1415,30,1935,833,73,1134,3288,1076,5822,,,1707,148,136,13,210,27,133,337,20753,2339,125,471,64,156,14,,26633,14,15163,11456,2158,1415,,151,547,457,280,423,493,403,615,82,122,,30,13,2166,,1,1362,1,114,40,68,244,20,,,2684,403,,0,0,0,0,0,1589,1369,38,534,43,,738,30,406,666,,134,189,357,249,127,51,39,7,56,343,82,73,2,4,20,171,11,80,8,21,98,3090,40,4,13,15,3,1,10,8,,3573,6,2113,1454,2014,Investor Owned,106,20,14
106100697,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,Public - District,General Acute Care Hospital,1191 PHELPS AVENUE,COALINGA,93210,100-149,Y,N,, 31 , 12 ,Coalinga,Rural,Rural,N/A,Emergency - Standby,4429,3970,,1727,1215,1357,1154,926,840,495,267,170,248,,54,260,5571,6,61,,2447,553,186,13,,,,,2,,2,7628,14,1,,,3722,710,672,3293,2,,248,11,159,1,471,118,446,231,2086,379,6,629,186,2,201,988,299,1932,5,1,537,19,28,4,138,2,10,146,6227,985,40,154,30,59,19,1,8399,4,6098,2297,99,78,,1,12,17,18,33,22,32,42,,,,1,5,74,3,,94,,13,4,2,1,,1,,119,29,8,0,0,0,0,0,42,84,13,29,9,,,,34,14,,13,25,13,12,2,2,6,,3,36,9,8,,,,17,2,2,,,,149,2,,,1,,,4,,,177,,138,39,2014,Government,123,21,9
106100717,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Nonprofit - Corporation,General Acute Care Hospital,2823 FRESNO STREET,FRESNO,93721,500+,N,Y,Level I, 31 , 14 ,Fresno West Central,Urban,N/A,Teaching,Emergency - Comprehensive,42091,40931,4,4537,7259,19204,15944,13688,12194,5523,2189,1359,1127,2,31,305,38120,150,1639,103,42678,499,6842,266,30,12,14,230,1881,1925,34,70738,505,43,2,5,54427,8452,3185,5159,11800,3,3240,262,1378,40,5336,1453,4660,2442,15509,7462,194,3430,3780,40,7935,4880,3533,17449,3,,4256,324,281,78,2588,209,21,890,64439,5611,389,2967,529,369,75,,83026,1153,70735,11138,11262,13180,,636,2659,2854,3575,5415,4055,2620,2256,149,223,,1465,2663,10336,518,47,9310,103,321,879,858,3755,815,2,199,14587,2661,365,0,0,0,0,0,12173,8056,942,1924,1347,,370,185,4237,2531,,1179,1098,2002,3914,611,604,715,26,2582,1858,844,1619,5,21,41,1209,186,1075,358,207,1335,18254,385,59,849,199,42,64,125,95,,24442,969,19891,3582,2014,Nonprofit,641,16,73
106100797,100797,ADVENTIST MEDICAL CENTER - REEDLEY,FRESNO,Nonprofit - Corporation,General Acute Care Hospital,372 WEST CYPRESS AVENUE,REEDLEY,93654,1-49,Y,N,, 31 , 14 ,Orange Cove/Parlier/Reedley/Squaw Valley/Tivy Valley/Wonder Valley,Rural,Rural,N/A,Emergency - Standby,13204,10288,1,4937,3482,3940,3233,2338,1887,1202,717,684,1073,,63,251,18418,4,350,66,4341,806,652,31,9,2,1,8,70,22,4,21705,68,25,,90,14922,2343,310,2720,3198,,754,45,409,3,1852,240,1188,755,5172,1301,11,1744,818,61,753,2918,881,4587,,1,1503,58,94,20,138,15,70,397,17763,2654,110,481,33,139,18,,23493,50,15870,7573,208,135,,7,36,28,34,41,50,44,103,,,,3,2,226,11,,101,,47,7,5,13,2,4,,216,49,,0,0,0,0,0,106,175,,34,28,,27,7,45,36,,24,48,41,17,2,4,3,,9,54,14,12,,,,23,5,16,,2,5,286,2,,1,3,,,,,,343,,228,115,2014,Nonprofit,49,22,10
106150706,150706,DELANO REGIONAL MEDICAL CENTER,KERN,Nonprofit - Corporation,General Acute Care Hospital,1401 GARCES HIGHWAY,DELANO,93215,150-199,N,N,, 32 , 14 ,Delano/McFarland,Urban,N/A,N/A,Emergency - Basic,13903,11622,,6156,4027,4042,3190,2216,1820,1216,841,598,1419,,892,399,21790,12,760,54,1618,448,,57,2,,,,,,446,24488,84,,,,15996,2150,568,3263,3548,,858,159,546,4,1661,437,1883,864,5528,818,36,1564,837,44,837,3712,957,4780,,,1723,60,114,13,281,8,64,446,19452,2547,39,517,66,158,33,4,25525,80,17484,7961,949,941,,57,135,160,177,278,289,273,317,107,97,,187,30,1402,52,1,218,,73,11,54,10,9,,4,1478,240,11,0,0,0,0,0,917,693,24,161,95,,31,49,228,339,,113,221,180,110,15,24,27,1,21,371,53,88,,4,15,53,24,109,3,1,94,1541,39,,2,13,3,,3,5,,1890,17,1157,716,2014,Nonprofit,156,21,10
106150736,150736,KERN MEDICAL CENTER,KERN,Public - City or County,General Acute Care Hospital,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,200-299,N,Y,Level II, 32 , 14 ,Bakersfield East/Lakeview/La Loma,Urban,N/A,Teaching,Emergency - Basic,17951,20331,,3703,4255,8661,6685,5574,5368,2086,494,182,1274,,213,4396,20878,71,1132,590,11002,2,2346,83,,1,,,2554,17,,32850,,,,429,25652,1847,280,5285,5157,61,1474,159,726,15,2458,668,2100,990,8563,2486,79,2478,2484,139,1847,3601,2097,5916,,2,1817,79,148,15,1616,72,316,450,28066,2623,182,2072,511,208,107,,38282,242,30805,7235,1637,2654,,233,746,616,732,907,483,169,111,160,134,,51,345,2245,92,38,1514,6,104,152,105,50,219,,,3278,187,196,0,0,0,0,0,2791,544,351,351,246,8,100,56,302,588,,183,184,399,1406,83,102,91,5,143,289,170,127,,1,62,257,17,150,261,10,259,2468,107,45,564,87,8,,40,18,,4291,45,3350,896,2014,Government,222,21,32
106164029,164029,ADVENTIST MEDICAL CENTER,KINGS,Nonprofit - Corporation,General Acute Care Hospital,115 MALL DRIVE,HANFORD,93230,100-149,Y,N,, 32 , 14 ,Armona/Hanford/Lemoore,Urban,Rural,N/A,Emergency - Basic,60679,45558,,20688,14197,18754,15164,11863,9589,5703,3651,2756,3866,6,405,4234,69967,172,1847,303,29309,1593,2643,85,30,6,7,22,286,203,6,101019,200,46,,91,61931,11880,5258,14313,12855,,3404,262,1606,21,8618,1025,6459,3385,20167,6037,116,7194,2777,112,3323,16377,4590,20762,2,,5975,298,536,62,730,64,501,1433,83538,9991,317,1961,203,570,58,,106237,233,82702,23302,3816,3356,,135,466,621,817,1248,1208,1189,1431,25,32,,59,287,3462,105,11,3236,12,184,144,282,588,47,63,6,5120,719,19,0,0,0,0,0,1876,3769,222,875,429,1,77,147,1203,1348,,517,660,737,558,85,99,156,4,61,936,252,327,,2,3,361,88,370,4,31,340,5767,89,7,17,36,16,1,32,13,,7172,44,5685,1443,2014,Nonprofit,142,21,26
106361110,361110,BEAR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Public - District,General Acute Care Hospital,41870 GARSTIN DRIVE,BIG BEAR LAKE,92315,1-49,Y,N,, 33 , 23 ,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,Rural,N/A,Emergency - Standby,4700,4801,,957,1246,1587,1134,1131,1335,922,637,435,117,,128,146,1197,17,248,111,7654,1120,232,21,1,1,1,19,116,14,18,7957,1,,,,2990,1419,599,3501,992,,190,36,426,3,596,110,449,182,3284,441,23,513,234,3,282,836,288,1602,3,,1508,43,57,5,89,18,89,123,5866,1182,213,212,31,55,10,,9501,21,9307,173,100,72,,1,4,12,13,20,29,42,51,,,,,1,11,1,,159,,2,2,6,7,1,,,150,4,,0,0,0,0,0,38,93,,39,2,,,3,25,25,,4,10,4,12,5,2,6,5,9,50,9,3,,,,11,,5,,,5,143,4,1,,,,1,2,,,172,,169,3,2014,Government,30,8,7
106361266,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,Public - District,General Acute Care Hospital,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,1-49,Y,N,, 33 , 23 ,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,Rural,Rural,N/A,Emergency - Standby,4251,3723,,843,934,1222,966,984,1177,913,510,320,105,,5,181,1451,54,164,12,6107,676,144,14,,,6,2,10,1,1,7040,7,,14,59,3312,1415,108,2501,624,14,64,24,264,5,711,105,459,154,2091,397,16,525,265,2,410,936,441,1104,1,,777,12,5,2,55,2,1,152,6129,630,27,105,13,56,8,,7974,34,7705,235,68,47,,4,10,9,21,22,23,10,11,,5,,,2,14,2,,96,1,6,2,1,,,,,93,13,,0,0,0,0,0,44,33,3,32,2,1,,1,3,35,,5,6,,8,3,1,,,1,26,18,8,,,,5,,,,,,106,4,,,,,,,,,115,,108,7,2014,Government,37,8,6
106361343,361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,18300 US HIGHWAY 18,APPLE VALLEY,92307,200-299,Y,N,, 33 , 21 ,Apple Valley/Hesperia East,Urban,Rural,N/A,Emergency - Basic,34211,24576,,8462,6727,9590,7828,6291,6595,4670,3627,2866,2131,,298,8861,14001,62,3020,415,32130,1916,3293,84,69,29,,43,178,124,4,52844,165,,,38,18372,8915,1269,23670,6561,,2212,356,1751,22,2703,782,3908,1006,10690,3337,121,4167,2157,169,957,6782,2371,15295,1,,3749,131,338,21,486,171,360,466,46313,4627,205,1452,159,259,50,,58787,139,56424,2224,6395,5134,,221,777,934,1362,2426,2075,1870,1522,170,172,,116,1566,2263,459,19,7095,11,299,455,203,1473,209,9,21,7921,909,30,0,0,0,0,0,3516,5346,233,1995,439,,438,135,2442,1697,,519,762,804,852,265,200,365,13,82,1191,295,1407,,6,56,463,71,822,12,19,800,9013,147,5,34,19,46,,53,25,,11529,58,10810,661,2014,Nonprofit,212,8,34
106361370,361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,General Acute Care Hospital,15248 ELEVENTH STREET,VICTORVILLE,92395,100-149,Y,N,, 33 , 21 ,Hesperia West/Mountain View Acres/Victorville Central and South,Urban,Rural,N/A,Emergency - Basic,22633,16283,2,6038,5263,7328,6081,4985,4366,1960,868,555,1474,,268,5335,14245,61,5181,1323,12505,562,4833,121,4,,20,124,98,,179,32960,17,,,,17619,3369,490,12898,4542,,1204,130,810,13,2173,652,2381,840,8103,2658,94,2487,2067,88,1250,4644,1514,7810,,,2219,112,214,24,561,49,87,471,30172,3470,160,969,185,159,65,1,38918,86,37519,1313,2227,1594,,113,471,438,530,842,558,423,321,44,81,,47,790,1203,7,25,1731,18,101,153,79,136,84,25,1,2912,218,112,0,0,0,0,0,1850,1229,141,518,82,1,401,71,683,595,,207,241,225,232,65,62,125,4,18,463,113,305,,2,9,103,37,135,10,9,131,3296,45,1,5,14,16,,12,7,,3821,10,3609,202,2014,Government,101,8,16
106361458,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,1401 BAILEY AVENUE,NEEDLES,92363,1-49,Y,N,, 33 , 16 ,Big River/Needles,Frontier,Rural,N/A,Emergency - Standby,3130,2659,,568,501,733,781,911,1123,598,347,147,80,,23,184,618,513,27,2,4422,212,316,10,,,,,46,,,4936,,2,266,1,2758,1409,129,950,543,,47,14,160,2,393,121,297,121,1140,624,14,392,170,5,187,816,307,979,,,380,15,51,3,39,27,29,116,4426,497,34,119,9,26,18,,5789,12,5769,8,319,255,,4,17,51,83,146,125,88,55,,5,,,16,41,1,,444,72,40,30,3,7,3,1,5,480,5,,0,0,0,0,0,206,298,10,45,15,,,3,51,86,,60,30,12,55,11,1,9,,10,97,33,116,,,,29,3,9,3,3,4,475,8,1,16,3,1,1,10,8,,574,,573,1,2014,Nonprofit,25,8,4
106364144,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,General Acute Care Hospital,16850 BEAR VALLEY ROAD,VICTORVILLE,92395,100-149,N,N,, 33 , 21 ,Hesperia West/Mountain View Acres/Victorville Central and South,Urban,N/A,N/A,Emergency - Basic,18551,14395,,4768,4461,6250,4934,4023,3541,1924,1047,800,1198,,301,6624,4111,25,10230,30,11625,910,4537,138,1,1,,,93,43,2,27204,2,4,7,4,4343,3819,1090,19690,4004,,1181,104,828,9,2043,496,2077,652,7934,2390,53,2139,925,68,1133,3525,1173,6216,,,2343,93,166,20,452,9,125,437,24273,3231,94,1281,132,202,88,,32946,3,32739,204,4680,3538,,91,524,694,1007,1562,1623,1282,1433,,2,,125,1250,907,1744,14,4172,6,346,297,139,1030,50,2,,5809,486,59,0,0,0,0,0,2863,3982,185,1014,174,,122,89,1615,1294,,437,626,1003,491,342,111,334,,103,839,192,617,,3,,449,26,817,11,39,271,6289,154,4,26,37,26,,19,50,,8218,3,7988,227,2014,Investor Owned,148,8,21
106364430,364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,General Acute Care Hospital,820 EAST MOUNTAIN VIEW ST,BARSTOW,92311,1-49,Y,N,, 33 , 16 ,Barstow/Daggett/Lenwood/Nebo Center/Oro Grande/Yermo,Rural,Rural,N/A,Emergency - Basic,13443,10788,2,3389,2706,4320,3484,2869,3254,1654,935,773,849,,138,4471,7092,54,51,15,12412,460,1521,45,17,2,,,44,18,9,22072,45,,,,7325,3200,1154,10829,1716,9,756,58,582,4,1653,434,1520,588,5434,1004,32,2162,930,53,715,3556,996,3756,,,1521,86,188,21,247,17,112,404,18246,2416,95,647,48,137,48,,24233,34,23790,409,852,818,,21,75,98,181,373,335,272,311,4,,,27,207,419,1,,1008,8,109,69,21,219,27,13,,986,225,1,0,0,0,0,0,534,917,23,180,16,,20,40,445,268,,129,76,148,50,22,18,79,,21,229,44,77,,,4,69,5,96,,,43,1411,17,1,6,9,3,1,3,6,,1670,2,1635,33,2014,Investor Owned,30,8,16
106150722,150722,BAKERSFIELD MEMORIAL HOSPITAL,KERN,Nonprofit - Corporation,General Acute Care Hospital,420 34TH STREET,BAKERSFIELD,93301,300-499,N,N,, 34 , 16 ,Bakersfield Northeast/Oildale,Urban,N/A,N/A,Emergency - Basic,35814,24748,,13717,7524,11795,7523,5487,5030,2853,1701,1203,3729,,500,6090,33402,71,2357,337,17805,257,418,57,1,3,22,,,65,6,59516,55,162,,,40733,7162,900,6379,5388,,3717,247,815,19,3750,674,4140,1670,9864,3140,86,3833,1184,283,1035,9884,3076,13145,,,3151,175,257,16,570,34,352,777,49321,4189,205,1094,78,310,33,,60562,155,52508,7899,5920,3350,,481,1645,970,772,1305,1391,1062,1018,271,355,,220,747,3852,55,,4364,32,136,188,244,511,311,38,15,7061,758,8,0,0,0,0,0,4053,3292,186,1608,131,,1946,93,1419,1212,,496,574,693,700,131,130,224,8,45,990,217,286,15,10,81,405,54,338,14,13,522,7658,138,8,29,33,21,,21,15,1,9270,48,8162,1060,2014,Nonprofit,426,23,36
106150761,150761,MERCY HOSPITAL - BAKERSFIELD,KERN,Nonprofit - Corporation,General Acute Care Hospital,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,100-149,N,N,, 34 , 16 ,Bakersfield Northwest/Rosedale,Urban,N/A,N/A,Emergency - Basic,39317,28928,,11256,8814,13647,10127,7425,6649,3991,2061,1679,2596,,1129,8351,30094,129,1414,219,26909,831,533,135,4,17,41,,,112,60,66236,187,89,,,35789,10163,1257,14252,6784,,2568,309,1023,13,3740,1245,4897,1868,13577,3370,77,5672,1849,218,1598,9645,3287,13287,2,,4302,243,393,28,741,17,493,767,53107,5927,202,1389,226,360,50,,68245,553,61798,5894,3491,3495,,125,737,882,1088,1403,1191,730,821,,9,,193,663,2271,69,,3752,38,150,143,168,351,328,55,26,4403,626,736,0,0,0,0,0,1996,2449,76,2267,198,,86,102,741,1470,,393,639,613,830,175,167,265,11,93,799,335,265,,2,,384,65,451,60,28,419,5292,104,7,18,81,27,,34,16,,6986,85,6210,691,2014,Nonprofit,144,23,16
106150782,150782,RIDGECREST REGIONAL HOSPITAL,KERN,Nonprofit - Corporation,General Acute Care Hospital,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,50-99,Y,N,, 34 , 16 ,Inyokern/Ridgecrest,Rural,Rural,N/A,Emergency - Basic,9168,7390,1,1597,1492,2706,2313,1991,2284,1499,1259,1013,405,,125,1116,2143,16,451,312,12396,622,143,35,22,1,2,,153,27,,15476,70,,2,6,6797,3567,1545,3849,801,,307,94,625,6,1268,279,1118,269,3488,1101,31,1031,747,44,413,1680,792,3266,,,1150,75,206,8,183,9,186,239,12142,1762,75,393,40,86,5,,16559,52,16098,409,675,604,,34,75,81,110,205,216,228,274,27,29,,14,66,91,21,9,1071,7,110,29,43,123,4,,,766,203,1,0,0,0,0,0,284,658,36,282,19,,26,17,199,263,,78,66,112,110,22,17,22,11,17,237,51,25,4,,2,69,24,73,2,,54,1006,13,2,11,11,7,,7,,,1279,3,1258,18,2014,Nonprofit,98,23,8
106150788,150788,SAN JOAQUIN COMMUNITY HOSPITAL,KERN,Nonprofit - Corporation,General Acute Care Hospital,2615 CHESTER AVENUE,BAKERSFIELD,93301,200-299,N,N,, 34 , 16 ,Bakersfield Northeast/Oildale,Urban,N/A,N/A,Emergency - Basic,38246,29508,6,10434,7272,12595,9000,7778,7941,4900,2861,2213,2760,6,502,7636,32324,78,725,328,26167,400,4432,63,38,33,21,29,270,71,6,62074,247,11,,65,36080,10620,1316,12161,7583,,2483,286,1628,21,3260,969,3775,2038,11183,3789,124,4140,2522,190,1526,7813,3192,18821,,,3392,235,455,72,713,87,482,725,54896,4752,233,1188,149,304,77,,67760,178,57808,9774,5426,6355,,230,894,1030,1374,2287,2334,1797,1524,119,192,,163,1207,3686,153,24,6526,22,198,327,366,821,368,118,36,7262,1200,1085,0,0,0,0,0,3115,5403,1271,1779,212,1,130,173,2533,1791,,516,560,1508,1362,199,265,352,12,146,1250,199,736,2,8,39,641,90,819,134,56,713,8744,261,2,25,110,49,40,19,77,1,11781,65,10232,1484,2014,Nonprofit,254,23,22
106150808,150808,TEHACHAPI HOSPITAL,KERN,Public - District,General Acute Care Hospital,115 WEST E STREET,TEHACHAPI,93561,1-49,Y,N,, 34 , 16 ,Bear Valley Springs/Keene/Stallion Springs/Tehachapi,Rural,Rural,N/A,Emergency - Standby,6849,5576,,1901,1629,1787,1526,1375,1518,1000,710,608,371,,51,807,2131,,45,39,9352,832,668,19,,,1,,118,11,88,10681,5,2,,,5763,2066,551,2717,1328,,241,34,395,6,798,199,711,417,2952,609,30,872,712,15,291,1818,556,1763,4,2,822,87,132,6,159,117,110,185,9297,1034,64,238,75,78,21,,12425,24,12031,370,82,45,,5,3,13,17,12,27,22,27,,1,,,4,7,,,116,,16,5,1,,7,,,93,5,,0,0,0,0,0,33,66,1,20,7,,1,,7,16,,12,12,7,6,1,2,4,1,1,40,11,6,,,,4,2,7,,3,2,103,3,,,,,1,1,1,,127,1,126,,2014,Government,28,23,7
106154101,154101,BAKERSFIELD HEART HOSPITAL,KERN,Investor - Corporation,General Acute Care Hospital,3001 SILLECT AVENUE,BAKERSFIELD,93308,1-49,N,N,, 34 , 16 ,Bakersfield Northwest/Rosedale,Urban,N/A,N/A,Emergency - Basic,4756,3839,1,295,482,1186,1271,1233,1478,1067,875,666,43,,100,509,1915,3,206,8,5855,121,1059,33,8,,,39,11,,21,7236,68,,,,3054,2890,161,1694,797,,49,55,701,2,378,172,454,82,1031,703,9,367,138,,212,695,307,3241,,,395,45,35,7,54,1,51,68,7373,417,31,93,3,16,7,,8596,53,8302,241,1642,1748,1,7,66,143,257,581,729,870,738,,,,80,203,669,111,4,2323,1,57,73,132,258,21,19,50,2289,489,3,0,0,0,0,0,525,2322,64,434,45,1,,51,1284,384,,155,146,378,152,38,47,67,4,19,429,64,170,,3,,89,20,215,2,14,280,2710,35,2,1,10,4,,7,2,,3391,31,3201,159,2014,Investor Owned,47,23,9
