oshpd_id9,oshpd_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Home_Health_Service,Not_Defined_Elsewhere,Other_Care,Hospice_Care,Critical_Access_Hospital,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_sex_Other,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Dx_Invalid,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_Dx_Births,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,a_EC_Fire_Accidents,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear
106301248,301248,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,90720,,NO,116e,,13 - Orange,ORANGE,General Acute Care,Investor - Corporation,General Medical / Surgical,142,Basic,13615,9912,,,2300,2377,2761,2655,2960,2647,1961,2086,3286,494,,1650,1086,4114,14,543,160,15960,395,738,53,60,,10,1,21663,348,118,134,,1,6,,750,6645,1475,12431,2226,568,,74,853,4,958,288,1412,338,6533,955,18,1869,314,13,603,1667,736,6324,,2658,109,169,8,103,2,145,266,16588,2543,154,583,59,135,5,,23527,120,22858,549,3218,2404,,,65,189,255,426,655,807,1123,2102,,,,381,156,627,91,28,4335,4,167,60,220,872,109,19,46,2951,1178,,0,0,0,0,0,0,200,3607,381,1301,133,39,60,1322,936,241,335,393,602,125,179,110,3,147,634,160,333,3,,,457,33,516,1,18,323,4136,57,14,13,23,17,14,,,,5622,40,5487,95,2010
106301258,301258,COASTAL COMMUNITIES HOSPITAL,2701 BRISTOL STREET,SANTA ANA,92704,,NO,116g,,13 - Orange,ORANGE,General Acute Care,Investor - Corporation,General Medical / Surgical,109,Basic,10863,8733,,,4604,2791,3726,2754,2083,1266,553,337,216,1266,,196,235,16945,1,209,21,1989,242,441,14,,,256,,18424,65,150,2,,,1,1,71,4239,1284,10423,3579,1922,,43,243,4,1167,294,1204,384,4012,586,36,1123,519,67,886,3120,731,3255,,1302,69,244,7,234,2,90,162,15085,1796,92,275,62,134,42,,19596,75,7294,12227,1744,1003,,,146,462,356,340,359,305,336,439,3,1,,5,36,1992,53,138,522,1,85,65,58,134,59,11,38,1784,513,,0,0,0,0,0,0,1122,915,340,188,182,549,49,310,467,94,161,127,129,21,31,94,,224,277,77,134,,2,1,96,12,112,8,5,70,2316,82,4,8,15,9,1,7,,2,2747,63,1213,1471,2010
106301262,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,Level II,NO,115.2a,,13 - Orange,ORANGE,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,345,Basic,16209,11843,,,1,1548,5881,4929,5421,4101,2583,1655,1933,,,1018,618,4185,27,326,220,21658,329,265,60,,55,170,26,27090,28,29,,,,,,3277,5060,2808,13144,3763,1154,,41,981,6,1205,437,1817,252,6587,2178,60,1561,975,1,895,1384,1043,7475,,2206,149,294,15,287,69,69,274,20639,2630,211,964,66,146,33,,28052,618,25258,2176,6068,5474,,,162,796,788,1446,1709,1813,1844,2984,,,,453,229,1140,123,54,9537,6,263,114,337,1782,408,,198,7231,1199,10,0,0,0,0,0,0,970,5752,242,3632,946,121,158,2445,1725,451,517,774,1783,343,315,463,11,287,928,232,971,18,,,923,81,1064,53,44,585,7959,179,87,388,96,24,26,32,1,,11542,394,10481,667,2010
106301279,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,92668,Level I,YES,116r,,13 - Orange,ORANGE,General Acute Care,University of California,General Medical / Surgical,345,Comprehensive,14978,12474,,,1724,2505,6410,4925,4564,3526,1782,903,592,521,,2184,1297,11526,39,341,26,12039,452,416,49,45,,413,,25448,32,439,,,2,,156,8383,2858,4169,6323,5719,2610,,85,411,9,1180,453,1566,362,4857,2386,133,1751,695,30,1128,1472,1115,7209,,1265,36,131,10,368,39,214,122,22471,1563,115,935,75,85,23,,27452,417,23073,3962,4546,4735,,,713,1442,1227,1455,1574,1149,865,725,19,112,,1140,291,3393,157,16,4269,15,256,188,227,383,269,68,123,7164,571,32,0,0,0,0,0,0,2701,2463,270,1915,1932,739,121,1170,976,380,372,355,2200,168,349,292,29,914,450,178,573,10,4,1,538,40,540,252,71,415,6149,231,62,759,111,36,20,24,,33,9281,306,7452,1523,2010
106301283,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92643-1959,,NO,116r,,13 - Orange,ORANGE,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,167,Basic,11574,9854,,,3622,2687,3934,3201,2858,2058,925,539,539,1065,,2437,635,11804,1,484,17,6050,310,970,56,,,121,,19706,53,201,5,,5,1,,10689,1656,1260,3442,4381,1155,,45,330,1,1144,265,1219,240,4626,1126,18,1305,964,80,975,2453,946,4536,,1356,60,140,9,255,16,98,164,16440,1967,116,562,70,137,38,,21428,496,15578,5354,2290,1782,,,102,298,325,468,516,564,713,1065,12,9,,1318,63,1410,73,6,1200,2,423,106,141,254,19,,42,2223,863,1,0,0,0,0,0,0,1269,1925,15,529,334,227,67,628,677,226,303,395,331,62,87,122,4,45,484,86,314,2,10,2,199,23,253,5,25,32,3430,38,3,18,15,14,10,7,,,4072,732,2595,745,2010
106301297,301297,PLACENTIA LINDA HOSPITAL,1301 NORTH ROSE DRIVE,PLACENTIA,92670,,NO,116m,,13 - Orange,ORANGE,General Acute Care,Investor - Corporation,General Medical / Surgical,114,Basic,10578,8168,,,2247,2428,2727,2276,2705,2140,1319,1156,1412,336,,703,558,4180,22,1084,152,12047,311,149,38,19,,80,2,18037,69,2,32,,1,6,,438,3527,1286,11443,2052,275,,67,565,3,932,303,1137,306,5378,1196,14,1434,590,5,471,1764,699,3607,,1953,80,160,5,122,49,105,212,12633,2626,129,489,51,122,10,,18746,100,17813,833,1724,1384,,,47,140,172,328,449,467,599,904,,2,,151,52,487,151,15,2248,4,192,68,70,298,41,5,4,1957,473,,0,0,0,0,0,0,246,1760,82,779,241,14,41,564,682,181,220,159,268,50,58,65,1,56,421,103,222,3,,,211,27,185,1,16,124,2477,25,6,5,21,4,5,1,,,3108,47,2935,126,2010
106301317,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,,NO,115.2d,,13 - Orange,ORANGE,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,252,Basic,20969,16511,,,3136,3580,5281,4607,4670,3968,3136,2973,5601,528,,1373,744,4925,38,1779,102,28519,527,784,94,3,,376,,34948,370,66,253,,45,14,,4237,10490,3385,14407,4961,751,,74,1135,5,1768,425,1994,503,11439,2360,38,1723,681,32,1606,2585,1463,8898,,4317,159,385,13,305,5,251,481,25292,4519,289,1047,139,256,22,,37480,697,35415,1368,6196,5031,,,82,324,478,842,1183,1391,2043,4878,6,,,478,148,732,438,12,9409,10,214,144,361,2506,176,,92,5616,2111,7,0,0,0,0,0,0,331,6879,154,2588,1275,72,227,2529,1720,440,608,1038,1120,218,239,260,4,121,1188,228,1208,2,5,,846,76,921,12,18,537,8526,103,13,23,81,25,11,34,,1,11227,316,10724,187,2010
106301337,301337,MISSION HOSPITAL LAGUNA BEACH,31872 COAST HIGHWAY,LAGUNA BEACH,92677,,NO,115.2c,,13 - Orange,ORANGE,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,142,Basic,4303,4197,,,500,971,1071,1035,1381,1352,762,611,785,32,,134,117,576,11,152,28,7482,97,137,19,,81,203,17,7910,23,13,,,,,,683,1856,741,3923,1297,56,,12,167,2,358,114,394,72,2809,558,5,396,318,1,684,498,496,1560,,991,23,103,4,82,7,59,132,5507,1264,55,179,25,54,15,,8500,70,8231,199,1486,1436,,,98,354,291,478,476,359,316,550,,,,53,37,96,51,7,2673,5,71,139,30,229,119,,15,2141,176,2,0,0,0,0,0,0,123,1190,35,1323,251,6,30,232,347,81,94,127,280,50,51,51,1,1149,155,49,218,1,,,187,19,254,9,10,76,2119,88,6,11,98,4,7,34,,,2922,22,2878,22,2010
106301340,301340,ST. JOSEPH HOSPITAL - ORANGE,1100 WEST STEWART DRIVE,ORANGE,92868,,NO,116h,,13 - Orange,ORANGE,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,488,Basic,27364,17099,,,,3822,8911,7399,6641,5839,4127,3603,4121,,,1557,1087,18267,9,952,107,22484,475,227,50,2,100,497,272,42401,401,,12,,15,11,,8991,10020,9456,14655,1341,2316,,162,1520,6,1729,585,2615,482,8287,2770,61,2301,1090,,1900,2663,1638,14338,,2872,100,356,11,223,120,2,257,36111,3251,149,764,111,97,39,,44463,490,37000,6973,4521,3834,,,145,576,704,1064,1284,1287,1351,1943,1,,,427,137,2040,120,,5630,1,118,115,256,1091,282,,68,5323,1100,2,0,0,0,0,0,0,950,3050,84,3733,538,125,101,1538,1240,336,439,664,756,150,372,206,2,1247,785,148,234,11,,1,432,18,860,6,23,136,6611,105,7,16,103,13,8,16,,1,8355,147,7132,1076,2010
106301342,301342,ST. JUDE MEDICAL CENTER,101 EAST VALENCIA MESA DRIVE,FULLERTON,92835,,NO,116f,,13 - Orange,ORANGE,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,347,Basic,26836,20573,1,,5368,4950,7201,5944,6305,5447,3769,3166,4030,1230,,3413,1267,12947,8,1156,161,28458,1073,276,93,21,141,286,218,44835,457,,,,4,6,,8747,8243,2916,20624,6880,1200,,91,1375,3,2127,651,2766,863,10851,3184,57,3463,813,50,1375,4144,1699,12698,,4210,149,382,16,430,30,8,434,34970,4776,283,1321,123,265,13,,47410,1121,41912,4377,4673,4115,,,145,395,425,778,1192,1395,1627,2760,33,38,,897,121,1491,107,30,6142,,420,81,302,1264,226,24,109,4760,1602,,0,0,0,0,0,0,724,5248,136,1943,737,64,127,2140,1497,366,564,697,926,196,256,209,10,64,904,217,536,7,8,,597,46,835,8,45,258,6781,93,17,27,35,16,10,20,,,8788,573,7512,703,2010
106301379,301379,WEST ANAHEIM MEDICAL CENTER,3033 WEST ORANGE AVENUE,ANAHEIM,92804,,NO,116c,,13 - Orange,ORANGE,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,167,Basic,12241,11004,,,3286,2764,4005,3253,3447,2687,1330,967,847,659,,1711,1499,8158,12,1375,32,10458,819,1246,78,,,379,,20595,126,1,,,,1,,9667,3329,1478,3876,4895,527,2,47,433,6,958,404,1283,330,5064,1293,33,1379,1956,11,1704,2365,975,4475,,1612,49,187,17,328,3,11,203,17281,2610,49,610,87,105,93,,23245,668,19838,2739,3255,2975,,1,60,235,365,744,987,1022,1209,1609,,,,838,247,1296,336,6,3497,11,470,189,198,112,64,,325,3139,1731,3,0,0,0,0,0,0,1219,3705,39,614,654,31,101,1083,793,321,322,972,379,116,69,188,2,471,804,112,466,1,,,268,76,341,7,27,13,5255,131,4,21,42,25,9,12,,,6231,492,5184,555,2010
106301566,301566,WESTERN MEDICAL CENTER - SANTA ANA,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,Level II,NO,116h,,13 - Orange,ORANGE,General Acute Care,Investor - Corporation,General Medical / Surgical,282,Basic,9647,8294,,,2162,1901,3446,2828,2523,1979,1038,671,705,688,,705,488,9487,6,687,85,6483,341,289,63,,,24,7,16783,133,240,41,,10,10,,87,3948,1908,8660,3338,1255,,46,486,4,938,270,1091,271,4170,895,15,922,1072,60,547,1544,625,3730,,1244,75,149,9,313,2,32,151,13222,1690,107,748,68,101,30,,17941,193,12586,5162,2186,2590,,,254,517,475,698,778,590,594,741,52,77,,49,120,1966,194,296,2148,3,137,89,193,370,239,29,23,3030,608,58,0,0,0,0,0,0,660,1316,1672,927,201,109,55,751,596,177,161,307,1517,69,101,115,13,92,391,108,186,4,20,4,386,43,384,122,4,51,2891,135,50,621,46,17,6,11,,9,4776,133,3454,1189,2010
106304113,304113,CHILDRENS HOSPITAL AT MISSION,"27700 MEDICAL CTR. RD., 5TH FL",MISSION VIEJO,92691,,NO,115.2a,,13 - Orange,ORANGE,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,48,Basic,6346,8052,,,7877,4874,,,,,,,,1647,,649,291,4198,5,217,129,8909,74,22,2,,2,64,,14230,1,3,,,,,,4514,,475,8418,991,8,,39,30,7,279,121,371,302,5180,283,3,877,525,77,192,2190,487,3427,,2069,74,59,3,57,12,13,175,9007,2362,178,169,39,168,13,,14398,160,11774,2464,495,696,,,435,,,,,,,,232,524,,53,13,286,22,6,811,,23,,4,16,21,,1,1126,,,0,0,0,0,0,0,304,,53,805,29,1,16,10,218,51,34,49,281,10,1,46,,22,308,27,73,7,35,2,120,10,20,11,,15,870,48,19,36,14,16,7,5,,,1191,7,1024,160,2010
106304460,304460,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,92618,,NO,116o,,13 - Orange,ORANGE,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,1,,,,,,2,1,,,,1,,,2,,1,,1,,,,,,,1,2,,0,0,0,0,0,0,,3,,1,,,,,,,,,4,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,4,1,3,,2010
106310791,310791,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,95602,,NO,119,,02 - Golden Empire,PLACER,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,80,Basic,11105,9227,,,1850,2158,3148,2471,2612,2505,1764,1455,2016,353,,105,178,1256,103,16,13,18661,979,76,40,5,286,259,,18687,,,,,,,,5337,5257,923,5334,3481,341,,51,674,1,1161,196,977,131,5462,1198,113,989,434,6,1134,1883,792,4789,,2005,98,67,16,209,2,77,311,14452,2121,143,559,157,109,6,,20332,164,19663,505,1606,1297,,,68,112,137,262,376,498,584,854,4,8,,25,15,83,5,1,2755,19,130,12,97,375,42,17,1,1567,659,3,0,0,0,0,0,0,310,1854,39,486,214,20,59,477,592,88,153,392,344,43,78,44,2,26,431,95,55,1,2,1,215,54,322,2,29,125,2052,49,4,15,15,3,18,,,,2903,20,2865,18,2010
106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA,ROSEVILLE,95661,Level II,NO,121.1,,02 - Golden Empire,PLACER,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,283,Basic,31603,23830,8,,6880,6448,9907,7716,6891,5477,3751,3087,3802,1482,,1159,1829,6129,21,798,132,45373,745,147,90,33,166,658,,53476,,123,,,,3,,11915,10413,2523,20931,9659,1307,,153,1405,19,3000,812,3910,641,13688,2846,67,4497,1247,42,2496,5865,2171,11275,,4717,292,423,24,522,16,175,544,40618,5244,383,1779,251,399,54,,55441,874,52513,2054,4915,4480,,2,283,641,643,993,1279,1406,1612,2333,63,144,,201,188,637,100,19,8246,6,331,70,392,1275,379,18,93,5691,1142,6,0,0,0,0,0,0,1265,4936,224,2126,846,102,127,1598,1685,284,474,928,1724,159,222,158,8,75,1172,289,367,7,17,1,665,105,815,49,44,319,6656,100,65,411,91,17,46,10,,4,9397,210,8974,213,2010
106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,500 1ST STREET,PORTOLA,96122,,NO,124,,01 - Northern California,PLUMAS,General Acute Care,District,General Medical / Surgical,9,Basic,1795,1386,,,277,326,313,352,349,463,339,341,349,72,,6,34,230,26,42,8,2835,397,44,4,13,,,2,2483,6,1,,,,,231,965,1179,72,930,35,55,,2,146,,230,84,141,63,792,135,2,257,43,3,77,326,122,703,,297,18,65,6,25,11,29,55,2201,341,20,71,9,23,10,,3181,100,3051,30,226,173,,,7,9,23,42,77,68,70,103,,,,,,12,,1,379,7,37,7,5,7,1,1,,291,49,1,0,0,0,0,0,0,58,267,2,38,34,2,1,73,43,14,26,16,34,6,2,10,,19,65,23,65,,,,8,7,28,,3,13,336,,,,3,,,1,,,399,2,394,3,2010
106320986,320986,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE ROAD,QUINCY,95971,,NO,123.1,,01 - Northern California,PLUMAS,General Acute Care,District,General Medical / Surgical,25,Standby,2320,1867,1,,370,502,582,432,491,552,443,410,344,62,,18,166,142,88,101,,3673,169,24,14,,,,1,3826,87,63,4,,,,,981,1177,198,1398,434,72,,8,237,1,304,79,170,108,1238,232,22,178,93,1,148,384,183,730,,372,26,55,4,30,22,72,74,2785,544,56,70,11,47,20,,4188,7,4174,7,147,105,,,4,11,18,16,48,42,44,64,,5,,1,13,3,3,,225,7,,2,7,1,19,,,180,43,,0,0,0,0,0,0,57,142,9,35,9,4,3,35,71,7,18,8,15,3,11,7,,3,49,13,5,,,,17,2,5,,2,7,211,3,1,2,,1,1,,,,252,,252,,2010
106321016,321016,SENECA HEALTHCARE DISTRICT,130 BRENTWOOD DRIVE,CHESTER,96020,Level IV,NO,125,,01 - Northern California,PLUMAS,General Acute Care,District,General Medical / Surgical,10,Standby,1535,1403,,,286,344,406,276,382,358,342,252,264,28,,9,9,49,22,,25,2824,99,,3,18,1,,45,2639,,7,,,,,126,722,753,103,945,415,12,,11,104,,208,46,133,66,877,146,2,311,60,,70,353,101,438,,280,7,45,8,7,4,,75,1932,434,46,71,2,20,7,,2938,4,2923,11,113,92,,,2,10,11,17,18,31,40,73,,3,,1,,203,,1,,,11,2,6,1,1,,,159,25,,0,0,0,0,0,0,25,141,1,27,11,,1,15,31,16,22,6,11,3,6,4,2,4,62,4,18,,,,7,3,19,,4,,167,1,1,,1,,1,1,,,205,,203,2,2010
106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,800 SOUTH MAIN STREET,CORONA,92882,,NO,135d,,12 - Inland Counties,RIVERSIDE,General Acute Care,Investor - Corporation,General Medical / Surgical,160,Basic,20614,16482,,,6941,5015,6214,4869,4663,3055,1983,1451,1342,1563,,969,2542,15395,88,3225,796,14081,396,542,37,82,74,138,,35521,124,38,2,137,1,4,,11104,3839,1166,13437,7550,1315,,129,790,19,2295,398,2298,739,9046,1835,71,2547,1264,68,1128,4730,1627,6797,,3033,126,301,21,420,28,77,442,27752,3281,194,999,148,234,39,1,37096,663,31795,4638,3194,2622,,,170,312,421,736,802,925,985,1243,74,148,,189,380,1831,400,115,2884,17,288,137,188,333,112,,13,3988,697,60,0,0,0,0,0,0,1109,2996,156,1155,400,123,121,1111,1075,287,300,406,402,73,79,125,2,81,699,111,797,2,22,,254,27,277,6,9,196,4928,39,2,11,32,16,12,6,,1,5816,231,4829,756,2010
106331164,331164,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,92262,Level II,NO,129.4,,12 - Inland Counties,RIVERSIDE,General Acute Care,Investor - Corporation,General Medical / Surgical,333,Comprehensive,26438,24727,2,,8411,5367,7839,6059,6581,5611,3770,2787,2578,2164,,598,3865,20396,116,1049,622,24521,269,722,118,29,,813,1,48723,444,2,4,,1,41,,7495,8876,4108,23699,6989,1661,,199,1170,15,2763,607,3117,934,10438,2473,101,2916,4252,194,1606,6753,2019,9949,,3389,145,629,36,653,25,329,538,39181,3861,223,1668,163,228,99,,51167,205,46211,4751,3975,4793,,,219,497,542,895,1468,1515,1652,1647,168,165,,156,455,1890,123,77,6038,29,96,204,269,468,161,128,15,5759,1659,9,0,0,0,0,0,0,1619,4466,211,1744,728,99,153,1873,1315,338,428,453,1337,105,217,193,29,95,966,220,885,9,51,2,582,79,608,83,31,454,6321,102,25,332,71,29,29,18,1,3,8768,37,8152,579,2010
106331168,331168,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,92270,,NO,129.1,,12 - Inland Counties,RIVERSIDE,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,574,Basic,24797,20326,,,5440,3683,5052,4352,4653,4556,4805,5425,6029,1128,,383,1139,13109,117,1171,169,29035,275,203,91,,,154,44,44114,159,48,23,,,12,,9894,14343,2177,13155,5554,602,1,148,1455,7,2122,470,2793,573,10008,2814,66,2826,1029,8,987,4452,1396,13366,,4106,121,453,25,229,3,5,564,34433,3968,192,722,51,230,21,,45123,82,41856,3185,6458,6523,,,152,349,492,900,1388,2161,3144,4213,36,146,,86,265,1853,201,14,10543,19,198,120,368,1153,333,152,150,8168,2338,1,0,0,0,0,0,0,945,8615,150,2598,673,34,170,3037,2207,514,684,806,1326,308,352,382,6,174,1337,293,1338,8,5,,910,47,1231,13,31,71,10374,130,11,36,40,25,45,14,1,2,12981,27,12190,764,2010
106331194,331194,HEMET VALLEY MEDICAL CENTER,1117 EAST DEVONSHIRE,HEMET,92543,,NO,132,,12 - Inland Counties,RIVERSIDE,General Acute Care,District,General Medical / Surgical,304,Basic,19756,14827,,,4669,4093,5693,4314,4231,3399,2256,2136,2657,1135,,271,3391,9751,96,205,39,20830,669,459,136,188,,540,,32213,357,1,3,,,17,,13474,7633,1174,5078,7224,1109,1,67,1070,11,2362,590,2057,881,8979,1359,51,2965,995,57,1498,3957,1524,5050,,2719,189,413,17,533,11,193,465,24818,3793,171,860,155,219,27,,34583,16,33071,1496,4686,3464,,,102,343,395,639,1070,1392,1589,2495,41,84,,85,429,1401,46,7,6171,11,519,285,316,684,46,2,117,4643,1537,1,0,0,0,0,0,0,1181,5579,102,725,563,140,201,1911,1065,383,442,538,815,134,179,162,4,103,1087,168,806,2,9,1,541,72,447,12,9,232,6552,131,17,22,51,19,22,21,,2,8150,15,7750,385,2010
106331216,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,47-111 MONROE STREET,INDIO,92201,,NO,128,,12 - Inland Counties,RIVERSIDE,General Acute Care,Investor - Corporation,General Medical / Surgical,156,Basic,18092,16692,,,8202,4690,5166,3967,3616,2774,1901,1309,1016,2143,,134,1003,25024,46,35,61,8481,405,2143,70,4,,520,,31479,157,,,,,5,1,4825,3946,1100,17523,7390,1232,,69,714,9,2598,489,1788,1494,7994,1224,34,2395,1312,113,1707,4743,1273,5596,,2620,157,218,39,739,24,172,633,25742,3034,186,687,171,260,102,,34784,58,26081,8645,2017,1955,,,167,245,254,354,471,552,608,637,275,409,,21,107,2510,4,13,1316,1,140,68,86,210,54,51,,2883,474,6,0,0,0,0,0,0,1316,1484,19,889,264,120,82,625,739,229,222,220,344,29,44,75,8,38,824,125,199,1,44,4,189,36,277,3,41,179,3089,50,7,9,32,19,29,10,,2,3972,8,2794,1170,2010
106331288,331288,PALO VERDE HOSPITAL,250 NORTH FIRST STREET,BLYTHE,92225,,NO,126,,12 - Inland Counties,RIVERSIDE,General Acute Care,District,General Medical / Surgical,51,Standby,4486,4760,,,1140,927,1528,1230,1324,1186,877,516,278,240,,29,1221,3349,28,135,7,4477,392,281,17,14,446,20,,8028,4,18,,26,,,,2806,1750,1069,2486,1135,149,,56,302,8,608,192,497,141,2240,429,20,780,587,9,281,984,315,1648,,609,53,108,6,199,76,13,216,6578,1020,57,216,34,56,4,1,9246,540,8420,286,370,622,,1,25,80,76,160,172,187,154,112,5,22,,11,142,351,14,,474,1,66,23,16,2,4,1,,564,60,257,0,0,0,0,0,0,143,331,23,446,50,22,14,145,213,64,45,55,75,17,9,14,,7,143,71,98,,1,,32,7,41,10,5,29,837,5,,4,9,3,1,9,,1,993,1,910,82,2010
