oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Cntrl_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,RURAL_HOSPITAL_FLAG,TEACHING_HOSPITAL_FLAG,TRAUMA_CENTER_DESC,CONGRESSIONAL_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,SENATE_DISTRICT_DESC,LA_COUNTY_SPA_DESC,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Other,Sex_Unknown,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Other_Care,Other_Unknown,Prison_Jail,Psychiatric_Care,Residential_Care_Facility,Routine,SN_IC_Care,Childrens_or_Cancer_Center,Critical_Access_Hospital,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,Dx_Births,Dx_Invalid,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other,a_Sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Unknown,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_Uninsured,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Congenital_anomalies,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Fire_Accidents,a_EC_Natural_Environment,a_EC_Undetermined,a_EC_War,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,oshpd9,CONTROL_TYPE_DESC,blank
106391042,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit - Corporation,General Acute Care Hospital,1800 NORTH CALIFORNIA STREET,STOCKTON,95204,300-499,N,N,,Oakland -- District 9,District 13,District 5,,Stockton North Central/Stockton Northeast,Urban,,,Emergency - Basic,25939,19946,,,7325,4675,7661,5884,5354,5044,3546,2208,2278,1910,,3294,8668,18304,322,1290,336,13671,360,3045,126,86,6,6,,41,365,52,41586,173,39,,,23585,9118,1050,5823,6309,1506,215,1043,7,2220,654,2388,986,9078,2692,72,2523,2036,46,1721,5442,2003,11253,,,2996,205,432,33,721,15,192,616,35057,3626,190,1269,198,253,82,,45885,1190,39207,5488,5081,4216,,,207,472,556,784,1478,1729,1661,2026,172,212,,1054,1232,2508,209,33,4214,47,134,217,479,1261,123,71,74,5143,1792,3,0,0,0,0,0,2605,5034,103,1079,476,119,158,1831,1400,454,669,1094,851,174,269,198,7,83,1242,289,428,2,5,24,488,68,617,55,50,454,7224,109,13,61,65,45,2,26,20,,9297,645,7810,842,2013,106391042,Nonprofit - Corporation,
106391056,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit - Corporation,General Acute Care Hospital,1420 NORTH TRACY BOULEVARD,TRACY,95376,50-99,N,N,,Walnut Creek -- District 10,District 13,District 5,,Tracy,Urban,,,Emergency - Basic,16626,12977,,,5026,3639,4542,4805,3756,3062,1810,1200,855,908,,1394,3209,11559,111,2504,40,10786,220,103,23,56,21,,169,54,91,1,28561,95,,17,192,11597,3785,1098,7866,5257,725,81,584,7,1726,365,1783,1136,6251,1980,34,2674,590,27,798,3846,1277,5719,,,1818,91,194,8,227,12,121,307,22888,2734,133,824,62,159,24,1,29603,988,25587,3028,1343,1122,,,54,154,199,305,380,430,435,459,6,43,,235,203,701,129,2,1185,10,158,20,67,100,25,25,,1730,339,1,0,0,0,0,0,379,1266,84,490,246,37,74,420,499,153,134,324,205,28,36,62,2,18,299,65,107,2,,,114,27,125,3,5,86,2003,43,4,15,18,10,1,8,3,,2465,178,2032,255,2013,106391056,Nonprofit - Corporation,
106392287,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor - Corporation,General Acute Care Hospital,1205 EAST NORTH STREET,MANTECA,95336,50-99,N,N,,Walnut Creek -- District 10,District 12,District 5,,Lathrop/Manteca,Urban,,,Emergency - Basic,15205,10551,,,4383,3138,3997,3637,2854,2550,1645,1307,1302,943,,290,1264,8797,30,1755,152,13468,317,335,25,15,2,,1,,42,,24977,42,,,,1769,4491,705,15420,3371,634,89,478,3,1455,393,1522,735,5726,1322,18,2410,538,35,787,3506,1113,4990,,2,1794,105,210,13,187,9,115,330,19457,2613,115,600,47,147,14,,25756,171,24672,913,1238,836,,,40,83,93,145,250,343,526,580,1,13,,48,55,342,84,8,1534,3,80,21,77,243,4,8,11,1226,404,,0,0,0,0,0,65,1357,55,479,118,16,51,354,363,133,159,152,192,40,58,37,,22,327,72,98,,,,141,21,178,9,4,97,1545,16,2,7,16,28,1,6,3,,2074,10,2009,55,2013,106392287,Investor - Corporation,
106394009,394009,KAISER FOUNDATION HOSPITAL - MANTECA,SAN JOAQUIN,Non-Profit - Corporation,General Acute Care Hospital,1777 WEST YOSEMITE AVENUE,MANTECA,95337,50-99,N,N,,Walnut Creek -- District 10,District 12,District 5,,Lathrop/Manteca,Urban,,,Emergency - Basic,30028,24540,,,6518,6618,6867,6731,7042,7110,5320,4034,3274,1054,,3222,4471,17440,229,1821,312,27073,1145,452,48,18,73,59,,5,241,12,51577,224,1,7,706,3905,11159,899,35652,2953,889,292,1991,16,3904,968,2925,1402,12156,3669,106,3533,1160,62,1521,5104,1734,13135,1,,2824,198,567,18,167,9,328,468,43176,5329,162,909,85,295,33,,54568,474,50487,3607,2553,2244,,,121,308,339,397,696,935,994,902,27,78,,374,387,1085,45,3,2879,24,196,27,143,283,22,15,12,3419,680,,0,0,0,0,0,27,2651,7,2032,80,243,79,829,878,253,225,1068,448,38,62,71,2,35,334,89,131,1,4,7,224,17,294,3,3,333,3804,69,2,14,9,4,2,10,9,,4797,74,4489,234,2013,106394009,Nonprofit - Corporation,
106400466,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",SAN LUIS OBISPO,Non-Profit - Corporation,General Acute Care Hospital,345 SOUTH HALCYON ROAD,ARROYO GRANDE,93420,50-99,N,N,,Simi Valley -- District 24,District 35,District 17,,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,,,Emergency - Basic,7897,6666,,,1989,2126,2579,2248,1843,1921,1043,263,279,272,,192,194,3270,24,328,68,10487,276,170,9,9,10,12,12,,60,2,13989,14,,,,4751,357,1072,5873,2510,300,34,271,2,737,117,705,327,3918,831,16,757,559,11,463,1213,735,3565,2,,982,111,98,23,146,6,86,162,10334,1717,119,579,81,113,6,,14563,84,13918,561,926,839,,,19,55,75,117,230,341,327,599,,2,,27,14,167,18,,1539,,82,11,75,175,75,5,15,1071,255,1,0,0,0,0,0,135,1175,22,316,117,1,30,306,393,78,95,308,191,31,16,30,1,19,198,32,36,,,,139,23,84,1,8,68,1380,15,,15,22,7,,2,1,,1765,7,1731,27,2013,106400466,Nonprofit - Corporation,
106400480,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit - Corporation,General Acute Care Hospital,1911 JOHNSON AVENUE,SAN LUIS OBISPO,93401,100-149,N,N,,Simi Valley -- District 24,District 35,District 17,,San Luis Obispo,Rural,,,Emergency - Basic,4909,4508,,,721,920,1967,1479,1336,1477,957,202,236,122,,128,220,1243,11,251,166,7398,56,82,11,34,10,5,14,,94,1,9072,37,,,1,2281,397,875,4272,1592,227,27,325,1,433,102,474,146,2017,648,17,471,323,5,382,716,430,2673,,,608,21,48,9,83,4,60,102,7191,904,97,194,31,53,12,,9417,74,8979,364,1000,1129,,,13,72,84,149,298,392,421,699,1,,,26,21,114,37,25,1906,,34,16,81,303,54,4,3,1215,407,12,0,0,0,0,0,147,1369,50,427,136,11,59,586,388,86,99,274,169,29,47,23,,13,233,45,64,1,2,,109,10,145,1,9,96,1706,21,2,4,7,5,1,6,7,,2129,14,2075,40,2013,106400480,Nonprofit - Corporation,
106400524,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor - Corporation,General Acute Care Hospital,1010 MURRAY STREET,SAN LUIS OBISPO,93405,150-199,N,N,Level III,Simi Valley -- District 24,District 35,District 17,,San Luis Obispo,Rural,,,Emergency - Basic,9723,8957,,,1719,2410,3652,2217,2011,2211,1589,1107,1276,488,,214,354,2232,26,899,224,14731,168,49,41,52,9,,,,79,1,18183,98,,,,549,3811,1392,10419,2509,424,56,420,5,1083,217,1016,354,5037,956,18,1231,547,25,850,1529,818,4094,,,1634,84,119,12,266,3,119,154,13757,1631,249,471,70,106,5,,18680,54,18099,527,1156,1177,,,91,163,173,237,321,367,321,533,44,83,,32,36,187,55,18,2001,4,68,27,71,267,59,3,17,1285,457,79,0,0,0,0,0,275,1051,244,538,225,16,32,291,415,97,86,281,471,49,51,54,,37,280,71,95,1,5,1,208,18,101,13,3,79,1698,27,23,113,32,7,1,4,6,,2333,6,2281,46,2013,106400524,Investor - Corporation,
106400548,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor - Corporation,General Acute Care Hospital,1100 LAS TABLAS ROAD,TEMPLETON,93465,100-149,Y,N,,Simi Valley -- District 24,District 35,District 17,,Atascadero/Templeton,Urban,SMALL/RURAL,,Emergency - Basic,16142,12926,,,3581,3122,4739,3993,3260,3340,2541,1819,2005,668,,150,683,5013,19,726,353,22124,371,106,39,107,9,2,,,38,4,28238,97,57,,,1066,6330,2244,15861,3567,843,104,762,7,1677,317,1669,488,7044,1947,42,1663,535,38,720,2869,1564,6779,,,2403,134,192,21,215,19,141,419,21317,3056,219,631,90,200,11,,29068,74,27037,1957,1706,1778,,,49,175,251,350,542,596,583,922,,16,,16,98,310,70,68,2921,1,98,48,110,711,80,,15,1720,512,190,0,0,0,0,0,309,1953,370,554,298,21,38,554,705,167,171,271,432,70,82,76,3,45,506,118,222,,3,,251,46,154,8,15,101,2758,40,16,28,41,6,,16,4,,3484,6,3380,98,2013,106400548,Investor - Corporation,
106410782,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,Public - City or County,General Acute Care Hospital,222 WEST 39TH AVENUE,SAN MATEO,94403,200-299,N,N,,Atherton -- District 14,District 22,District 13,,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,,,Emergency - Basic,20096,19235,,,2192,2312,7130,7384,7251,7179,3795,1154,533,401,,695,357,33112,173,2553,111,2330,996,216,24,,,,43,513,690,,36834,15,,,,9612,3174,18542,1374,6629,925,121,992,6,2212,895,2585,1210,5548,3609,101,2360,2339,12,1535,4111,2168,8601,,1,1549,126,155,28,407,9,55,210,32944,2815,128,472,178,211,44,,39331,1241,21949,16141,1328,1679,,,68,307,410,453,756,519,220,251,6,17,,93,44,2444,129,7,272,18,87,38,64,60,37,8,302,2142,238,31,0,0,0,0,0,782,764,579,71,811,24,37,355,606,147,196,165,143,34,64,48,7,690,288,114,88,,1,,53,22,88,1,10,60,2687,24,3,4,36,7,,6,6,,3007,148,2060,799,2013,106410782,Public - City or County,
106410804,410804,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,SAN MATEO,Non-Profit - Corporation,General Acute Care Hospital,1150 VETERANS BOULEVARD,REDWOOD CITY,94063,200-299,N,N,,Atherton -- District 14,District 22,District 13,,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,,,Emergency - Basic,11439,10531,,,2042,1895,2689,2720,2711,2793,2357,1973,2404,386,,2393,1253,5900,83,980,189,11172,122,213,15,126,22,6,,83,126,3,21058,92,,11,93,824,5479,763,13212,1692,405,70,657,4,1105,317,913,454,6313,1084,29,1357,815,26,900,1455,663,5403,,,2036,80,197,22,171,21,81,313,14982,3204,174,471,42,168,8,,21970,378,19409,2183,1700,1639,,,16,92,153,235,392,536,654,1257,4,,,428,231,444,25,5,2195,11,121,28,164,838,32,2,58,1658,433,5,0,0,0,0,0,58,2230,6,964,81,20,38,785,442,112,136,821,325,50,78,74,4,39,277,50,83,1,2,2,210,15,336,1,8,227,2432,70,4,9,13,6,1,6,1,,3339,117,3045,177,2013,106410804,Nonprofit - Corporation,
106410806,410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit - Corporation,General Acute Care Hospital,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,94080,100-149,N,N,,Atherton -- District 14,District 19,District 13,,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,,,Emergency - Basic,15841,14726,,,2726,2406,3903,3424,3499,4094,3525,3058,3547,385,,8005,2166,8017,104,1540,204,10531,197,145,36,256,75,4,,53,197,3,29391,108,5,3,94,1175,8074,946,18173,2199,298,103,1189,5,1913,725,1368,681,7408,1870,66,1678,437,14,1284,2918,951,7658,1,,2480,232,388,19,215,20,271,286,21903,3699,110,685,50,192,17,,30567,1062,27090,2415,1837,1762,,,26,99,141,214,428,661,854,1176,,,,1044,262,603,33,1,1651,5,216,31,134,766,44,2,54,1986,366,,0,0,0,0,0,53,2387,10,1058,91,4,57,728,624,140,142,811,333,56,83,40,4,29,335,66,146,,1,,219,17,333,4,12,207,2688,75,2,5,7,12,1,6,11,,3599,193,3227,179,2013,106410806,Nonprofit - Corporation,
106410817,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit - Corporation,General Acute Care Hospital,1900 SULLIVAN AVENUE,DALY CITY,94015,300-499,N,N,,Atherton -- District 14,District 19,District 11,,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,,,Emergency - Basic,11611,9156,,2,2235,1919,3275,2870,2526,2409,1773,1565,1792,405,,3581,861,9913,7,276,2497,3634,207,532,41,1,4,1,19,,14,,19868,82,,,,6215,4618,626,6514,2796,411,35,537,2,900,266,1192,492,4537,1355,21,2146,460,9,601,2203,1118,4484,,,1756,130,148,8,186,18,162,202,15492,1891,87,562,14,107,6,,20769,2849,16159,1761,2731,2276,,,30,141,234,300,601,779,1093,1826,3,,,2111,251,682,44,17,1902,,102,47,226,598,20,21,123,2671,1198,1,0,0,0,0,0,571,3105,609,633,89,45,52,1286,662,217,320,646,396,93,151,110,8,45,697,90,184,1,2,2,315,31,416,2,15,190,3929,46,5,8,9,13,,14,14,,5007,1512,3130,365,2013,106410817,Nonprofit - Corporation,
106410828,410828,SETON COASTSIDE,SAN MATEO,Non-Profit - Corporation,General Acute Care Hospital,600 MARINE BOULEVARD,MOSS BEACH,94038,100-149,Y,N,,Atherton -- District 14,District 22,District 13,,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,SMALL/RURAL,,Emergency - Standby,1638,1329,,,525,371,355,329,351,408,281,161,128,58,,,,2005,,7,955,,233,7,2,,,,3,,,,2711,11,,,,878,549,213,986,341,7,1,50,,166,22,130,94,981,113,2,294,120,1,36,371,188,391,,,284,25,13,1,7,1,18,71,1891,545,53,33,3,21,1,,2967,44,2144,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,106410828,Nonprofit - Corporation,
106410852,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit - Corporation,General Acute Care Hospital,1501 TROUSDALE DRIVE,BURLINGAME,94010,200-299,N,N,,Atherton -- District 14,District 22,District 13,,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,,,Emergency - Basic,20328,16751,,1,4308,3169,4517,4740,4728,4620,3404,2819,3985,790,,3541,1483,8341,57,3784,207,19667,232,148,52,160,69,,227,58,249,19,35604,167,,3,92,7470,8694,1354,16059,3503,729,89,918,5,1860,569,1999,814,9706,2265,56,2099,1285,26,1581,3239,1230,8610,,,3031,110,205,6,164,18,163,275,28603,3510,183,563,57,183,9,,37080,1350,33428,2302,4369,3853,1,,397,404,521,645,1040,1165,1366,2675,5,5,,1265,305,873,196,42,5533,9,161,89,290,1260,94,53,1,5140,1133,2,0,0,0,0,0,580,4999,87,2122,435,57,94,1451,1035,264,359,1091,821,153,185,194,4,1267,781,190,271,,2,4,657,68,562,16,17,309,6358,82,12,10,99,6,3,21,3,,8223,458,7547,218,2013,106410852,Nonprofit - Corporation,
106410891,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit - Corporation,General Acute Care Hospital,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062,200-299,N,N,,Merced -- District 18,District 22,District 13,,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,,,Emergency - Basic,10627,8213,,,2369,1895,2217,2386,2396,2204,1715,1325,2003,330,,1227,694,4733,7,642,492,11045,1,313,17,2,7,,31,13,35,214,18011,136,32,19,9,4163,4493,535,7448,2201,356,28,399,1,1112,188,905,358,5261,868,21,1991,412,14,550,1951,812,3613,,,1854,86,78,8,96,1,48,215,13407,2291,144,383,26,202,1,,18840,72,17050,1718,1419,1077,,,9,73,70,160,231,406,463,1083,,1,,139,65,262,37,43,1950,,34,13,119,503,36,2,72,1234,483,,0,0,0,0,0,133,1762,7,525,69,20,36,607,334,105,134,280,306,46,58,56,1,16,373,57,67,,,,192,14,196,1,8,165,1868,17,4,8,9,9,,5,,,2496,23,2353,120,2013,106410891,Nonprofit - Corporation,
106420483,420483,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit - Corporation,General Acute Care Hospital,351 SOUTH PATTERSON AVENUE,SANTA BARBARA,93111,50-99,N,N,,Simi Valley -- District 24,District 37,District 19,,Goleta South/Isla Vista/Santa Barbara South,Urban,,,Emergency - Basic,9212,8804,,,1561,2966,4141,1815,1720,1852,1303,950,1498,210,,875,557,4918,26,26,99,11515,716,321,11,2,,2,1,303,93,23,16361,70,,1,112,2852,3434,972,7968,2790,240,41,403,2,926,262,921,373,4872,898,14,967,925,6,1237,1634,782,3513,,,1713,103,132,7,200,22,95,230,12784,2057,194,304,52,94,29,,18016,198,16486,1332,269,256,,,30,54,41,44,69,50,65,172,,,,15,10,104,2,3,391,,24,4,10,17,10,6,11,338,96,9,0,0,0,0,0,46,277,29,118,55,1,6,35,118,26,45,40,117,9,3,4,,11,65,25,20,,,,77,5,24,,1,15,372,8,7,3,9,1,,1,2,,525,7,485,33,2013,106420483,Nonprofit - Corporation,
106420491,420491,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,Public - District,General Acute Care Hospital,1515 E. OCEAN AVENUE,LOMPOC,93436,50-99,Y,N,,Simi Valley -- District 24,District 35,District 19,,Lompoc/Mission Hills/Vandenberg,Rural,SMALL/RURAL,,Emergency - Basic,10551,8500,,,2735,1904,3756,2416,2196,2155,1324,978,1021,566,,284,1526,7116,62,414,562,9087,379,1159,16,7,,,45,285,62,,17026,72,,,,6925,3595,2221,3201,3109,517,57,477,10,1017,370,940,288,4203,827,19,1684,1504,10,649,1891,763,3825,,,1346,57,169,13,161,87,165,211,14279,1866,125,350,89,98,35,,19051,35,17402,1614,680,669,,,35,96,107,128,186,209,219,326,8,35,,22,89,346,24,13,851,4,95,23,36,49,5,7,25,875,184,50,0,0,0,0,0,243,690,100,217,99,29,35,186,301,65,87,75,117,15,25,18,4,24,275,49,43,,1,,90,3,50,8,6,40,1092,25,4,6,18,2,,4,1,,1349,1,1259,89,2013,106420491,Public - District,
106420493,420493,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,Non-Profit - Corporation,General Acute Care Hospital,1400 EAST CHURCH STREET,SANTA MARIA,93454,300-499,N,N,Level III,Simi Valley -- District 24,District 35,District 19,,Orcutt/Santa Maria,Urban,,,Emergency - Basic,28226,23141,,2,11522,7261,9347,7362,5642,4452,1829,499,531,2924,,855,1164,32188,26,288,70,16778,203,453,30,81,14,15,5,,218,12,50310,28,,,,28358,858,2293,11274,8586,1603,99,542,16,3039,406,2555,1993,9137,2819,36,4548,2564,116,1420,6596,2339,11540,,1,2575,170,331,29,393,45,214,307,41495,4220,237,981,113,244,15,,51369,396,37249,13724,3183,3101,1,,170,408,357,550,923,938,1026,1553,153,207,,191,122,2297,25,7,3637,6,89,37,252,629,156,115,43,4075,882,7,0,0,0,0,0,1156,3312,134,1142,541,116,94,1097,1205,307,281,1048,574,107,87,115,10,71,751,89,297,,7,29,368,63,554,6,5,320,4777,84,11,18,30,25,1,11,12,,6285,56,5231,998,2013,106420493,Nonprofit - Corporation,
106420514,420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit - Corporation,General Acute Care Hospital,400 W. PUEBLO STREET,SANTA BARBARA,93102,300-499,N,N,Level II & Level II - Ped,Simi Valley -- District 24,District 37,District 19,,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,,,Emergency - Basic,18253,17282,,,3778,3175,5946,4047,4405,4570,3432,2137,3101,944,,624,858,12304,34,59,160,21496,173,907,58,15,15,26,10,250,441,62,33172,359,4,2,41,8246,8305,1284,11005,6695,909,111,924,9,1701,534,1602,620,8115,1830,62,2097,1335,51,3323,3025,1326,7960,1,,3269,177,264,19,399,62,303,337,26420,2882,310,755,132,154,52,,35535,369,30123,5043,4164,3914,,,246,605,538,784,1262,1241,1101,2000,128,173,,127,159,1699,11,27,6047,8,101,121,235,287,278,40,87,5821,1096,12,0,0,0,0,0,792,4224,351,2083,628,68,109,1563,1321,272,366,569,710,174,231,216,6,1208,712,146,367,1,17,22,411,58,439,5,27,426,6488,72,10,10,68,28,,18,18,,8078,48,7308,722,2013,106420514,Nonprofit - Corporation,
106420522,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit - Corporation,General Acute Care Hospital,2050 VIBORG ROAD,SOLVANG,93463,1-49,Y,N,,Simi Valley -- District 24,District 37,District 19,,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,SMALL/RURAL,,Emergency - Standby,3669,2960,,,554,603,676,587,623,885,839,759,1025,78,,80,58,1191,55,2,23,5220,460,32,5,5,3,2,1,42,20,6,5961,15,,,77,831,2232,403,2469,694,94,29,312,,363,125,297,120,2035,322,8,280,180,2,222,477,249,1514,,,765,56,72,4,13,3,52,117,4426,848,76,138,13,33,13,,6629,53,6158,418,87,63,,,1,1,2,5,9,17,30,85,,,,,,11,,,137,2,11,,5,10,1,,,91,32,,0,0,0,0,0,4,126,,14,6,,2,29,21,5,16,7,8,1,9,1,,1,46,3,1,,,,5,,14,1,,5,121,2,,,1,,,1,,,150,,147,3,2013,106420522,Nonprofit - Corporation,
106430705,430705,REGIONAL MEDICAL OF SAN JOSE,SANTA CLARA,Investor - Corporation,General Acute Care Hospital,225 NORTH JACKSON AVENUE,SAN JOSE,95116,200-299,N,N,Level II,Mariposa -- District 19,District 27,District 15,,Berryessa/East San Jose/Milpitas East,Urban,,,Emergency - Basic,28062,24134,,,8757,6613,8638,7435,6527,5276,3179,2296,2058,1417,,9975,2555,32541,12,629,26,6458,603,1040,138,3,5,1,4,288,188,3,49837,73,1,1,11,5828,7277,19702,7543,11846,1410,145,859,4,2666,647,2849,1316,12671,2161,57,3454,2120,26,2061,5685,2022,12042,,1,3860,139,366,26,973,72,210,612,37375,5676,301,2141,86,310,49,,52196,3333,38778,10085,5683,5471,,,266,763,860,1045,1600,1677,1916,2858,52,117,,3860,424,4216,551,8,2089,6,619,249,447,678,161,46,23,7111,1779,41,0,0,0,0,0,2110,5719,291,1835,1199,376,171,2351,1492,471,691,1298,1609,141,254,210,17,134,1239,262,428,5,1,4,712,68,526,236,29,489,8254,158,62,455,62,26,2,38,37,,11154,2453,7178,1523,2013,106430705,Investor - Corporation,
106430763,430763,EL CAMINO HOSPITAL,SANTA CLARA,Public - District,General Acute Care Hospital,2500 GRANT ROAD,MOUNTAIN VIEW,94040,300-499,N,N,,Merced -- District 18,District 24,District 13,,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,,,Emergency - Basic,26644,22107,,,6447,4492,6382,7054,5967,5441,3679,3234,4807,1246,2,7136,1756,10328,19,4359,2617,22536,623,573,83,184,28,21,7,,136,,46706,390,,,,9001,10204,2640,20922,5984,1060,169,1185,8,2494,653,2357,1193,11667,2780,67,3236,2430,103,1901,3973,1454,12021,,,4124,123,606,27,216,63,271,482,35475,5660,375,898,107,292,32,,48751,3414,40595,4742,4375,3598,,,102,375,509,695,1039,1120,1338,2764,20,11,,1601,232,689,423,1,5025,2,150,107,290,1130,245,26,203,4245,1572,5,0,0,0,0,0,500,5016,101,2099,257,106,142,1524,1257,301,396,782,897,132,237,153,9,632,932,173,271,7,9,13,603,54,770,7,22,430,5761,119,26,14,105,34,1,13,14,,7973,868,6837,268,2013,106430763,Nonprofit - Corporation,
