oshpd_id,oshpd_id9,fac_id,FAC_NAME,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TRAUMA_CTR,TEACH_HOSP,MED_SVC_STUDY_AREA,LACO_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,TYPE_LIC,TYPE_CNTRL,TYPE_SVC_PRINCIPAL,GAC_BED_LIC_SUBTOTL,ED_LIC_LEVL_BEGIN,Sex_Female,Sex_Male,Sex_Unknown,Sex_Other,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Other_Care,Residential_Care_Facility,Routine,SN_IC_Care,Hospice_Care,Psychiatric_Care,Critical_Access_Hospital,Childrens_or_Cancer_Center,Prison_Jail,Not_Defined_Elsewhere,Other_Unknown,Medi_Cal,Medicare,Other_Payer,Private_Coverage,Uninsured,Dx_All_Pregnancies,Dx_Births,Dx_Blood_Bloodforming_organs,Dx_Circulatory,Dx_Congenital_anomalies,Dx_Digestive,Dx_Endocrine_Metabolism,Dx_Genitourinary,Dx_Infections,Dx_Injuries_Drugs_Complications,Dx_Musculoskeletal,Dx_Neoplasms,Dx_Nervous_Sensory_Systems,Dx_Other_Reasons,Dx_Perinatal_disorders,Dx_Psychoses_Neuroses,Dx_Respiratory,Dx_Skin_disorders,Dx_Symptoms,EC_Accidental_Falls,EC_Accidental_Poisoning,EC_Adverse_Effects_of_Drugs,EC_Fire_Accidents,EC_Inflicted_by_Others,EC_Late_Effects_of_Injury,EC_Misadventures_Complication,EC_Natural_Environment,EC_None,EC_Other_Accidents,EC_Other_Vehicle_Transport,EC_Rail_Motor_Vehicle,EC_Self_Inflicted,EC_Submersion_Suffocation_Foreig,EC_Undetermined,EC_War,ED_Visit,a_Sex_Female,a_Sex_Male,a_Sex_Unknown,a_sex_Other,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Native_American_Es,a_Other_Race,a_Unknown_Race,a_White,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Other_Care,a_Other_Invalid_Blank,a_Residential_Care_Facility,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer_Center,a_Critical_Access_Hospital,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Private_Coverage,a_Uninsured,a_Other_Payer,a_Dx_All_Pregnancies,a_Dx_Blood_Bloodforming_organs,a_Dx_Circulatory,a_Dx_Congenital_anomalies,a_Dx_Digestive,a_Dx_Endocrine_Metabolism,a_Dx_Genitourinary,a_Dx_Infections,a_Dx_Injuries_Drugs_Complication,a_Dx_Musculoskeletal,a_Dx_Neoplasms,a_Dx_Nervous_Sensory_Systems,a_Dx_Other_Reasons,a_Dx_Psychoses_Neuroses,a_Dx_Respiratory,a_Dx_Skin_disorders,a_Dx_Symptoms,a_Dx_Births,a_Dx_Perinatal_disorders,a_EC_Accidental_Falls,a_EC_Accidental_Poisoning,a_EC_Adverse_Effects_of_Drugs,a_EC_Inflicted_by_Others,a_EC_Late_Effects_of_Injury,a_EC_Misadventures_Complication,a_EC_Natural_Environment,a_EC_None,a_EC_Other_Accidents,a_EC_Other_Vehicle_Transport,a_EC_Rail_Motor_Vehicle,a_EC_Self_Inflicted,a_EC_Submersion_Suffocation_Fore,a_EC_Undetermined,a_EC_Fire_Accidents,a_EC_War,Inpatient_from_ED,datayear,a_English,a_Spanish,a_All_Other,English,Spanish,All_Other
106274043,106274043,274043,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,93906,,NO,109.2,,08 - Mid-Coast,Monterey,General Acute Care,City and/or County,General Medical / Surgical,150,Basic,20618,18281,,,8602,5361,7446,4951,4460,3010,1228,592,295,2954,,455,1149,29499,19,2932,35,4810,144,999,45,41,4,,37363,12,3,70,0,,0,,218,21807,2181,2707,4550,7654,1477,,80,414,12,2264,415,1906,2385,5620,1693,43,4039,1730,71,2338,6687,2188,5537,1537,102,175,25,609,160,102,236,32410,2305,131,618,215,222,52,,38899,1602,1987,,,179,472,443,640,636,406,237,189,182,205,,61,203,2205,1,367,2,750,99,82,55,79,106,108,,2591,127,342,0,0,0,0,0,1250,697,363,709,570,107,33,348,2,683,175,168,139,247,58,30,64,9,552,515,164,257,,38,81,25,111,29,6,8,5,3153,47,3,20,77,13,10,1,,3589,2009,2285,1299,5,21758,16765,376
106281047,106281047,281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,1000 TRANCAS STREET,NAPA,94558,Level III,NO,112.1,,03 - North Bay,Napa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,191,Basic,14021,12109,,,3035,2696,4429,3528,3602,2985,1840,1395,1938,682,,346,392,6774,3,19,16,18580,677,528,38,3,1,,24656,89,,138,0,,0,,,6394,5127,3735,7635,3239,674,,15,602,2,947,300,989,509,6659,1310,15,2315,868,10,792,3001,1187,5935,2159,105,166,14,309,9,168,425,18563,2996,245,733,85,143,10,,26130,2005,2067,,,86,209,204,403,561,622,679,1245,17,46,,89,110,527,,1,2,3343,188,31,172,279,73,118,20,2424,681,86,0,0,0,0,0,434,2400,655,326,257,49,56,806,,695,163,208,296,567,94,87,92,4,48,568,113,222,,4,305,37,234,12,10,252,10,3011,48,19,72,31,24,5,2,,4072,2009,3673,343,56,22659,3369,102
106281078,106281078,281078,ST. HELENA HOSPITAL,10 WOODLAND RD.,ST. HELENA,94574,,NO,111.1,,03 - North Bay,Napa,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,114,Standby,2533,2369,1,,559,530,733,585,596,688,443,317,341,111,,68,52,1343,16,43,23,3358,107,26,12,3,1,,4722,1,,9,7,15,0,,,318,740,470,2879,496,33,,4,94,1,189,72,187,65,1686,301,1,282,156,3,161,503,169,996,464,51,56,4,3,44,6,124,3009,900,62,129,9,42,,,4903,614,599,,,26,86,80,135,168,163,211,344,,,,21,9,176,3,9,,995,25,18,34,191,21,,42,779,103,,0,0,0,0,0,129,633,318,113,20,5,6,264,1,175,42,63,63,115,19,27,16,3,142,161,28,83,,,49,14,83,2,4,69,9,955,5,4,7,7,4,1,,,1213,2009,1091,118,4,4054,798,51
106291023,106291023,291023,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,95945,,NO,113,,02 - Golden Empire,Nevada,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,104,Basic,13614,11327,,,2615,3304,4156,3053,3284,3082,2045,1209,1725,468,,140,179,761,67,403,258,23133,389,146,21,1,87,12,23881,126,5,101,0,,0,,172,8268,4749,2953,5225,3746,458,1,22,742,2,1155,352,1223,696,6895,1226,32,2486,536,14,880,2628,1374,4219,2290,128,241,20,198,18,99,432,17172,3128,199,722,78,184,32,,24941,2433,1920,,,93,161,166,386,630,691,698,1441,29,58,,19,28,60,19,2,20,4205,231,36,134,276,11,25,79,2742,815,4,0,0,0,0,0,450,2593,881,348,81,41,42,806,,691,140,184,422,608,68,78,131,1,56,599,101,379,1,5,399,77,522,6,70,150,31,2891,74,11,43,54,11,10,4,,4353,2009,4335,12,6,24748,147,46
106291053,106291053,291053,TAHOE FOREST HOSPITAL,10121 PINE STREET POB 759,TRUCKEE,96160,,NO,114,,02 - Golden Empire,Nevada,General Acute Care,District,General Medical / Surgical,35,Basic,4785,5370,,,1460,1578,1599,1212,1261,1173,835,465,287,285,,201,67,1346,1,214,6,8320,238,24,7,1,,1,9850,8,9,,0,1,16,,,1512,1178,786,6674,5,145,,17,191,5,324,82,367,196,4407,390,15,492,591,13,174,909,281,1556,2262,33,85,8,61,12,39,146,5464,1341,340,276,17,65,6,,10155,465,450,,,74,105,96,114,142,147,105,95,13,24,,16,4,93,,21,1,780,36,4,16,64,,9,,738,48,,0,0,0,0,0,115,284,438,78,,18,2,97,,217,24,29,33,271,10,13,11,,14,110,19,47,,,178,7,51,,4,51,10,536,25,17,22,9,3,1,1,,915,2009,833,61,21,9081,590,484
106300032,106300032,300032,CHILDRENS HOSPITAL OF ORANGE COUNTY,455 SO. MAIN STREET,ORANGE,92668,,NO,116h,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,238,Basic,23908,28577,6,,32177,10670,80,1,,,,,,9553,10,2099,757,36745,57,1629,462,10742,54,196,3,,,,52203,3,,20,0,,0,,12,29405,4,7300,12010,3772,10,,152,54,42,3029,200,1333,4379,10192,549,26,4035,1904,402,275,11507,1776,12626,4611,162,194,12,97,8,85,372,42325,3689,253,225,49,385,24,,52491,2029,2460,,,1076,25,,,,,,,1299,2089,,339,97,2622,6,172,,1253,39,6,28,,,,3,4412,1,,0,0,0,0,0,2683,1,1715,52,38,1,171,70,82,675,194,167,269,338,84,58,267,8,10,1109,143,599,,244,101,27,88,6,16,173,14,3974,35,8,2,8,32,5,,,4489,2009,3115,1332,42,33134,19052,305
106300225,106300225,300225,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708,,NO,116j,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,218,Basic,10415,7368,,,1957,1928,2510,2404,2588,1780,1241,1371,1587,417,,1932,378,3627,203,105,,11538,386,380,30,3,1,,16693,85,15,69,0,121,0,,,2931,3791,1188,7962,1911,468,,52,432,3,902,229,1258,372,4690,1008,19,1291,318,34,651,1723,581,3752,1621,72,220,6,116,6,177,174,12592,2064,108,454,38,122,13,,17783,3632,2787,,,61,260,345,729,839,952,1323,1904,6,,,931,103,1054,60,68,,4203,160,100,169,655,121,,83,4177,954,,0,0,0,0,0,417,3589,1899,451,63,52,111,1265,3,1210,281,546,301,538,135,208,154,5,77,587,158,783,,5,320,30,419,3,19,255,9,5238,67,8,9,22,13,6,1,,6419,2009,5894,244,281,17196,369,218
106301097,106301097,301097,ANAHEIM GENERAL HOSPITAL,3350 WEST BALL ROAD,ANAHEIM,92804,,NO,116c,,13 - Orange,Orange,General Acute Care,Investor - Partnership,General Medical / Surgical,101,Basic,4162,3314,1,,1618,1011,1205,1085,1111,633,343,142,87,241,1,643,410,3337,59,124,1,2903,68,7,,5,,,7382,,,,0,13,0,,2,3885,560,180,1043,1809,132,2,22,98,1,584,141,523,639,1508,458,14,582,108,1,197,1247,457,763,482,11,9,,53,,,57,5962,774,9,76,9,34,1,,7477,315,331,,,10,39,51,112,130,103,107,94,,,,135,30,167,2,,4,308,30,22,20,23,41,,,360,150,,0,0,0,0,0,182,300,20,128,16,4,19,71,,108,59,59,55,18,5,8,11,1,30,102,27,69,,,11,2,2,,,1,2,622,1,,1,1,3,,,,646,2009,555,82,9,6135,1307,35
106301098,106301098,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 WEST LA PALMA AVENUE,ANAHEIM,92801,,NO,116l,,13 - Orange,Orange,General Acute Care,Investor - Partnership,General Medical / Surgical,223,Basic,19052,15341,,,5988,4241,5478,4304,4311,3285,2035,1619,1657,1475,,1714,1208,17514,54,1700,813,11390,780,986,41,8,,5,32292,61,3,83,6,117,0,,11,7314,4030,1861,14552,6636,1104,,57,503,4,1473,538,1512,357,7180,2121,22,1756,1374,49,697,4925,1335,9386,2414,77,363,7,348,24,226,281,26409,3124,137,698,77,186,22,,34393,4546,3787,,,119,439,512,965,1268,1367,1675,1965,23,,,697,249,2573,13,478,8,4315,128,173,212,823,123,69,2,5640,1163,,0,0,0,0,0,1249,3571,2305,1087,121,120,167,1749,4,1485,464,493,464,609,127,227,169,9,98,970,235,922,,21,411,41,492,15,19,434,19,6713,106,4,25,32,8,12,2,,8333,2009,6829,1191,313,27107,6634,652
106301132,106301132,301132,KAISER FND HOSP - ANAHEIM,441 LAKEVIEW AVENUE,ANAHEIM,92807,,NO,116n,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,200,Basic,35895,29783,,,7231,7958,9567,8636,8693,8175,6006,4378,3670,1364,,6490,2230,14534,72,6121,950,35281,444,383,77,119,5,,63955,124,30,301,0,2,0,237,1,3746,10445,179,45574,5734,1576,,206,1780,19,3309,816,4045,1656,15384,4042,111,3650,1468,98,2218,5430,1860,18010,5036,218,606,26,268,12,,542,49156,7416,343,1512,194,317,32,,65678,5912,5417,,,393,529,771,1234,1679,1904,2090,2256,115,358,,1129,336,2060,14,245,50,7495,438,147,246,1854,92,,178,7322,1051,1,0,0,0,0,0,420,5376,5289,215,29,90,182,1766,19,2147,526,777,739,1139,264,358,285,9,185,1241,365,1210,,27,630,60,1286,9,34,,40,8880,223,21,31,64,28,21,1,1,11329,2009,10135,878,316,58094,6075,1509
106301140,106301140,301140,CHAPMAN MEDICAL CENTER,2601 EAST CHAPMAN AVENUE,ORANGE,92669,,NO,116h,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,47,Basic,4940,4508,,,1039,1303,1695,1454,1593,999,537,321,352,155,,393,303,2817,10,172,115,5638,317,151,23,,,,8931,10,1,10,0,5,0,,,20,1523,785,5406,1714,165,1,24,201,1,496,112,530,296,2500,557,19,663,300,4,356,1233,484,1506,735,30,74,2,84,14,60,120,6733,1246,82,206,30,22,10,,9448,671,591,,,28,99,112,182,191,204,182,264,,,,32,40,299,1,17,53,820,98,42,30,89,32,9,,803,159,,0,0,0,0,0,95,591,275,139,162,9,13,174,,208,62,64,67,78,30,19,35,,181,168,52,102,,,56,10,44,1,8,33,6,1068,13,,4,12,1,6,,,1262,2009,1165,72,25,8586,669,193
106301175,106301175,301175,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,17100 EUCLID STREET,FOUNTAIN VALLEY,92708,,NO,116j,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,293,Basic,15193,13324,,,4906,3198,3900,3473,3888,3061,2142,1619,1309,1021,,9436,525,8443,23,1304,124,8662,317,880,54,17,35,6,26861,200,5,127,0,11,0,,4,1065,4401,2197,17228,3626,960,,107,771,3,1406,378,1636,861,6199,1440,44,1458,751,72,788,3653,968,7022,2054,80,190,8,196,6,270,233,21831,2588,125,711,37,147,41,,28517,5010,4928,,,296,421,576,1130,1430,1624,1868,1902,242,449,,3989,164,2141,6,305,43,3290,168,182,291,1209,133,20,21,6110,1803,1,0,0,0,0,0,2225,4844,1766,946,157,123,215,2001,5,1607,503,585,730,882,202,337,238,15,108,1366,250,721,2,48,438,51,653,14,22,766,13,7779,106,10,21,25,33,6,,1,9938,2009,6817,889,2232,22558,2708,3251
106301188,106301188,301188,WESTERN MEDICAL CENTER HOSPITAL - ANAHEIM,1025 SOUTH ANAHEIM BLVD.,ANAHEIM,92805,,NO,116l,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,97,Basic,7487,7159,,1,2733,1943,2902,2219,2010,1142,500,234,165,799,,413,382,7922,4,369,62,5495,359,1765,30,,,1,12137,12,1,1,0,341,0,,,45,2624,1776,6718,3484,1244,,30,372,5,735,314,627,550,3187,539,22,949,409,64,1291,1466,424,2419,918,35,167,3,366,23,21,120,11137,1380,58,264,64,66,25,,14647,1209,1457,,,104,380,403,569,490,280,227,198,15,,,39,77,901,2,68,120,1459,52,114,41,60,70,6,70,1653,300,300,0,0,0,0,0,582,769,229,75,1011,101,30,240,2,297,97,93,122,134,49,26,42,20,1100,127,66,107,,13,85,15,81,20,32,72,11,2207,54,2,3,66,8,9,1,,2666,2009,2289,357,20,10599,3974,74
106301205,106301205,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,92663,,NO,116p,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,498,Basic,30894,27364,,,5312,5464,9300,7639,8277,6877,4982,4175,5230,1002,,2569,973,8210,32,2409,252,43813,307,208,106,207,7,5,56617,173,11,341,3,91,38,57,87,7678,9379,2074,31258,7869,1203,,179,1750,23,2268,987,3047,1153,15796,2930,143,2609,1897,77,2601,4766,2177,14652,5623,206,539,23,521,25,409,477,40885,6827,588,1499,251,307,78,,58258,7143,6475,,1,150,694,856,1440,1977,2087,2478,3931,6,,,665,163,958,18,459,14,11342,132,118,477,278,198,43,336,9943,2094,,0,0,0,0,0,512,7535,4384,1062,126,145,186,2506,18,2590,565,923,840,1566,254,535,291,16,257,1623,404,894,2,4,894,92,1430,30,49,1073,38,9514,177,46,61,72,126,15,2,,13619,2009,12903,417,299,54445,2920,893
106301209,106301209,301209,HUNTINGTON BEACH HOSPITAL,17772 BEACH BOULEVARD,HUNTINGTON BEACH,92647,,NO,116s,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,106,Basic,7556,7605,,,1646,1969,3233,2641,2610,1505,654,363,323,217,,729,371,3082,2,1414,16,9547,513,866,75,2,4,,13438,4,,251,0,8,0,,,4078,1570,1401,4470,3642,153,,23,227,1,564,137,709,194,4163,818,15,1015,1156,3,1148,1347,671,2817,1159,103,175,5,167,221,7,146,10440,1855,143,561,75,89,15,,15161,1909,1794,,,37,236,350,589,650,507,552,782,,,,353,71,392,1,268,2,2616,387,211,99,75,61,1,115,2277,471,6,0,0,0,0,0,553,1935,729,451,35,21,29,641,1,541,193,181,298,344,60,41,116,2,291,463,82,399,,,243,26,165,4,5,7,7,3014,79,7,7,75,14,47,3,,3703,2009,3358,148,197,14088,932,141
106301234,106301234,301234,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,90623,,NO,116a,,13 - Orange,Orange,General Acute Care,Investor - Partnership,General Medical / Surgical,124,Basic,6283,5367,,,1898,1760,2062,1650,1548,984,589,435,362,362,,1798,1148,2804,15,1451,58,4376,370,618,24,1,,,10468,12,1,112,0,44,0,,,3755,1306,627,3847,2115,432,,11,196,,436,117,548,262,2960,700,9,782,403,8,438,1457,571,2320,898,43,57,3,117,,11,99,8645,1079,76,518,31,45,28,,11650,1964,1550,,,69,190,285,422,469,540,624,911,4,,,829,240,633,7,317,16,1472,315,116,58,204,48,,122,2115,535,1,0,0,0,0,0,687,1902,666,239,20,148,30,649,,525,152,187,266,239,57,38,103,3,263,302,57,492,3,,142,17,84,2,,81,7,3083,30,2,23,23,5,14,1,,3514,2009,3067,185,262,11030,456,164
106301248,106301248,301248,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,90720,,NO,116e,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,142,Basic,13949,10342,,,2700,2737,3052,2754,2915,2515,1845,2111,3056,606,,1526,959,4291,13,747,168,16587,393,813,55,101,,2,22500,303,3,16,0,85,0,,20,873,6286,1381,13327,2424,629,,74,846,1,1018,318,1524,510,6706,1204,19,1474,219,22,625,2289,807,6006,2615,75,160,14,120,4,58,285,17312,2630,198,591,50,170,9,,24291,3159,2513,,,89,181,229,493,630,749,1161,2138,2,,,358,170,583,6,116,31,4408,158,59,230,717,120,54,41,3145,1148,,0,0,0,0,0,215,3666,1343,153,295,39,83,1310,2,934,243,314,397,550,107,181,127,,146,693,146,398,,2,383,29,484,9,12,264,15,4334,45,9,27,44,15,1,1,,5672,2009,5562,81,29,23553,676,62
106301258,106301258,301258,COASTAL COMMUNITIES HOSPITAL,2701 BRISTOL STREET,SANTA ANA,92704,,NO,116g,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,109,Basic,11492,9611,,,5446,2922,3757,2890,2136,1230,539,343,271,1569,,297,287,17841,1,277,40,2360,262,603,17,6,,3,19714,56,1,222,0,217,0,,2,51,4241,1164,11188,4459,1711,,40,190,4,1473,288,1158,483,3935,709,20,1205,708,91,791,4144,681,3472,1232,61,190,10,206,6,100,159,16663,1861,85,302,62,144,22,,21103,1137,894,,,73,297,259,286,253,257,272,334,,,,2,46,1386,,31,111,455,67,71,67,71,52,12,17,1341,333,,0,0,0,0,0,781,700,173,180,197,175,68,279,1,439,100,109,102,114,21,41,76,1,77,261,57,110,,,91,9,65,8,8,66,8,1686,52,1,8,13,9,7,,,2031,2009,903,1091,37,7349,13623,131
106301262,106301262,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,Level II,NO,115.2a,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,345,Basic,16939,11956,,,3,1567,6343,5307,5617,4001,2467,1638,1951,1,,1077,589,4488,20,350,316,22055,379,257,72,,,,27920,34,,186,0,47,0,,,3242,4866,2744,14325,3718,1202,,46,863,6,1219,465,1838,295,6705,2081,58,1665,1093,1,972,1612,1002,7772,2134,122,302,18,289,40,55,258,21301,2861,259,1003,85,153,15,,28895,6104,5324,,,174,835,878,1485,1752,1693,1802,2807,2,,,455,202,1144,5,107,57,9458,243,123,340,1468,428,,126,7627,1065,8,0,0,0,0,0,941,5392,3907,981,207,159,143,2308,13,1709,426,525,685,1803,294,274,456,14,305,959,230,1123,1,1,922,87,1018,63,45,291,32,8162,193,72,356,129,23,33,2,,11428,2009,10450,618,360,25963,2300,632
106301279,106301279,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 CITY DRIVE SOUTH,ORANGE,92668,Level I,YES,116r,,13 - Orange,Orange,General Acute Care,University of California,General Medical / Surgical,325,Comprehensive,15234,13086,8,,2043,2912,6507,4711,4774,3531,1681,920,647,601,1,2145,1440,10907,17,180,32,13607,1011,295,54,,2,,26226,13,2,400,8,259,0,,58,8573,2881,4083,6465,6326,2103,,106,459,18,1280,545,1528,502,4858,2604,157,1606,529,24,1172,2139,1156,7542,1193,37,116,16,352,13,8,132,23650,1693,108,814,71,98,27,,28328,4924,4881,5,,737,1633,1328,1583,1578,1164,851,762,30,144,,1131,356,3217,4,140,10,4952,265,152,274,368,257,75,91,7724,570,34,0,0,0,0,0,2815,2562,2176,1940,317,958,142,1231,15,956,357,367,406,2386,149,365,261,54,961,503,142,553,3,1,474,33,636,258,59,75,14,6977,261,60,757,121,24,32,29,,9810,2009,7810,1659,341,23804,4174,350
106301283,106301283,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 GARDEN GROVE BLVD.,GARDEN GROVE,92643-1959,,NO,116r,,13 - Orange,Orange,General Acute Care,Investor - Limited Liability Company,General Medical / Surgical,167,Basic,12203,10482,,,4367,2952,4016,3003,3063,1884,969,665,531,1235,,2622,552,13182,10,482,44,5793,271,1067,44,38,28,,20791,161,13,140,0,132,0,,,10934,1786,1135,4008,4822,1358,,59,292,4,1327,325,1151,267,4531,1193,20,1482,944,81,963,3589,888,4211,1418,86,141,9,266,22,57,145,17940,1768,90,546,50,121,26,,22685,2141,1736,,,83,243,280,461,527,549,733,981,16,4,,1185,58,1278,,91,4,1261,401,93,125,197,35,,66,2039,921,,0,0,0,0,0,1069,1914,547,294,53,134,83,658,1,641,222,235,487,308,68,49,119,2,47,484,74,249,,16,183,27,203,4,25,48,8,3275,47,1,20,16,17,3,,,3877,2009,2597,602,678,16871,5184,630
106301297,106301297,301297,PLACENTIA LINDA HOSPITAL,1301 NORTH ROSE DRIVE,PLACENTIA,92670,,NO,116m,,13 - Orange,Orange,General Acute Care,Investor - Corporation,General Medical / Surgical,114,Basic,10593,8551,,,2355,2765,2813,2292,2780,1941,1304,1158,1405,331,,723,512,4022,16,850,166,12855,413,180,32,,,1,18289,104,14,81,0,1,0,,29,474,3442,1207,12068,1953,259,,65,511,4,822,257,1156,294,5514,1120,7,1246,666,9,484,2100,667,3963,1966,61,136,5,147,32,96,234,12967,2631,143,506,62,148,10,,19144,1754,1301,,,52,135,179,342,419,452,537,937,,2,,119,65,451,7,121,27,2265,155,54,63,277,30,21,23,1916,516,,0,0,0,0,0,198,1739,842,180,96,6,53,525,2,649,191,213,158,273,78,58,49,1,50,385,80,284,,,203,27,162,1,6,113,5,2458,37,6,11,19,5,2,,,3055,2009,2908,98,49,18137,904,103
106301317,106301317,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,,NO,115.2d,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,252,Basic,21827,17759,,,3651,3902,5699,5015,5112,4067,2947,2952,5606,635,,1471,739,5278,21,1855,147,30075,422,485,119,185,30,,37577,323,7,314,2,121,0,,1,4492,10441,3376,16489,4788,820,,77,1112,3,1800,500,2090,771,12013,2409,41,1857,676,43,1610,3288,1495,8981,4370,155,382,15,304,3,230,460,27014,4978,327,934,110,269,34,1,39586,6672,5103,,,99,405,487,904,1183,1519,2135,5033,10,,,456,122,744,5,454,20,9974,220,123,408,2717,187,,110,5950,2055,5,0,0,0,0,0,316,7457,2794,1051,157,77,216,2628,10,1817,512,700,791,1148,186,232,292,191,109,1317,207,1335,,7,913,75,790,10,22,606,18,9005,158,15,33,64,31,34,1,,11775,2009,11183,223,369,37388,1383,815
106301337,106301337,301337,MISSION HOSPITAL LAGUNA BEACH,31872 COAST HIGHWAY,LAGUNA BEACH,92677,,NO,115.2c,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,142,0,4853,4629,,,598,1122,1309,1176,1457,1321,871,692,875,61,,159,90,567,3,253,32,8378,160,145,12,2,,,8900,30,1,169,0,41,0,,22,700,1717,620,4990,1455,73,,34,198,,376,148,453,115,3076,584,8,490,315,2,735,653,561,1661,1032,49,84,9,76,5,47,144,6259,1356,84,201,51,70,15,,9482,1528,1287,,,107,353,301,440,458,306,278,572,,,,51,36,89,3,59,10,2567,68,112,39,225,99,,102,1977,192,1,0,0,0,0,0,72,1007,1444,251,41,5,34,259,,312,92,83,92,257,51,43,31,2,1170,152,47,185,,,153,25,122,4,6,80,6,2264,37,1,8,83,8,17,1,,2815,2009,2780,20,15,9256,183,43
106301340,106301340,301340,ST. JOSEPH HOSPITAL - ORANGE,1100 WEST STEWART DRIVE,ORANGE,92868,,NO,116h,,13 - Orange,Orange,General Acute Care,Non-Profit Corporation (incl. Church-related),General Medical / Surgical,488,Basic,27620,17795,1,,1,3930,9350,7749,7088,5803,3905,3504,4086,,,1624,1093,18211,7,1172,151,23158,497,222,50,18,12,2,43769,429,3,414,0,,0,,,8631,9807,9750,16292,936,2301,,143,1618,10,2085,621,2751,861,8506,2778,93,2116,1308,,1960,3345,1657,13263,2833,96,343,13,198,86,8,243,37106,3260,176,814,113,102,25,,45416,5345,4172,,,183,740,832,1185,1407,1398,1631,2141,,,,472,160,2453,,134,1,6297,107,132,319,1185,264,,107,6109,1292,2,0,0,0,0,0,1025,3508,4308,601,75,176,161,1643,12,1636,388,554,634,919,211,373,213,8,1168,903,196,322,,,532,27,1141,10,30,71,10,7367,139,10,15,139,17,8,1,,9517,2009,8102,1238,177,37892,7107,417
