Year,LocationID,MeasureId,Measure,Data_Value,TotalPopulation,Geolocation
2021,95993,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.2,36067,POINT (-121.6884861 39.081905)
2021,95993,OBESITY,Obesity among adults aged >=18 years,29.3,36067,POINT (-121.6884861 39.081905)
2021,96001,OBESITY,Obesity among adults aged >=18 years,30.6,33865,POINT (-122.44994 40.55868827)
2021,96001,CASTHMA,Current asthma among adults aged >=18 years,10.4,33865,POINT (-122.44994 40.55868827)
2021,96001,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.3,33865,POINT (-122.44994 40.55868827)
2021,96001,STROKE,Stroke among adults aged >=18 years,3.3,33865,POINT (-122.44994 40.55868827)
2021,96002,OBESITY,Obesity among adults aged >=18 years,30.4,33298,POINT (-122.3173456 40.53020703)
2021,96002,CASTHMA,Current asthma among adults aged >=18 years,10.4,33298,POINT (-122.3173456 40.53020703)
2021,96002,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.4,33298,POINT (-122.3173456 40.53020703)
2021,96002,STROKE,Stroke among adults aged >=18 years,3.3,33298,POINT (-122.3173456 40.53020703)
2021,96003,OBESITY,Obesity among adults aged >=18 years,30.3,44461,POINT (-122.2443165 40.74113444)
2021,96003,CASTHMA,Current asthma among adults aged >=18 years,10.5,44461,POINT (-122.2443165 40.74113444)
2021,96003,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.4,44461,POINT (-122.2443165 40.74113444)
2021,96003,STROKE,Stroke among adults aged >=18 years,3.4,44461,POINT (-122.2443165 40.74113444)
2021,96006,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.6,557,POINT (-120.859464 41.12997671)
2021,96006,OBESITY,Obesity among adults aged >=18 years,33.1,557,POINT (-120.859464 41.12997671)
2021,96006,CASTHMA,Current asthma among adults aged >=18 years,10.8,557,POINT (-120.859464 41.12997671)
2021,96006,STROKE,Stroke among adults aged >=18 years,4.4,557,POINT (-120.859464 41.12997671)
2021,96007,STROKE,Stroke among adults aged >=18 years,3.6,22841,POINT (-122.27911 40.45867627)
2021,96007,CASTHMA,Current asthma among adults aged >=18 years,10.8,22841,POINT (-122.27911 40.45867627)
2021,96007,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.2,22841,POINT (-122.27911 40.45867627)
2021,96007,OBESITY,Obesity among adults aged >=18 years,32.1,22841,POINT (-122.27911 40.45867627)
2021,96008,CASTHMA,Current asthma among adults aged >=18 years,10.3,1231,POINT (-122.1082098 40.71233873)
2021,96008,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.8,1231,POINT (-122.1082098 40.71233873)
2021,96008,OBESITY,Obesity among adults aged >=18 years,31.7,1231,POINT (-122.1082098 40.71233873)
2021,96008,STROKE,Stroke among adults aged >=18 years,3.3,1231,POINT (-122.1082098 40.71233873)
2021,96009,OBESITY,Obesity among adults aged >=18 years,31.3,569,POINT (-121.0410445 41.0634714)
2021,96009,STROKE,Stroke among adults aged >=18 years,3.5,569,POINT (-121.0410445 41.0634714)
2021,96009,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.4,569,POINT (-121.0410445 41.0634714)
2021,96009,CASTHMA,Current asthma among adults aged >=18 years,10.2,569,POINT (-121.0410445 41.0634714)
2021,96010,CASTHMA,Current asthma among adults aged >=18 years,9.9,239,POINT (-123.2462779 40.91941033)
2021,96010,STROKE,Stroke among adults aged >=18 years,3.9,239,POINT (-123.2462779 40.91941033)
2021,96010,OBESITY,Obesity among adults aged >=18 years,30.9,239,POINT (-123.2462779 40.91941033)
2021,96010,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.5,239,POINT (-123.2462779 40.91941033)
2021,96011,STROKE,Stroke among adults aged >=18 years,3.6,218,POINT (-121.9770375 41.07101346)
2021,96011,OBESITY,Obesity among adults aged >=18 years,32.5,218,POINT (-121.9770375 41.07101346)
2021,96011,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.8,218,POINT (-121.9770375 41.07101346)
2021,96011,CASTHMA,Current asthma among adults aged >=18 years,10.3,218,POINT (-121.9770375 41.07101346)
2021,96013,CASTHMA,Current asthma among adults aged >=18 years,11.0,4212,POINT (-121.6863786 41.00149519)
2021,96013,OBESITY,Obesity among adults aged >=18 years,33.1,4212,POINT (-121.6863786 41.00149519)
2021,96013,STROKE,Stroke among adults aged >=18 years,4.1,4212,POINT (-121.6863786 41.00149519)
2021,96013,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.6,4212,POINT (-121.6863786 41.00149519)
2021,96014,CASTHMA,Current asthma among adults aged >=18 years,10.9,211,POINT (-122.8355168 41.27907817)
2021,96014,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.8,211,POINT (-122.8355168 41.27907817)
2021,96014,OBESITY,Obesity among adults aged >=18 years,34.5,211,POINT (-122.8355168 41.27907817)
2021,96014,STROKE,Stroke among adults aged >=18 years,4.1,211,POINT (-122.8355168 41.27907817)
2021,96015,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.6,465,POINT (-120.8227483 41.58349637)
2021,96015,CASTHMA,Current asthma among adults aged >=18 years,10.6,465,POINT (-120.8227483 41.58349637)
2021,96015,OBESITY,Obesity among adults aged >=18 years,31.5,465,POINT (-120.8227483 41.58349637)
2021,96015,STROKE,Stroke among adults aged >=18 years,3.7,465,POINT (-120.8227483 41.58349637)
2021,96016,CASTHMA,Current asthma among adults aged >=18 years,10.0,366,POINT (-121.506867 40.8964478)
2021,96016,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.1,366,POINT (-121.506867 40.8964478)
2021,96016,OBESITY,Obesity among adults aged >=18 years,31.1,366,POINT (-121.506867 40.8964478)
2021,96016,STROKE,Stroke among adults aged >=18 years,4.7,366,POINT (-121.506867 40.8964478)
2021,96017,CASTHMA,Current asthma among adults aged >=18 years,10.5,171,POINT (-122.2799025 41.08241332)
2021,96017,DIABETES,Diagnosed diabetes among adults aged >=18 years,15.0,171,POINT (-122.2799025 41.08241332)
2021,96017,OBESITY,Obesity among adults aged >=18 years,34.9,171,POINT (-122.2799025 41.08241332)
2021,96017,STROKE,Stroke among adults aged >=18 years,4.6,171,POINT (-122.2799025 41.08241332)
2021,96019,CASTHMA,Current asthma among adults aged >=18 years,10.9,10082,POINT (-122.3773858 40.67915699)
2021,96019,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.3,10082,POINT (-122.3773858 40.67915699)
2021,96019,OBESITY,Obesity among adults aged >=18 years,32.8,10082,POINT (-122.3773858 40.67915699)
2021,96019,STROKE,Stroke among adults aged >=18 years,3.5,10082,POINT (-122.3773858 40.67915699)
2021,96020,CASTHMA,Current asthma among adults aged >=18 years,10.2,2416,POINT (-121.332752 40.40305935)
2021,96020,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.8,2416,POINT (-121.332752 40.40305935)
2021,96020,OBESITY,Obesity among adults aged >=18 years,29.6,2416,POINT (-121.332752 40.40305935)
2021,96020,STROKE,Stroke among adults aged >=18 years,3.4,2416,POINT (-121.332752 40.40305935)
2021,96021,CASTHMA,Current asthma among adults aged >=18 years,10.9,16097,POINT (-122.2653946 39.92642375)
2021,96021,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.4,16097,POINT (-122.2653946 39.92642375)
2021,96021,OBESITY,Obesity among adults aged >=18 years,34.9,16097,POINT (-122.2653946 39.92642375)
2021,96021,STROKE,Stroke among adults aged >=18 years,3.7,16097,POINT (-122.2653946 39.92642375)
2021,96022,CASTHMA,Current asthma among adults aged >=18 years,10.9,15768,POINT (-122.4470063 40.33504404)
2021,96022,STROKE,Stroke among adults aged >=18 years,3.6,15768,POINT (-122.4470063 40.33504404)
2021,96022,OBESITY,Obesity among adults aged >=18 years,33.5,15768,POINT (-122.4470063 40.33504404)
2021,96022,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.8,15768,POINT (-122.4470063 40.33504404)
2021,96023,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.4,1240,POINT (-122.0637055 41.92827144)
2021,96023,CASTHMA,Current asthma among adults aged >=18 years,11.5,1240,POINT (-122.0637055 41.92827144)
2021,96023,OBESITY,Obesity among adults aged >=18 years,35.5,1240,POINT (-122.0637055 41.92827144)
2021,96023,STROKE,Stroke among adults aged >=18 years,4.6,1240,POINT (-122.0637055 41.92827144)
2021,96024,CASTHMA,Current asthma among adults aged >=18 years,10.7,1145,POINT (-122.8904646 40.57540837)
2021,96024,STROKE,Stroke among adults aged >=18 years,4.2,1145,POINT (-122.8904646 40.57540837)
2021,96024,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.0,1145,POINT (-122.8904646 40.57540837)
2021,96024,OBESITY,Obesity among adults aged >=18 years,33.8,1145,POINT (-122.8904646 40.57540837)
2021,96025,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.8,2310,POINT (-122.342238 41.21662733)
2021,96025,CASTHMA,Current asthma among adults aged >=18 years,10.5,2310,POINT (-122.342238 41.21662733)
2021,96025,OBESITY,Obesity among adults aged >=18 years,33.4,2310,POINT (-122.342238 41.21662733)
2021,96025,STROKE,Stroke among adults aged >=18 years,3.9,2310,POINT (-122.342238 41.21662733)
2021,96027,CASTHMA,Current asthma among adults aged >=18 years,10.7,2227,POINT (-123.0688278 41.38387276)
2021,96027,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.5,2227,POINT (-123.0688278 41.38387276)
2021,96027,OBESITY,Obesity among adults aged >=18 years,33.7,2227,POINT (-123.0688278 41.38387276)
2021,96027,STROKE,Stroke among adults aged >=18 years,4.3,2227,POINT (-123.0688278 41.38387276)
2021,96028,CASTHMA,Current asthma among adults aged >=18 years,10.0,1464,POINT (-121.4720442 41.01055957)
2021,96028,STROKE,Stroke among adults aged >=18 years,4.1,1464,POINT (-121.4720442 41.01055957)
2021,96028,OBESITY,Obesity among adults aged >=18 years,31.0,1464,POINT (-121.4720442 41.01055957)
2021,96028,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.5,1464,POINT (-121.4720442 41.01055957)
2021,96029,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.8,124,POINT (-122.4780958 39.94208771)
2021,96029,CASTHMA,Current asthma among adults aged >=18 years,10.6,124,POINT (-122.4780958 39.94208771)
2021,96029,STROKE,Stroke among adults aged >=18 years,4.3,124,POINT (-122.4780958 39.94208771)
2021,96029,OBESITY,Obesity among adults aged >=18 years,34.5,124,POINT (-122.4780958 39.94208771)
2021,96031,OBESITY,Obesity among adults aged >=18 years,35.1,158,POINT (-123.1834005 41.15028252)
2021,96031,DIABETES,Diagnosed diabetes among adults aged >=18 years,15.0,158,POINT (-123.1834005 41.15028252)
2021,96031,CASTHMA,Current asthma among adults aged >=18 years,10.6,158,POINT (-123.1834005 41.15028252)
2021,96031,STROKE,Stroke among adults aged >=18 years,4.5,158,POINT (-123.1834005 41.15028252)
2021,96032,OBESITY,Obesity among adults aged >=18 years,33.1,2407,POINT (-122.958875 41.6473228)
2021,96032,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.2,2407,POINT (-122.958875 41.6473228)
2021,96032,CASTHMA,Current asthma among adults aged >=18 years,10.4,2407,POINT (-122.958875 41.6473228)
2021,96032,STROKE,Stroke among adults aged >=18 years,3.8,2407,POINT (-122.958875 41.6473228)
2021,96033,STROKE,Stroke among adults aged >=18 years,3.7,432,POINT (-122.5691834 40.76365349)
2021,96033,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.0,432,POINT (-122.5691834 40.76365349)
2021,96033,CASTHMA,Current asthma among adults aged >=18 years,10.3,432,POINT (-122.5691834 40.76365349)
2021,96033,OBESITY,Obesity among adults aged >=18 years,31.8,432,POINT (-122.5691834 40.76365349)
2021,96034,STROKE,Stroke among adults aged >=18 years,3.9,294,POINT (-122.6929605 41.32869499)
2021,96034,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.3,294,POINT (-122.6929605 41.32869499)
2021,96034,CASTHMA,Current asthma among adults aged >=18 years,9.9,294,POINT (-122.6929605 41.32869499)
2021,96034,OBESITY,Obesity among adults aged >=18 years,31.2,294,POINT (-122.6929605 41.32869499)
2021,96035,STROKE,Stroke among adults aged >=18 years,3.7,3324,POINT (-122.1816094 40.04717903)
2021,96035,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.0,3324,POINT (-122.1816094 40.04717903)
2021,96035,CASTHMA,Current asthma among adults aged >=18 years,11.0,3324,POINT (-122.1816094 40.04717903)
2021,96035,OBESITY,Obesity among adults aged >=18 years,35.7,3324,POINT (-122.1816094 40.04717903)
2021,96037,STROKE,Stroke among adults aged >=18 years,4.3,308,POINT (-122.9350549 41.54799555)
2021,96037,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.6,308,POINT (-122.9350549 41.54799555)
2021,96037,CASTHMA,Current asthma among adults aged >=18 years,11.0,308,POINT (-122.9350549 41.54799555)
2021,96037,OBESITY,Obesity among adults aged >=18 years,34.0,308,POINT (-122.9350549 41.54799555)
2021,96038,STROKE,Stroke among adults aged >=18 years,3.8,589,POINT (-122.5464344 41.60892445)
2021,96038,CASTHMA,Current asthma among adults aged >=18 years,9.9,589,POINT (-122.5464344 41.60892445)
2021,96038,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.0,589,POINT (-122.5464344 41.60892445)
2021,96038,OBESITY,Obesity among adults aged >=18 years,30.3,589,POINT (-122.5464344 41.60892445)
2021,96039,DIABETES,Diagnosed diabetes among adults aged >=18 years,16.4,1251,POINT (-123.4888709 41.69304387)
2021,96039,CASTHMA,Current asthma among adults aged >=18 years,12.0,1251,POINT (-123.4888709 41.69304387)
2021,96039,STROKE,Stroke among adults aged >=18 years,5.0,1251,POINT (-123.4888709 41.69304387)
2021,96039,OBESITY,Obesity among adults aged >=18 years,37.3,1251,POINT (-123.4888709 41.69304387)
2021,96040,CASTHMA,Current asthma among adults aged >=18 years,10.4,341,POINT (-121.4226546 40.77866876)
2021,96040,OBESITY,Obesity among adults aged >=18 years,31.7,341,POINT (-121.4226546 40.77866876)
2021,96040,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.8,341,POINT (-121.4226546 40.77866876)
2021,96040,STROKE,Stroke among adults aged >=18 years,4.2,341,POINT (-121.4226546 40.77866876)
2021,96041,CASTHMA,Current asthma among adults aged >=18 years,10.7,2747,POINT (-123.19447 40.52363381)
2021,96041,STROKE,Stroke among adults aged >=18 years,4.1,2747,POINT (-123.19447 40.52363381)
2021,96041,OBESITY,Obesity among adults aged >=18 years,33.9,2747,POINT (-123.19447 40.52363381)
2021,96041,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.6,2747,POINT (-123.19447 40.52363381)
2021,96044,STROKE,Stroke among adults aged >=18 years,4.6,1022,POINT (-122.5200629 41.94078603)
2021,96044,CASTHMA,Current asthma among adults aged >=18 years,10.8,1022,POINT (-122.5200629 41.94078603)
2021,96044,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.4,1022,POINT (-122.5200629 41.94078603)
2021,96044,OBESITY,Obesity among adults aged >=18 years,33.8,1022,POINT (-122.5200629 41.94078603)
2021,96046,OBESITY,Obesity among adults aged >=18 years,33.8,304,POINT (-123.4290377 40.5996806)
2021,96046,CASTHMA,Current asthma among adults aged >=18 years,10.7,304,POINT (-123.4290377 40.5996806)
2021,96046,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.1,304,POINT (-123.4290377 40.5996806)
2021,96046,STROKE,Stroke among adults aged >=18 years,4.0,304,POINT (-123.4290377 40.5996806)
2021,96047,OBESITY,Obesity among adults aged >=18 years,31.6,1004,POINT (-122.6639366 40.46431335)
2021,96047,CASTHMA,Current asthma among adults aged >=18 years,10.3,1004,POINT (-122.6639366 40.46431335)
2021,96047,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.5,1004,POINT (-122.6639366 40.46431335)
2021,96047,STROKE,Stroke among adults aged >=18 years,3.5,1004,POINT (-122.6639366 40.46431335)
2021,96048,OBESITY,Obesity among adults aged >=18 years,31.1,736,POINT (-123.0521501 40.82106537)
2021,96048,CASTHMA,Current asthma among adults aged >=18 years,10.0,736,POINT (-123.0521501 40.82106537)
2021,96048,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.2,736,POINT (-123.0521501 40.82106537)
2021,96048,STROKE,Stroke among adults aged >=18 years,3.7,736,POINT (-123.0521501 40.82106537)
2021,96049,OBESITY,Obesity among adults aged >=18 years,38.3,95,POINT (-123.303261 41.76575903)
2021,96049,CASTHMA,Current asthma among adults aged >=18 years,11.8,95,POINT (-123.303261 41.76575903)
2021,96049,DIABETES,Diagnosed diabetes among adults aged >=18 years,17.5,95,POINT (-123.303261 41.76575903)
2021,96049,STROKE,Stroke among adults aged >=18 years,5.1,95,POINT (-123.303261 41.76575903)
2021,96050,STROKE,Stroke among adults aged >=18 years,5.2,414,POINT (-122.8868882 41.89990491)
2021,96050,CASTHMA,Current asthma among adults aged >=18 years,11.2,414,POINT (-122.8868882 41.89990491)
2021,96050,DIABETES,Diagnosed diabetes among adults aged >=18 years,16.7,414,POINT (-122.8868882 41.89990491)
2021,96050,OBESITY,Obesity among adults aged >=18 years,35.7,414,POINT (-122.8868882 41.89990491)
2021,96051,CASTHMA,Current asthma among adults aged >=18 years,10.9,1139,POINT (-122.4031063 40.93259408)
2021,96051,STROKE,Stroke among adults aged >=18 years,5.0,1139,POINT (-122.4031063 40.93259408)
2021,96051,DIABETES,Diagnosed diabetes among adults aged >=18 years,16.2,1139,POINT (-122.4031063 40.93259408)
2021,96051,OBESITY,Obesity among adults aged >=18 years,35.0,1139,POINT (-122.4031063 40.93259408)
2021,96052,CASTHMA,Current asthma among adults aged >=18 years,10.4,1460,POINT (-122.8153996 40.72819057)
2021,96052,STROKE,Stroke among adults aged >=18 years,4.3,1460,POINT (-122.8153996 40.72819057)
2021,96052,OBESITY,Obesity among adults aged >=18 years,33.5,1460,POINT (-122.8153996 40.72819057)
2021,96052,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.9,1460,POINT (-122.8153996 40.72819057)
2021,96054,CASTHMA,Current asthma among adults aged >=18 years,11.3,366,POINT (-121.1003105 41.26654692)
2021,96054,STROKE,Stroke among adults aged >=18 years,4.8,366,POINT (-121.1003105 41.26654692)
2021,96054,OBESITY,Obesity among adults aged >=18 years,35.4,366,POINT (-121.1003105 41.26654692)
2021,96054,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.9,366,POINT (-121.1003105 41.26654692)
2021,96055,STROKE,Stroke among adults aged >=18 years,4.3,3935,POINT (-121.959062 40.11742883)
2021,96055,CASTHMA,Current asthma among adults aged >=18 years,11.0,3935,POINT (-121.959062 40.11742883)
2021,96055,OBESITY,Obesity among adults aged >=18 years,35.3,3935,POINT (-121.959062 40.11742883)
2021,96055,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.9,3935,POINT (-121.959062 40.11742883)
2021,96056,STROKE,Stroke among adults aged >=18 years,3.9,1642,POINT (-121.2830762 41.02369462)
2021,96056,CASTHMA,Current asthma among adults aged >=18 years,10.1,1642,POINT (-121.2830762 41.02369462)
2021,96056,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.6,1642,POINT (-121.2830762 41.02369462)
2021,96056,OBESITY,Obesity among adults aged >=18 years,32.0,1642,POINT (-121.2830762 41.02369462)
2021,96057,CASTHMA,Current asthma among adults aged >=18 years,10.4,1355,POINT (-121.9360798 41.26795576)
2021,96057,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.0,1355,POINT (-121.9360798 41.26795576)
2021,96057,OBESITY,Obesity among adults aged >=18 years,33.1,1355,POINT (-121.9360798 41.26795576)
2021,96057,STROKE,Stroke among adults aged >=18 years,4.6,1355,POINT (-121.9360798 41.26795576)
2021,96058,CASTHMA,Current asthma among adults aged >=18 years,10.9,798,POINT (-121.9325389 41.7277806)
2021,96058,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.5,798,POINT (-121.9325389 41.7277806)
2021,96058,OBESITY,Obesity among adults aged >=18 years,37.0,798,POINT (-121.9325389 41.7277806)
2021,96058,STROKE,Stroke among adults aged >=18 years,4.2,798,POINT (-121.9325389 41.7277806)
2021,96059,CASTHMA,Current asthma among adults aged >=18 years,10.2,688,POINT (-121.822248 40.42951267)
2021,96059,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.3,688,POINT (-121.822248 40.42951267)
2021,96059,OBESITY,Obesity among adults aged >=18 years,33.4,688,POINT (-121.822248 40.42951267)
2021,96059,STROKE,Stroke among adults aged >=18 years,4.4,688,POINT (-121.822248 40.42951267)
2021,96062,STROKE,Stroke among adults aged >=18 years,3.6,1105,POINT (-122.0710119 40.5738952)
2021,96062,OBESITY,Obesity among adults aged >=18 years,31.6,1105,POINT (-122.0710119 40.5738952)
2021,96062,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.6,1105,POINT (-122.0710119 40.5738952)
2021,96062,CASTHMA,Current asthma among adults aged >=18 years,10.5,1105,POINT (-122.0710119 40.5738952)
2021,96063,CASTHMA,Current asthma among adults aged >=18 years,10.7,125,POINT (-121.6047692 40.36022586)
2021,96063,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.5,125,POINT (-121.6047692 40.36022586)
2021,96063,OBESITY,Obesity among adults aged >=18 years,35.1,125,POINT (-121.6047692 40.36022586)
2021,96063,STROKE,Stroke among adults aged >=18 years,4.6,125,POINT (-121.6047692 40.36022586)
2021,96064,CASTHMA,Current asthma among adults aged >=18 years,10.5,4574,POINT (-122.3620592 41.75991117)
2021,96064,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.8,4574,POINT (-122.3620592 41.75991117)
2021,96064,OBESITY,Obesity among adults aged >=18 years,32.4,4574,POINT (-122.3620592 41.75991117)
2021,96064,STROKE,Stroke among adults aged >=18 years,3.7,4574,POINT (-122.3620592 41.75991117)
2021,96065,CASTHMA,Current asthma among adults aged >=18 years,10.5,357,POINT (-121.880843 40.88819412)
2021,96065,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.3,357,POINT (-121.880843 40.88819412)
2021,96065,OBESITY,Obesity among adults aged >=18 years,32.4,357,POINT (-121.880843 40.88819412)
2021,96065,STROKE,Stroke among adults aged >=18 years,4.2,357,POINT (-121.880843 40.88819412)
2021,96067,CASTHMA,Current asthma among adults aged >=18 years,10.2,7165,POINT (-122.3678146 41.30909478)
2021,96067,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.5,7165,POINT (-122.3678146 41.30909478)
2021,96067,OBESITY,Obesity among adults aged >=18 years,31.3,7165,POINT (-122.3678146 41.30909478)
2021,96067,STROKE,Stroke among adults aged >=18 years,3.5,7165,POINT (-122.3678146 41.30909478)
2021,96068,CASTHMA,Current asthma among adults aged >=18 years,8.9,183,POINT (-121.213755 41.0941111)
2021,96068,DIABETES,Diagnosed diabetes among adults aged >=18 years,8.7,183,POINT (-121.213755 41.0941111)
2021,96068,OBESITY,Obesity among adults aged >=18 years,32.7,183,POINT (-121.213755 41.0941111)
2021,96068,STROKE,Stroke among adults aged >=18 years,2.4,183,POINT (-121.213755 41.0941111)
2021,96069,CASTHMA,Current asthma among adults aged >=18 years,10.4,982,POINT (-121.999636 40.69206504)
2021,96069,STROKE,Stroke among adults aged >=18 years,3.8,982,POINT (-121.999636 40.69206504)
2021,96069,OBESITY,Obesity among adults aged >=18 years,32.6,982,POINT (-121.999636 40.69206504)
2021,96069,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.4,982,POINT (-121.999636 40.69206504)
2021,96071,CASTHMA,Current asthma among adults aged >=18 years,10.1,125,POINT (-121.4588061 40.66362368)
2021,96071,DIABETES,Diagnosed diabetes among adults aged >=18 years,16.6,125,POINT (-121.4588061 40.66362368)
2021,96071,OBESITY,Obesity among adults aged >=18 years,31.8,125,POINT (-121.4588061 40.66362368)
2021,96071,STROKE,Stroke among adults aged >=18 years,5.5,125,POINT (-121.4588061 40.66362368)
2021,96073,OBESITY,Obesity among adults aged >=18 years,29.8,4082,POINT (-122.2018653 40.59528143)
2021,96073,CASTHMA,Current asthma among adults aged >=18 years,9.8,4082,POINT (-122.2018653 40.59528143)
2021,96073,DIABETES,Diagnosed diabetes among adults aged >=18 years,10.8,4082,POINT (-122.2018653 40.59528143)
2021,96073,STROKE,Stroke among adults aged >=18 years,3.4,4082,POINT (-122.2018653 40.59528143)
2021,96074,STROKE,Stroke among adults aged >=18 years,3.5,260,POINT (-122.5937515 39.86741039)
2021,96074,CASTHMA,Current asthma among adults aged >=18 years,9.6,260,POINT (-122.5937515 39.86741039)
2021,96074,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.1,260,POINT (-122.5937515 39.86741039)
2021,96074,OBESITY,Obesity among adults aged >=18 years,35.5,260,POINT (-122.5937515 39.86741039)
2021,96075,CASTHMA,Current asthma among adults aged >=18 years,9.8,369,POINT (-121.8034345 40.33143467)
2021,96075,STROKE,Stroke among adults aged >=18 years,3.9,369,POINT (-121.8034345 40.33143467)
2021,96075,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.6,369,POINT (-121.8034345 40.33143467)
2021,96075,OBESITY,Obesity among adults aged >=18 years,35.0,369,POINT (-121.8034345 40.33143467)
2021,96076,OBESITY,Obesity among adults aged >=18 years,35.1,166,POINT (-122.9275323 40.38276642)
2021,96076,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.4,166,POINT (-122.9275323 40.38276642)
2021,96076,CASTHMA,Current asthma among adults aged >=18 years,10.5,166,POINT (-122.9275323 40.38276642)
2021,96076,STROKE,Stroke among adults aged >=18 years,4.1,166,POINT (-122.9275323 40.38276642)
2021,96080,DIABETES,Diagnosed diabetes among adults aged >=18 years,12.8,28764,POINT (-122.311123 40.14695523)
2021,96080,OBESITY,Obesity among adults aged >=18 years,34.7,28764,POINT (-122.311123 40.14695523)
2021,96080,STROKE,Stroke among adults aged >=18 years,4.0,28764,POINT (-122.311123 40.14695523)
2021,96080,CASTHMA,Current asthma among adults aged >=18 years,11.1,28764,POINT (-122.311123 40.14695523)
2021,96084,DIABETES,Diagnosed diabetes among adults aged >=18 years,13.0,625,POINT (-122.0233455 40.79640097)
2021,96084,OBESITY,Obesity among adults aged >=18 years,32.6,625,POINT (-122.0233455 40.79640097)
2021,96084,STROKE,Stroke among adults aged >=18 years,4.0,625,POINT (-122.0233455 40.79640097)
2021,96084,CASTHMA,Current asthma among adults aged >=18 years,10.5,625,POINT (-122.0233455 40.79640097)
2021,96085,DIABETES,Diagnosed diabetes among adults aged >=18 years,14.8,85,POINT (-123.0896418 41.73972404)
2021,96085,OBESITY,Obesity among adults aged >=18 years,36.4,85,POINT (-123.0896418 41.73972404)
2021,96085,STROKE,Stroke among adults aged >=18 years,4.6,85,POINT (-123.0896418 41.73972404)
2021,96085,CASTHMA,Current asthma among adults aged >=18 years,11.1,85,POINT (-123.0896418 41.73972404)
2021,96086,OBESITY,Obesity among adults aged >=18 years,37.4,338,POINT (-123.220336 41.87454721)
2021,96086,DIABETES,Diagnosed diabetes among adults aged >=18 years,16.9,338,POINT (-123.220336 41.87454721)
2021,96086,CASTHMA,Current asthma among adults aged >=18 years,11.9,338,POINT (-123.220336 41.87454721)
2021,96086,STROKE,Stroke among adults aged >=18 years,5.1,338,POINT (-123.220336 41.87454721)
2021,96087,OBESITY,Obesity among adults aged >=18 years,31.2,600,POINT (-122.615408 40.61419301)
2021,96087,CASTHMA,Current asthma among adults aged >=18 years,10.4,600,POINT (-122.615408 40.61419301)
2021,96087,DIABETES,Diagnosed diabetes among adults aged >=18 years,11.4,600,POINT (-122.615408 40.61419301)
2021,96087,STROKE,Stroke among adults aged >=18 years,3.6,600,POINT (-122.615408 40.61419301)
2021,96088,STROKE,Stroke among adults aged >=18 years,4.1,4506,POINT (-121.8794582 40.50987549)
