This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"349023","TUSKAHOMA",-95.2833,34.6167,183,"COOP","26391"
"349203","VINITA 2 N",-95.1333,36.6667,224,"COOP","26399"
"349247","WAGONER",-95.3667,35.9667,180,"COOP","26401"
"349278","WALTERS",-98.3000,34.3500,306,"COOP","26402"
"349364","WATONGA",-98.4167,35.8500,466,"COOP","26411"
"349395","WAURIKA",-98.0000,34.1667,267,"COOP","26417"
"349399","WAURIKA DAM",-98.0500,34.2333,302,"COOP","26419"
"349404","WAYNOKA",-98.8667,36.5833,457,"COOP","26421"
"349422","WEATHERFORD",-98.7000,35.5333,509,"COOP","26424"
"349445","WEBBERS FALL",-95.2000,35.4833,168,"COOP","26427"
"349629","WICHITA MTN",-98.7167,34.7333,507,"COOP","26437"
"349634","WILBURTON 9",-95.1667,34.9500,194,"COOP","26438"
"350118","ALKALI LAKE",-120.0000,42.9667,1320,"COOP","26468"
"350189","ANDREWS WEST",-118.5500,42.5500,1457,"COOP","26481"
"350197","ANTELOPE 1 N",-120.7333,44.9167,866,"COOP","26484"
"350265","ARLINGTON",-120.2000,45.7167,87,"COOP","26490"
"350304","ASHLAND",-122.7167,42.2167,533,"COOP","26491"
"350356","AUSTIN 3 S",-118.5000,44.5833,1284,"COOP","26498"
"350471","BANDON 2 NNE",-124.4000,43.1500,6,"COOP","26506"
"350501","BARNES STATI",-120.2167,43.9500,1210,"COOP","26507"
"350595","BEAVERTON 2",-122.8167,45.4500,82,"COOP","26519"
"350652","BELKNAP SPRI",-122.0333,44.2833,655,"COOP","26522"
"350694","BEND",-121.2833,44.0667,1116,"COOP","26524"
"350699","BEND 7 NE",-121.2167,44.1167,1024,"COOP","26525"
"350854","BLY 3 NW",-121.1000,42.4333,1334,"COOP","26541"
"350858","BOARDMAN",-119.7000,45.8333,91,"COOP","26543"
"350897","BONNEVILLE D",-121.9500,45.6333,20,"COOP","26545"
"351055","BROOKINGS 2",-124.2500,42.0333,14,"COOP","26551"
"351067","BROTHERS",-120.6000,43.8000,1414,"COOP","26555"
"351174","BURNS JUNCTI",-117.8500,42.7833,1198,"COOP","26568"
"351433","CASCADIA",-122.4833,44.4000,262,"COOP","26593"
"351448","CAVE JUNCTIO",-123.6833,42.1833,390,"COOP","26594"
"351574","CHILOQUIN 7",-121.9500,42.6500,1266,"COOP","26604"
"351643","CLATSKANIE",-123.2000,46.1000,7,"COOP","26611"
"351765","CONDON",-120.1833,45.2333,872,"COOP","26624"
"351836","COQUILLE CIT",-124.2000,43.1833,7,"COOP","26629"
"351862","CORVALLIS ST",-123.2000,44.6333,69,"COOP","26636"
"351877","CORVALLIS WA",-123.4500,44.5167,180,"COOP","26637"
"351897","COTTAGE GROV",-123.0667,43.7833,198,"COOP","26638"
"351902","COTTAGE GROV",-123.0500,43.7167,253,"COOP","26639"
"351946","CRATER LAKE",-122.1333,42.9000,1974,"COOP","26646"
"352112","DALLAS 2 NE",-123.3000,44.9500,88,"COOP","26660"
"352173","DAYVILLE 8 N",-119.6500,44.5500,689,"COOP","26663"
"352292","DETROIT DAM",-122.2500,44.7167,372,"COOP","26674"
"352374","DORENA DAM",-122.9667,43.7833,250,"COOP","26690"
"352406","DRAIN",-123.3167,43.6667,89,"COOP","26691"
"352415","DREWSEY",-118.3833,43.8000,1071,"COOP","26694"
"352440","DUFUR",-121.1333,45.4500,405,"COOP","26698"
"352597","ELGIN",-117.9167,45.5667,809,"COOP","26705"
"352633","ELKTON 3 SW",-123.5833,43.6000,37,"COOP","26710"
"352675","ENTERPRISE 2",-117.2667,45.4000,1182,"COOP","26716"
"352678","ENTERPRISE 2",-117.1500,45.7167,1000,"COOP","26718"
"352693","ESTACADA 2 S",-122.3167,45.2667,125,"COOP","26721"
"352805","FALLS CITY 2",-123.4333,44.8500,128,"COOP","26734"
"352997","FOREST GROVE",-123.1000,45.5333,61,"COOP","26751"
"353038","FOSSIL",-120.2167,45.0000,808,"COOP","26759"
"353047","FOSTER DAM",-122.6667,44.4167,168,"COOP","26762"
"353095","FREMONT 5 NW",-121.2000,43.3833,1405,"COOP","26765"
"353193","GARDINER 1 N",-124.1167,43.7500,9,"COOP","26771"
"353402","GOVERNMENT C",-121.7500,45.3000,1213,"COOP","26788"
"353445","GRANTS PASS",-123.3500,42.4333,282,"COOP","26793"
"353604","HALFWAY",-117.1167,44.8833,814,"COOP","26809"
"353770","HEADWORKS PT",-122.1500,45.4500,228,"COOP","26825"
"353827","HEPPNER",-119.5500,45.3667,575,"COOP","26829"
"353847","HERMISTON 1",-119.2667,45.8167,195,"COOP","26831"
"353908","HILLSBORO",-122.9833,45.5167,49,"COOP","26834"
"353995","HONEYMAN STA",-124.1000,43.9333,35,"COOP","26838"
"354003","HOOD RIVER E",-121.5167,45.6833,152,"COOP","26839"
"354060","HOWARD PRAIR",-122.3667,42.2167,1392,"COOP","26843"
"354098","HUNTINGTON",-117.2500,44.3500,643,"COOP","26846"
"354126","IDLEYLD PARK",-122.9667,43.3667,329,"COOP","26852"
"354133","ILLAHE",-124.0500,42.6333,106,"COOP","26854"
"354175","IRONSIDE 2 W",-117.9833,44.3167,1193,"COOP","26865"
"354291","JOHN DAY",-118.9667,44.4167,934,"COOP","26877"
"354357","JUNTURA 9 EN",-117.9333,43.8000,863,"COOP","26883"
"354411","KENT",-120.7000,45.2000,792,"COOP","26887"
"354506","KLAMATH FALL",-121.7833,42.2000,1249,"COOP","26896"
"354606","LACOMB 3 NNE",-122.7167,44.6167,158,"COOP","26900"
"354622","LA GRANDE",-118.0833,45.3167,840,"COOP","26905"
"354670","LAKEVIEW 2 N",-120.3667,42.2167,1456,"COOP","26917"
"354732","LANGLOIS 5 N",-124.2500,42.9833,38,"COOP","26921"
"354776","LAUREL MOUNT",-123.5833,44.9167,1094,"COOP","26923"
"354811","LEABURG 1 SW",-122.6833,44.1000,207,"COOP","26924"
"354835","LEMOLO LAKE",-122.2167,43.3667,1243,"COOP","26928"
"355050","LOOKOUT POIN",-122.7667,43.9167,217,"COOP","26939"
"355055","LOST CREEK D",-122.6833,42.6667,482,"COOP","26941"
"355139","MADRAS",-121.1333,44.6333,702,"COOP","26951"
"355142","MADRAS 2 N",-121.1500,44.6667,744,"COOP","26952"
"355160","MALHEUR BRAN",-117.0167,43.9833,689,"COOP","26955"
"355162","MALHEUR REFU",-118.8500,43.2667,1252,"COOP","26956"
"355174","MALIN 5 E",-121.3167,42.0000,1410,"COOP","26958"
"355221","MARION FRKS",-121.9500,44.6000,754,"COOP","26965"
"355258","MASON DAM",-118.0000,44.6667,1189,"COOP","26967"
"355335","MC DERMITT 2",-117.8667,42.4167,1360,"COOP","26971"
"355384","MC MINNVILLE",-123.1833,45.2333,45,"COOP","26977"
"355424","MEDFORD EXPE",-122.8667,42.3000,444,"COOP","26985"
"355515","METOLIUS 1 W",-121.1833,44.5833,763,"COOP","26989"
"355545","MIKKALO 6 W",-120.3500,45.4667,473,"COOP","26990"
"355593","MILTON FREEW",-118.4167,45.9500,296,"COOP","26994"
"355641","MITCHELL 2 N",-120.1833,44.5833,806,"COOP","27001"
"355734","MORO",-120.7167,45.4833,570,"COOP","27015"
"356151","N WILLAMETTE",-122.7500,45.2833,30,"COOP","27049"
"356179","NYSSA",-116.9833,43.8833,663,"COOP","27052"
"356213","OAKRIDGE FIS",-122.4500,43.7500,389,"COOP","27055"
"356243","OCHOCO RANGE",-120.4333,44.4000,1212,"COOP","27057"
"356294","ONTARIO KSRV",-116.9667,44.0500,654,"COOP","27063"
"356366","OTIS 2 NE",-123.9333,45.0333,46,"COOP","27073"
"356405","OWYHEE DAM",-117.2500,43.6500,732,"COOP","27074"
"356426","PAISLEY",-120.5333,42.7000,1329,"COOP","27076"
"356466","PARKDALE 2 N",-121.5667,45.5500,442,"COOP","27079"
"356532","PELTON DAM",-121.2500,44.7333,430,"COOP","27085"
"356540","PENDLETON BR",-118.6333,45.7167,453,"COOP","27087"
"356541","PENDLETON RA",-118.8000,45.6667,317,"COOP","27088"
"356634","PILOT ROCK 1",-118.8167,45.4833,525,"COOP","27096"
"356655","PINE GROVE 3",-121.3167,45.1000,657,"COOP","27100"
"356749","PORTLAND KGW",-122.6833,45.5167,48,"COOP","27108"
"356784","PORT ORFORD",-124.5000,42.7500,9,"COOP","27113"
"356820","POWERS",-124.0667,42.8833,70,"COOP","27116"
"356883","PRINEVILLE 4",-120.9000,44.3500,866,"COOP","27124"
"356907","PROSPECT 2 S",-122.5167,42.7333,756,"COOP","27126"
"357160","RICHLAND",-117.1667,44.7667,675,"COOP","27148"
"357169","RIDDLE",-123.3500,42.9500,207,"COOP","27150"
"357208","RIVERSIDE 7",-118.2242,43.4508,1030,"COOP","27155"
"357277","ROCKVILLE 5",-117.1167,43.3667,1119,"COOP","27160"
"357310","ROME 2 NW",-117.6500,42.8667,1038,"COOP","27164"
"357331","ROSEBURG KQE",-123.3833,43.2167,130,"COOP","27169"
"357554","SANTIAM JUNC",-121.9500,44.4333,1143,"COOP","27185"
"357631","SCOTTS MILLS",-122.5167,44.9500,706,"COOP","27192"
"357641","SEASIDE",-123.9167,45.9833,3,"COOP","27193"
"357675","SENECA",-118.9667,44.1333,1420,"COOP","27196"
"357736","SHEAVILLE 1",-117.0333,43.1167,1408,"COOP","27200"
"357823","SILVERTON",-122.7667,45.0000,124,"COOP","27209"
"357857","SISTERS",-121.5500,44.3000,970,"COOP","27214"
"358007","SPRAGUE RIVE",-121.4833,42.4500,1324,"COOP","27225"
"358029","SQUAW BUTTE",-119.7167,43.4833,1421,"COOP","27229"
"358095","STAYTON",-122.8167,44.7833,131,"COOP","27236"
"358173","SUMMER LAKE",-120.7833,42.9500,1278,"COOP","27243"
"358407","THE DALLES",-121.2000,45.6000,31,"COOP","27267"
"358420","THE POPLARS",-120.9333,43.2667,1320,"COOP","27270"
"358466","THREE LYNX",-122.0667,45.1167,341,"COOP","27272"
"358481","TIDEWATER",-123.9000,44.4167,15,"COOP","27273"
"358494","TILLAMOOK 1",-123.8667,45.4500,3,"COOP","27277"
"358536","TOKETEE FALL",-122.4500,43.2833,628,"COOP","27291"
"358634","TROUTDALE SU",-122.4000,45.5667,9,"COOP","27306"
"358746","UNION EXPERI",-117.8833,45.2167,843,"COOP","27319"
"358797","VALE",-117.2500,43.9833,683,"COOP","27325"
"358812","VALLEY FALLS",-120.2833,42.4833,1318,"COOP","27327"
"358884","VERNONIA 2",-123.1833,45.8667,191,"COOP","27333"
"358997","WALLOWA",-117.5333,45.5667,891,"COOP","27345"
"359176","WESTFALL",-117.7167,43.9833,927,"COOP","27357"
"359290","WHITEHORSE R",-118.2333,42.3333,1335,"COOP","27367"
"359316","WICKIUP DAM",-121.6833,43.6833,1328,"COOP","27369"
"359461","WINCHESTER",-123.3667,43.2833,140,"COOP","27379"
"360140","ALTOONA 3 W",-78.4667,40.5000,402,"COOP","27405"
"360656","BIGLERVILLE",-77.2500,39.9333,220,"COOP","27444"
"360763","BLOSERVILLE",-77.3667,40.2667,198,"COOP","27450"
"360868","BRADFORD 4 S",-78.7333,41.9000,516,"COOP","27460"
"361004","BROOKVILLE S",-79.0833,41.1500,369,"COOP","27468"
"361080","BUCKSVILLE",-75.2000,40.5000,140,"COOP","27471"
"361139","BUTLER 2 SW",-79.9167,40.8500,305,"COOP","27478"
"361212","CANTON",-76.8500,41.6500,354,"COOP","27486"
"361350","CHALK HILL 2",-79.5833,39.8500,604,"COOP","27496"
"361354","CHAMBERSBURG",-77.6333,39.9333,195,"COOP","27497"
"361485","CLARION 3 SW",-79.4333,41.2000,338,"COOP","27507"
"361591","COATESVILLE",-75.8667,39.9833,195,"COOP","27523"
"361705","CONFLUENCE 1",-79.3667,39.8000,454,"COOP","27529"
"361719","CONNEAUTVILL",-80.2833,41.7333,387,"COOP","27531"
"361790","CORRY",-79.6333,41.9167,439,"COOP","27545"
"361815","COUDERSPORT",-78.0500,41.8500,664,"COOP","27552"
"362108","DERRY 4 SW",-79.3333,40.3000,323,"COOP","27568"
"362190","DONORA 1 SW",-79.8667,40.1667,232,"COOP","27574"
"362470","EBENSBURG SE",-78.7333,40.4667,591,"COOP","27598"
"362537","EISENHOWER N",-77.2667,39.8000,158,"COOP","27604"
"362574","EMSWORTH L/D",-80.0833,40.5000,219,"COOP","27610"
"362629","EMPORIUM",-78.2333,41.5000,317,"COOP","27611"
"362721","EVERETT",-78.3667,40.0167,305,"COOP","27623"
"362942","FORD CITY 4",-79.5000,40.7167,283,"COOP","27629"
"363028","FRANKLIN",-79.8167,41.3833,302,"COOP","27632"
"363295","GLENCOE 1 E",-78.8333,39.8167,576,"COOP","27647"
"363316","GLEN HOPE",-78.5000,40.8000,418,"COOP","27651"
"363437","GRATERFORD 1",-75.4333,40.2333,73,"COOP","27662"
"363488","GREEN LANE",-75.4833,40.3500,93,"COOP","27665"
"363526","GREENVILLE 2",-80.3667,41.4167,344,"COOP","27673"
"363632","HAMBURG",-75.9953,40.5517,107,"COOP","27677"
"363758","HAWLEY 1 E",-75.1667,41.4833,271,"COOP","27689"
"364019","HOLTWOOD",-76.3333,39.8333,58,"COOP","27699"
"364076","HOPEWELL FUR",-75.7833,40.2000,168,"COOP","27706"
"364214","INDIANA 3 SE",-79.1167,40.6000,336,"COOP","27714"
"364325","JAMESTOWN 2",-80.4667,41.5000,317,"COOP","27720"
"364385","JOHNSTOWN",-78.9167,40.3333,370,"COOP","27724"
"364432","KANE 1 NNE",-78.8000,41.6833,533,"COOP","27730"
"364763","LANCASTER 2",-76.2833,40.0500,82,"COOP","27751"
"364815","LAPORTE",-76.5000,41.4167,599,"COOP","27758"
"364853","LAURELTON ST",-77.2167,40.9000,244,"COOP","27763"
"364896","LEBANON 2 W",-76.4667,40.3333,152,"COOP","27767"
"364992","LEWISTOWN",-77.5667,40.5833,140,"COOP","27777"
"365050","LINESVILLE 1",-80.4333,41.6500,314,"COOP","27778"
"365109","LOCK HAVEN S",-77.4500,41.1167,173,"COOP","27781"
"365212","LOYALHANNA L",-79.4833,40.4500,302,"COOP","27783"
"365390","MARCUS HOOK",-75.4167,39.8167,3,"COOP","27795"
"365408","MARION CENTE",-79.0333,40.7500,491,"COOP","27798"
"365470","MATAMORAS",-74.7000,41.3667,128,"COOP","27802"
"365573","MCKEESPORT",-79.8667,40.3333,226,"COOP","27808"
"365606","MEADVILLE 1",-80.1667,41.6333,325,"COOP","27810"
"365651","MERCER",-80.2333,41.2167,372,"COOP","27816"
"365817","MILLVILLE 2",-76.5667,41.1000,262,"COOP","27839"
"365902","MONTGOMERY L",-80.3833,40.6500,210,"COOP","27846"
"365915","MONTROSE",-75.8667,41.8333,475,"COOP","27847"
"366042","MOUNT PLEASA",-79.5500,40.1167,337,"COOP","27863"
"366194","NESHAMINY FA",-74.9500,40.1333,30,"COOP","27878"
"366233","NEW CASTLE 1",-80.3667,41.0167,251,"COOP","27881"
"366508","OCTORARO LAK",-76.0500,39.8000,79,"COOP","27895"
"366689","PALMERTON",-75.6167,40.8000,125,"COOP","27906"
"366927","PHOENIXVILLE",-75.5000,40.1167,32,"COOP","27936"
"367029","PLEASANT MOU",-75.4500,41.7333,549,"COOP","27951"
"367073","POINT MARION",-79.9167,39.7333,247,"COOP","27953"
"367167","PRINCE GALLI",-78.5500,40.6500,463,"COOP","27966"
"367229","PUTNEYVILLE",-79.2833,40.9333,390,"COOP","27973"
"367312","RAYSTOWN LAK",-78.0000,40.4333,256,"COOP","27980"
"367322","READING 4 NN",-75.9333,40.4167,110,"COOP","27984"
"367338","RECTOR 3 SSW",-79.2667,40.1667,405,"COOP","27985"
"367409","RENOVO",-77.7333,41.3333,201,"COOP","27988"
"367477","RIDGWAY",-78.7500,41.4167,415,"COOP","27996"
"367578","RODALE RESEA",-75.7167,40.5500,168,"COOP","28000"
"367782","SALINA 3 W",-79.5500,40.5167,338,"COOP","28014"
"367931","SELINSGROVE",-76.8667,40.7667,128,"COOP","28024"
"368011","SHAWNEE STAT",-78.6333,40.0333,389,"COOP","28031"
"368073","SHIPPENSBURG",-77.5167,40.0500,207,"COOP","28037"
"368184","SLIPPERY ROC",-80.0667,41.0500,381,"COOP","28044"
"368400","SPRINGTOWN 1",-75.2833,40.5667,262,"COOP","28066"
"368449","STATE COLLEG",-77.8667,40.8000,357,"COOP","28069"
"368469","STEVENSON DA",-78.0167,41.4000,284,"COOP","28072"
"368596","STROUDSBURG",-75.1833,41.0000,146,"COOP","28079"
"368868","TIOGA HAMMON",-77.1333,41.9000,375,"COOP","28101"
"368873","TIONESTA 2 S",-79.4333,41.4833,366,"COOP","28102"
"368888","TITUSVILLE W",-79.7000,41.6333,372,"COOP","28105"
"368905","TOWANDA 1 ES",-76.4167,41.7500,227,"COOP","28109"
"369050","UNIONTOWN 1",-79.7167,39.9167,291,"COOP","28124"
"369103","VALLEY FORGE",-75.4500,40.1000,49,"COOP","28128"
"369298","WARREN",-79.1500,41.8500,369,"COOP","28138"
"369933","YORK 3 SSW P",-76.7500,39.9167,119,"COOP","28179"
"370218","ADAMSVILLE 2",-71.1500,41.5667,30,"COOP","28190"
"374266","KINGSTON",-71.5333,41.4833,30,"COOP","28199"
"375215","NEWPORT ROSE",-71.3500,41.5000,5,"COOP","28204"
"375270","NORTH FOSTER",-71.7333,41.8500,192,"COOP","28207"
"380074","AIKEN 4 NE",-81.6833,33.6000,122,"COOP","28224"
"380126","ALLENDALE",-81.3000,33.0000,55,"COOP","28225"
"380165","ANDERSON",-82.6667,34.5333,244,"COOP","28226"
"380184","ANDREWS",-79.5667,33.4500,11,"COOP","28228"
"380448","BAMBERG",-81.0333,33.2833,50,"COOP","28230"
"380559","BEAUFORT 7 S",-80.7667,32.3833,1,"COOP","28235"
"380764","BLACKVILLE 3",-81.3167,33.3667,98,"COOP","28241"
"381093","BROOKGREEN G",-79.0833,33.5167,6,"COOP","28246"
"381256","CAESARS HEAD",-82.6333,35.1000,975,"COOP","28251"
"381310","CAMDEN 3 W",-80.6500,34.2500,43,"COOP","28255"
"381588","CHERAW",-79.8833,34.7000,43,"COOP","28263"
"381625","CHESNEE 7 WS",-81.9667,35.1167,228,"COOP","28265"
"381633","CHESTER 1 NW",-81.2167,34.7167,158,"COOP","28266"
"381726","CLARK HILL 1",-82.1833,33.6667,116,"COOP","28269"
"381770","CLEMSON UNIV",-82.8167,34.6833,250,"COOP","28270"
"381944","COLUMBIA UNI",-81.0167,33.9833,74,"COOP","28277"
"381997","CONWAY",-79.0500,33.8333,6,"COOP","28279"
"382260","DARLINGTON",-79.8833,34.3000,46,"COOP","28282"
"382386","DILLON",-79.3833,34.4167,35,"COOP","28285"
"383111","FLORENCE 8 N",-79.7333,34.3000,37,"COOP","28299"
"383468","GEORGETOWN 2",-79.2500,33.3500,3,"COOP","28309"
"383735","GREENVILLE D",-82.3500,34.8500,308,"COOP","28318"
"383754","GREENWOOD 3",-82.2000,34.1667,187,"COOP","28322"
"383906","HAMPTON",-81.1167,32.8667,29,"COOP","28324"
"384169","HILTON HEAD",-80.7500,32.2167,5,"COOP","28329"
"384607","JOHNSTON 4 S",-81.8500,33.7833,189,"COOP","28344"
"384690","KERSHAW",-80.5833,34.5500,152,"COOP","28345"
"384753","KINGSTREE 1",-79.8167,33.6500,18,"COOP","28346"
"385017","LAURENS",-82.0333,34.5000,180,"COOP","28353"
"385200","LITTLE MOUNT",-81.4167,34.2000,217,"COOP","28355"
"385278","LONG CREEK",-83.2500,34.7833,506,"COOP","28357"
"385306","LORIS 1 S",-78.8833,34.0500,27,"COOP","28362"
"385493","MANNING",-80.2333,33.6833,30,"COOP","28364"
"385509","MARION",-79.4000,34.1667,17,"COOP","28366"
"385628","MCCLELLANVIL",-79.4833,33.0833,3,"COOP","28370"
"386153","MYRTLE BEACH",-78.8500,33.7333,9,"COOP","28383"
"386209","NEWBERRY",-81.6167,34.2833,145,"COOP","28386"
"386293","NINETY NINE",-81.5000,35.0500,152,"COOP","28387"
"386527","ORANGEBURG 2",-80.8667,33.5000,55,"COOP","28393"
"386616","PAGELAND",-80.4000,34.7500,187,"COOP","28396"
"386688","PARR",-81.3333,34.3000,85,"COOP","28398"
"386775","PELION 4 NW",-81.2667,33.8000,137,"COOP","28401"
"386831","PICKENS 5 SE",-82.6333,34.8333,347,"COOP","28405"
"386893","PINOPOLIS DA",-79.9833,33.2500,15,"COOP","28413"
"387281","RIDGELAND 5",-80.9000,32.5333,6,"COOP","28417"
"387589","SALEM 1 SW",-82.9833,34.8833,299,"COOP","28427"
"387631","SALUDA",-81.7667,33.9833,146,"COOP","28428"
"387666","SANDHILL EXP",-80.8667,34.1333,134,"COOP","28429"
"387722","SANTUCK",-81.5167,34.6333,159,"COOP","28433"
"388188","SPARTANBURG",-81.9167,34.9000,186,"COOP","28442"
"388405","SULLIVANS IS",-79.8500,32.7667,1,"COOP","28445"
"388426","SUMMERVILLE",-80.1833,32.9833,11,"COOP","28450"
"388440","SUMTER",-80.3500,33.9333,54,"COOP","28451"
"388786","UNION 8 SW",-81.7500,34.6500,172,"COOP","28459"
"388887","WALHALLA",-83.0833,34.7500,299,"COOP","28463"
"388922","WALTERBORO 2",-80.6833,32.8833,17,"COOP","28464"
"389039","WEDGEFIELD",-80.5167,33.9000,76,"COOP","28468"
"389122","WEST PELZER",-82.4667,34.6500,259,"COOP","28470"
"389327","WINNSBORO",-81.0833,34.3667,171,"COOP","28475"
"389350","WINTHROP COL",-81.0333,34.9333,210,"COOP","28477"
"390043","ACADEMY 2 NE",-99.0667,43.4833,512,"COOP","28483"
"390128","ALEXANDRIA",-97.7833,43.6500,412,"COOP","28494"
"390236","ARDMORE 2 N",-103.6500,43.0500,1082,"COOP","28498"
"390281","ARLINGTON 1",-97.1667,44.3667,558,"COOP","28499"
"390296","ARMOUR",-98.3500,43.3167,461,"COOP","28500"
"390559","BELLE FOURCH",-103.8500,44.6667,920,"COOP","28510"
"390565","BELLE FOURCH",-103.9167,45.0000,975,"COOP","28512"
"390701","BISON",-102.4667,45.5167,847,"COOP","28517"
"390778","BONESTEEL",-98.9500,43.0833,605,"COOP","28520"
"391032","BRIDGEWATER",-97.5000,43.5500,433,"COOP","28524"
"391049","BRITTON",-97.7500,45.7833,408,"COOP","28526"
"391076","BROOKINGS 2",-96.7667,44.3167,500,"COOP","28528"
"391294","CAMP CROOK",-103.9833,45.5500,951,"COOP","28537"
"391392","CANTON 4 WNW",-96.6667,43.3000,410,"COOP","28540"
"391519","CASTLEWOOD",-97.0333,44.7167,514,"COOP","28549"
"391539","CEDAR BUTTE",-101.0167,43.5833,717,"COOP","28552"
"391579","CENTERVILLE",-96.9000,43.0500,384,"COOP","28555"
"391621","CHAMBERLAIN",-99.3167,43.7333,506,"COOP","28557"
"391739","CLARK",-97.7333,44.8833,542,"COOP","28562"
"391777","CLEAR LAKE",-96.6833,44.7500,549,"COOP","28563"
"391873","COLUMBIA 8 N",-98.3000,45.7333,396,"COOP","28567"
"391917","CONDE",-98.1000,45.1500,405,"COOP","28569"
"391972","COTTONWOOD 2",-101.8667,43.9667,736,"COOP","28572"
"392087","CUSTER",-103.6000,43.7833,1670,"COOP","28577"
"392207","DEADWOOD",-103.7333,44.3833,1423,"COOP","28583"
"392231","DEERFIELD 3",-103.7833,44.0000,1847,"COOP","28586"
"392302","DE SMET",-97.5500,44.3833,524,"COOP","28589"
"392429","DUPREE",-101.6000,45.0500,722,"COOP","28596"
"392446","DUPREE 15 SS",-101.4500,44.8500,640,"COOP","28598"
"392557","EDGEMONT",-103.8167,43.3000,1095,"COOP","28602"
"392565","EDGEMONT 23",-103.9167,43.6333,1342,"COOP","28604"
"392647","ELM SPRINGS",-102.4667,44.3167,806,"COOP","28611"
"392797","EUREKA",-99.6333,45.7833,570,"COOP","28614"
"392852","FAITH",-102.0333,45.0333,783,"COOP","28617"
"392927","FAULKTON 1 N",-99.1333,45.0333,479,"COOP","28620"
"392984","FLANDREAU",-96.6000,44.0500,475,"COOP","28621"
"393029","FORESTBURG 3",-98.0667,44.0333,375,"COOP","28622"
"393069","FORT MEADE",-103.4667,44.4000,1006,"COOP","28625"
"393076","FORT PIERRE",-100.6667,44.2500,485,"COOP","28626"
"393217","GANN VALLEY",-99.0667,44.0667,524,"COOP","28634"
"393294","GETTYSBURG",-99.9500,45.0167,634,"COOP","28639"
"393316","GLAD VALLEY",-101.8167,45.4000,762,"COOP","28642"
"393452","GREGORY",-99.4333,43.2333,658,"COOP","28648"
"393574","HARRINGTON",-101.2667,43.1667,908,"COOP","28653"
"393608","HARROLD 12 S",-99.8000,44.3667,519,"COOP","28654"
"393832","HIGHMORE 1 W",-99.4667,44.5167,576,"COOP","28663"
"393838","HIGHMORE 23",-99.4667,44.8500,555,"COOP","28664"
"393857","HILLAND 2 NW",-101.8667,44.3167,771,"COOP","28665"
"393868","HILL CITY",-103.5667,43.9333,1518,"COOP","28666"
"394037","HOWARD",-97.5167,44.0167,475,"COOP","28677"
"394184","INTERIOR 3 N",-101.9500,43.7500,744,"COOP","28683"
"394206","IPSWICH",-99.0333,45.4500,466,"COOP","28685"
"394516","KENNEBEC",-99.8667,43.9167,518,"COOP","28695"
"394556","KEYSTONE",-103.4167,43.9000,1352,"COOP","28696"
"394596","KIRLEY 6 N",-101.3333,44.6167,659,"COOP","28698"
"394766","LAKE SHARPE",-99.4667,44.0667,445,"COOP","28703"
"394834","LEAD",-103.7667,44.3500,1631,"COOP","28705"
"394864","LEMMON",-102.1667,45.9333,782,"COOP","28707"
"394891","LEOLA",-98.9333,45.7167,482,"COOP","28708"
"394983","LONG VALLEY",-101.5000,43.4667,823,"COOP","28715"
"395048","LUDLOW",-103.3833,45.8500,930,"COOP","28716"
"395090","MADISON 2 E",-97.0667,44.0000,521,"COOP","28719"
"395228","MARION",-97.2500,43.4167,442,"COOP","28722"
"395285","MARTIN 5 NNE",-101.6833,43.2333,920,"COOP","28724"
"395325","MAURINE 10 S",-102.7167,44.9000,826,"COOP","28726"
"395381","MC INTOSH 6",-101.3000,45.8833,663,"COOP","28728"
"395406","MC LAUGHLIN",-100.8167,45.8167,610,"COOP","28729"
"395456","MELLETTE",-98.5000,45.1500,393,"COOP","28732"
"395481","MENNO",-97.5833,43.2333,404,"COOP","28733"
"395506","MIDLAND",-101.1500,44.0667,570,"COOP","28734"
"395536","MILBANK 2 SS",-96.6333,45.2000,347,"COOP","28736"
"395544","MILESVILLE 8",-101.5667,44.5333,677,"COOP","28737"
"395561","MILLER",-98.9833,44.5167,485,"COOP","28739"
"395620","MISSION",-100.6667,43.3000,789,"COOP","28742"
"395638","MISSION 14 S",-100.6167,43.1167,856,"COOP","28743"
"395671","MITCHELL 2 N",-98.0167,43.7333,381,"COOP","28747"
"395691","MOBRIDGE 2 N",-100.4500,45.5667,517,"COOP","28749"
"395870","MT RUSHMORE",-103.4500,43.8833,1577,"COOP","28759"
"395891","MURDO",-100.7000,43.8833,707,"COOP","28761"
"396054","NEWELL",-103.4167,44.7167,872,"COOP","28765"
"396170","OAHE DAM",-100.4167,44.4500,506,"COOP","28768"
"396212","OELRICHS",-103.2333,43.1833,1036,"COOP","28769"
"396292","ONIDA 4 NW",-100.1500,44.7333,548,"COOP","28773"
"396304","ORAL",-103.2667,43.4000,902,"COOP","28774"
"396427","PACTOLA DAM",-103.4833,44.0667,1439,"COOP","28779"
"396574","PICKSTOWN",-98.5333,43.0667,454,"COOP","28785"
"396712","POLLOCK",-100.2833,45.9000,498,"COOP","28792"
"396736","PORCUPINE 11",-102.3833,43.3833,914,"COOP","28793"
"396790","PRESHO 7 NW",-100.1667,43.9667,568,"COOP","28795"
"396907","RALPH 1 N",-103.0667,45.7833,850,"COOP","28798"
