oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,racegrp_inv_blank,eth_Hispanic,eth_NonHispanic,eth_Unknown,eth_Blank_Invalid,disp_Acute_Care,disp_Against_Medical_Advice,disp_Childrens_or_Cancer,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,disp_CAH,disp_Other,disp_Invalid_Blank,disp_Disaster_Care_Site,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_inv_Payer,dx_Certain_Perinatal_Conditions,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health_St,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,dx_Unacceptable_principal_diagno,ED_Visit,All_Other_Languages,English,Spanish,Unknown_lang,blank_inv_lang,Zip_Blank_Invalid,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Zip_Unknown,a_Sex_Female,a_Sex_Male,a_sex_Unknown,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_racegrp_aman,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_nhpi,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_racegrp_inv_blank,a_eth_Hispanic,a_eth_NonHispanic,a_eth_Unknown,a_eth_Blank_Invalid,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_disp_Childrens_or_Cancer,a_disp_Disaster_Care_Site,a_disp_Other,a_disp_CAH,a_disp_Invalid_Blank,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_inv_Payer,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_dx_Certain_Perinatal_Condition,a_dx_Factors_Influencing_Health_,a_dx_Pregnancy_Childbirth,a_dx_Congenital,a_dx_Unacceptable_principal_diag,Inpatient_from_ED,a_All_Other_Languages,a_English,a_Spanish,a_Unknown_lang,a_blank_inv_lang,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Zip_Unknown,a_Zip_Foreign,a_Zip_Blank_Invalid,ED_STATIONS_ON_1231
106291053,291053,TAHOE FOREST HOSPITAL,General Acute Care Hospital,Nevada,10121 Pine Ave,Truckee,96161,District,,Emergency - Basic,SMALL/RURAL,,50-99,District 1,District 1,North Bloomfield/North San Juan/Truckee,Rural,4736,5826,,825,1330,1723,1617,1337,1258,1190,810,350,122,,15,267,75,71,22,193,28,9891,,1652,8881,29,,363,8,5,1,8,,34,180,43,,1,9882,3,13,18,3,,1133,1470,442,6447,1070,,4,584,3,519,15,153,132,99,414,558,251,4478,435,455,31,277,167,532,269,1186,,10562,14,9630,907,11,,,9318,17,31,1191,5,386,500,,11,44,78,99,126,197,179,132,6,14,,4,13,,9,,8,6,846,,113,767,6,,49,,26,26,10,,1,7,14,,708,39,,,,6,,161,406,15,256,48,,81,145,13,2,44,2,50,116,150,51,33,30,17,107,25,12,3,4,1,,,886,2,816,68,,,770,17,99,,,,15
106300032,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,General Acute Care Hospital,Orange,1201 W La Veta Ave,Orange,92868,Non-profit Corporation (incl. Church-related),Level II - Pediatric,Emergency - Basic,,,300-499,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,26905,28848,11,30841,15527,713,297,157,75,36,18,12,8088,,51,3389,1091,355,182,18282,790,31624,,36414,18915,401,34,819,240,,9,3,,24,13,308,,1,54332,1,,,14,,42326,29,691,12110,607,1,616,932,124,3101,293,2297,374,712,1929,2192,1876,12044,1558,1574,80,1644,70,7993,2200,14087,68,55764,332,43166,12187,79,,12,55240,82,23,385,22,3289,3495,3,2558,145,,,,,,,1527,2557,,7,567,186,56,33,1978,81,3879,,3700,3029,48,10,53,9,30,64,9,25,5,38,16,3,6505,29,,1,,,,4263,13,58,2436,17,,89,942,199,23,354,35,405,430,551,527,176,246,494,1127,170,481,397,22,1,113,5,6787,87,5498,1193,8,1,6726,1,53,2,4,1,35
106300225,300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,General Acute Care Hospital,Orange,9920 Talbert Ave,Fountain Valley,92708,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 34,District 72,Fountain Valley/Huntington Beach Central,Urban,13433,10133,,817,1392,3308,3363,3006,3648,2916,2496,2477,143,,38,4722,565,87,211,5772,46,12112,13,5685,17817,61,3,492,,20,52,429,26,2,1,111,8,,22252,172,,,1,,6389,6935,362,8466,1414,,19,2122,5,1376,104,316,323,224,669,1589,1267,4040,839,1643,114,932,456,1636,736,5150,6,23566,1518,21092,930,20,6,,22709,9,488,338,22,3498,3513,,27,210,421,581,1017,1290,1477,1984,4,,,11,1878,85,54,47,1305,13,3616,2,1333,5656,22,,221,,255,2041,283,,,18,22,1,3355,814,,,,1,,997,4259,48,1571,136,,1182,1093,101,8,349,2,463,1649,652,100,127,317,130,482,150,156,3,3,41,3,,7011,1094,5486,422,6,3,6788,178,45,,,,26
106301098,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,General Acute Care Hospital,Orange,1111 W La Palma Ave,Anaheim,92801,Investor - Individual,,Emergency - Basic,,Teaching,200-299,District 29,District 69,Anaheim Central,Urban,11139,10219,1,805,1397,4068,3683,2995,3322,2447,1391,1072,179,,44,1249,969,51,65,1407,74,17492,8,11336,9924,93,6,672,1852,11,81,3,5,,33,147,3,1,18498,53,,,,,11956,4093,242,3525,1543,,24,1581,3,1365,45,320,249,183,714,1341,1461,3984,1076,1205,52,923,479,2024,891,3437,2,21359,289,17035,4025,,10,41,20290,8,809,211,,2748,2907,,14,279,423,577,1036,1265,1047,1004,10,,,21,710,238,4,18,278,17,4369,,2354,3286,15,,206,243,267,844,135,,,17,4,3,3052,884,,,,,,1821,2346,23,1208,252,5,1020,874,132,5,361,3,347,1193,400,109,91,172,109,431,182,156,10,3,54,3,,5655,259,4189,1192,,15,5382,246,24,2,,1,30
106301140,301140,CHAPMAN GLOBAL MEDICAL CENTER,General Acute Care Hospital,Orange,2601 E Chapman Ave,Orange,92869,Investor - Corporation,,Emergency - Basic,,,100-149,District 37,District 68,Anaheim Hills/City of Orange East/Villa Park,Urban,2188,2384,1,106,331,887,795,710,769,546,246,173,10,,6,247,177,6,24,764,1,3345,3,1758,2785,29,1,102,271,,25,2,1,21,6,61,9,7,4042,18,5,,3,,2051,750,103,1200,469,,1,264,1,276,15,72,60,67,125,279,83,1133,451,294,8,188,36,431,225,563,1,4573,49,3979,528,7,10,16,4189,10,235,114,9,494,586,,2,99,112,124,199,214,141,189,,,,3,68,32,5,13,230,2,727,,322,752,6,,51,86,37,28,14,3,,22,40,36,612,146,,,4,1,,301,502,12,248,17,,110,124,6,1,49,,58,232,82,255,22,14,25,54,31,11,,3,3,,,1080,25,922,133,,,977,78,22,1,1,1,8
106301175,301175,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,General Acute Care Hospital,Orange,17100 Euclid St,Fountain Valley,92708,Investor - Corporation,,Emergency - Basic,,,200-299,District 34,District 72,Fountain Valley/Huntington Beach Central,Urban,17020,14895,,2021,2556,6024,5240,4290,4791,3485,1765,1352,391,,62,6978,810,336,212,10417,589,12511,,14119,17190,606,,118,924,298,86,77,19,,,116,2,3,30018,235,1,,18,,18446,5007,452,5725,2265,20,30,2034,7,1896,144,468,318,278,1017,1863,2002,5458,1399,1728,112,1243,1778,3733,1160,5236,11,31915,3241,24210,4447,2,15,5,30745,,313,375,477,4878,5495,,132,469,749,1055,1985,2145,1729,1919,121,69,,41,3557,227,77,77,2427,133,3834,,3392,6780,199,2,375,526,474,2419,272,7,1,28,39,32,5072,1126,2,,,,,4021,4603,70,1496,183,,1832,1465,149,41,574,6,688,2077,812,173,229,444,248,885,292,234,88,14,113,9,,10373,2423,6136,1807,2,5,9976,299,50,12,,36,25
106301188,301188,ANAHEIM GLOBAL MEDICAL CENTER,General Acute Care Hospital,Orange,1025 S Anaheim Blvd,Anaheim,92805,Investor - Corporation,,Emergency - Basic,,,150-199,District 34,District 69,Anaheim Central,Urban,4265,4877,,430,854,2100,1928,1411,1202,723,251,158,85,,17,398,560,71,26,5232,5,2830,3,5359,3762,21,,130,395,,55,2,1,177,407,252,4,,7701,8,1,,9,,4852,1020,464,1193,1613,,12,449,1,534,17,137,180,63,299,456,381,1816,1612,438,15,325,383,700,336,988,,9142,72,7124,1929,,17,28,7712,180,964,245,13,995,1480,,39,433,424,403,432,377,202,164,1,,,4,144,139,13,9,1136,3,1027,,1083,1382,10,,49,402,81,26,14,8,118,37,3,62,1385,231,53,,6,,,1313,687,224,184,67,,172,190,10,1,64,,68,483,132,1067,27,20,43,73,41,24,1,12,47,,,2475,27,2066,378,,4,1690,730,27,3,25,,11
106301205,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care Hospital,Orange,1 Hoag Dr,Newport Beach,92663,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 37,District 74,Costa Mesa,Urban,44443,38030,10,3063,5391,14080,13135,10328,11232,9381,8029,7405,439,,538,7675,2645,937,186,3546,616,66211,129,14123,67638,580,142,476,807,211,172,56,12,803,466,1225,22,5,77593,502,,,133,,21043,19332,1893,34211,6004,,38,7060,8,4128,309,678,1004,733,2428,4473,3869,17076,5747,4493,199,3779,3356,4407,2372,16296,30,82483,3320,75641,3388,108,26,8,76733,61,3257,2307,117,9206,9669,2,145,867,1365,1557,2433,3099,4079,5326,6,,,61,1756,322,170,51,453,144,15915,5,2135,16519,218,5,426,333,577,5359,739,17,4,147,440,,8770,2062,3,,,,,2402,10496,122,5388,467,2,2971,2941,157,14,855,28,1112,4188,2194,547,407,783,510,1160,446,302,6,26,216,14,,18877,976,17093,783,17,8,18002,521,337,4,9,4,56
106301209,301209,HUNTINGTON BEACH HOSPITAL,General Acute Care Hospital,Orange,17772 Beach Blvd,Huntington Beach,92647,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 34,District 72,Huntington Beach North/Seal Beach East/Westminster,Urban,4965,6302,1,416,958,2490,2115,1668,1765,1016,469,336,34,1,43,824,515,182,65,2721,43,6875,,2882,8343,43,,70,423,1,31,38,,566,127,381,8,20,9555,26,13,9,,,3995,474,68,5431,1291,9,1,585,1,605,24,136,172,101,328,588,327,3063,1777,563,11,407,115,760,489,1215,,11268,214,10613,435,6,,,10298,21,481,385,83,1169,1565,,27,222,270,328,596,526,420,344,,,1,10,361,123,36,15,459,12,1718,,509,2218,7,,129,169,86,117,16,,2,60,10,135,1390,620,,,,,,923,1352,36,240,183,,208,335,13,4,110,,133,511,140,661,132,13,121,211,95,38,,,9,,,2734,131,2497,104,2,,2412,276,40,5,1,,17
106301234,301234,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care Hospital,Orange,7901 Walker St,La Palma,90623,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,100-149,District 29,District 65,Buena Park/La Palma,Urban,5283,4867,1,673,870,1908,1689,1315,1466,985,580,561,104,,48,1928,1090,205,92,3050,208,3530,,4031,5995,125,,248,231,9,31,6,3,263,8,63,1,10,9223,36,6,13,,,2857,614,35,5597,1048,,2,698,2,622,36,195,153,69,132,720,273,2312,525,696,20,451,198,1049,404,1588,6,10151,274,9187,683,7,,,9774,6,148,117,106,1187,1156,,11,108,138,197,369,446,429,645,,,,6,680,221,37,17,492,23,867,,618,1704,21,,180,109,121,173,32,,1,21,4,34,1120,548,,,,,,625,1356,58,236,68,,317,352,17,7,106,,123,718,131,153,48,18,105,145,40,54,,1,8,,,2343,210,1948,178,6,1,2257,66,13,7,,,12
106301248,301248,LOS ALAMITOS MEDICAL CENTER,General Acute Care Hospital,Orange,3751 Katella Ave,Los Alamitos,90720,Investor - Corporation,,Emergency - Basic,,,150-199,District 34,District 72,Cypress/Los Alamitos/Rossmoor,Urban,12164,10065,2,835,1356,2936,2783,2657,3150,2780,2637,2983,114,,7,1758,1292,103,200,1205,238,17428,,4555,17451,225,,705,790,2,77,157,17,,,209,1,4,20018,241,1,4,5,,5988,6856,594,7408,1377,8,6,2163,11,1473,183,246,554,204,389,1595,864,4495,931,1603,87,847,292,1356,697,4225,10,22231,140,21768,307,1,15,4,21304,,451,237,235,3525,3493,,16,190,259,425,883,1171,1750,2323,,,1,2,789,259,29,91,306,67,5475,,971,5987,59,1,294,235,377,1515,233,2,,24,69,67,3011,1191,,,,,,830,4478,194,1477,39,,1515,923,96,13,354,4,444,1378,805,92,149,231,283,426,96,195,,4,8,2,,7018,59,6853,104,,2,6850,105,58,2,,3,23
106301258,301258,SOUTH COAST GLOBAL MEDICAL CENTER,General Acute Care Hospital,Orange,2701 S Bristol St,Santa Ana,92704,Investor - Corporation,,Emergency - Basic,,,150-199,District 34,District 69,Santa Ana South,Urban,5359,5498,,604,1045,2515,2242,1624,1344,840,352,201,90,,26,230,288,20,23,2072,,8197,1,8525,2310,22,,248,476,,24,1,3,7,16,43,,,9997,21,2,,19,,7077,918,164,1035,1663,,10,521,,771,29,180,175,112,251,639,469,2297,999,610,14,502,401,1081,517,1279,,10857,24,6033,4777,,23,47,9953,104,608,121,24,690,900,,25,140,166,229,315,319,210,185,1,,,2,81,38,,6,536,,927,,1045,541,4,,81,129,92,34,14,3,,48,7,24,885,262,,,9,2,,834,558,4,133,61,,130,285,21,3,96,2,82,408,78,172,25,21,63,97,59,23,1,1,23,,,1590,22,813,752,,3,1446,127,10,1,5,1,10
106301262,301262,PROVIDENCE MISSION HOSPITAL,General Acute Care Hospital,Orange,27700 Medical Center Rd,Mission Viejo,92691,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 36,District 73,Lake Forest East/Mission Viejo Central and South,Urban,18048,15490,5,,1033,5416,4893,4756,5296,4405,3805,3939,,,12,1026,645,263,48,3955,326,27268,,5251,27765,527,,491,300,,147,754,73,23,28,147,20,23,31367,170,,,,,8379,10918,1206,10701,2339,,,3706,8,2227,153,232,551,251,532,2420,1620,7454,1531,1911,181,1790,848,1744,883,5495,6,33543,250,31123,2123,11,36,,32278,16,427,740,82,4293,4958,1,58,420,590,760,1209,1552,1986,2676,1,,,1,309,99,50,9,928,73,7783,,947,8211,94,,274,135,512,2962,304,20,8,47,287,43,3677,980,3,,,,,1394,5346,124,2222,166,,1699,1249,73,5,308,6,441,1998,1721,194,183,286,251,544,134,98,1,4,49,8,,9252,124,8627,487,1,13,8917,142,185,3,5,,38
106301279,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,General Acute Care Hospital,Orange,101 City Drive South,Orange,92868,University of California,Level I,Emergency - Comprehensive,,Teaching,300-499,District 34,District 69,Garden Grove North/Stanton,Urban,16320,16636,,539,1543,6741,6306,5135,5463,3807,1941,1350,131,,63,3687,1374,2809,133,4903,181,19803,3,15895,16818,243,,407,680,9,118,4,27,60,154,706,23,12,30610,137,1,5,2,1,16913,5684,946,6865,2267,281,17,2234,18,1810,236,315,621,818,960,2095,1757,6191,2466,2398,366,1829,763,1545,1130,5320,67,32956,1361,25969,5531,86,9,1,31421,19,895,478,142,5461,7223,1,302,1189,1534,1567,2509,2271,1744,1515,17,37,,18,2237,449,1059,65,1721,58,7078,,5182,7371,132,,386,421,268,2491,558,9,36,86,250,67,6975,1111,1,26,,,,5361,4397,277,2139,511,,1824,1493,143,7,683,55,483,2254,2888,634,193,717,385,402,166,149,10,17,171,8,3,12685,1317,8690,2607,67,4,11726,792,97,60,10,,44
106301283,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,General Acute Care Hospital,Orange,12601 Garden Grove Blvd,Garden Grove,92843,Investor - Limited Liability Company,,Emergency - Basic,,,150-199,District 34,District 69,Garden Grove North/Stanton,Urban,8753,8809,1,877,1457,3682,3092,2634,2507,1679,812,676,147,,54,2964,575,138,160,386,25,13261,,9488,8050,25,,295,509,6,73,10,,343,93,138,4,35,15922,110,17,8,,,8523,598,30,6772,1608,32,9,875,6,1051,47,247,289,189,349,1179,601,3832,1474,989,32,717,522,1447,779,2921,8,17563,1205,13014,3333,11,,,16521,13,711,180,138,1401,1631,,20,154,186,283,446,535,522,884,2,,,8,1266,51,41,43,51,2,1570,,973,2051,8,,228,188,205,194,33,,,12,3,54,1359,755,,,,1,,1014,1685,22,214,97,,356,451,32,9,173,,253,966,177,25,69,52,90,255,60,30,2,2,29,,1,3032,933,1579,507,13,,2906,87,14,25,,,12
106301297,301297,PLACENTIA LINDA HOSPITAL,General Acute Care Hospital,Orange,1301 N Rose Dr,Placentia,92870,Investor - Corporation,,Emergency - Basic,,,100-149,District 29,District 55,Brea East/Placentia Central and North/Yorba Linda,Urban,11389,9537,,1030,1788,3450,2990,2761,3011,2256,1613,1916,111,,9,1069,815,18,72,7413,92,11438,,6870,13925,131,,323,295,3,56,122,18,,1,176,1,,19766,147,,,18,,8338,4594,380,6197,1412,5,2,1586,5,1428,62,411,314,148,546,1632,828,4707,1011,1270,57,766,327,2016,782,3022,6,20926,88,19831,975,1,31,1,20202,,239,209,275,1260,1302,,11,134,170,261,467,442,495,582,,,,2,179,57,1,29,758,10,1526,,669,1878,15,,116,107,105,376,77,1,1,8,4,12,1453,301,1,,,,,633,1144,76,650,59,,336,459,46,4,152,,166,556,215,46,85,67,49,267,64,35,,7,6,1,1,2562,31,2379,149,,3,2477,57,25,3,,,20
106301317,301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,General Acute Care Hospital,Orange,24451 Health Center Dr,Laguna Hills,92653,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 36,District 73,Laguna Beach/Laguna Woods,Urban,13443,10526,2,723,1272,3036,2890,2583,3023,3054,3266,4009,115,,23,1560,550,187,66,3862,73,17640,10,4666,19167,132,6,286,,2,75,543,39,2,61,264,16,,22357,310,,,16,,5171,8930,641,7706,1523,,8,2320,3,1357,126,275,339,208,844,1427,1253,4584,1227,1595,103,1030,383,1414,691,4780,4,23971,545,22054,1303,65,4,1,23209,3,377,378,3,3587,3363,1,24,180,295,386,691,1208,1582,2578,7,,,4,570,79,52,29,778,20,5419,,798,6122,29,2,225,,199,2102,470,,,46,91,,2739,1078,,,,1,,608,4822,41,1338,142,,1421,1201,75,13,219,6,412,1305,767,101,86,249,221,531,126,166,5,1,40,5,1,6951,275,6381,266,26,3,6806,79,64,2,,,31
106301337,301337,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,General Acute Care Hospital,Orange,31872 Coast Hwy,Laguna Beach,92651,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 37,District 74,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,5997,5729,,275,884,1903,1614,1443,1937,1395,1120,1119,36,,4,203,281,70,5,927,18,10218,,878,10730,118,,144,217,1,19,80,20,25,63,292,5,60,10768,32,,,,,3139,3380,339,4204,664,,,761,1,623,40,95,205,81,484,651,345,2750,1732,669,38,424,101,570,439,1716,1,11726,38,11469,217,,2,,10452,13,582,674,5,1195,1359,,73,480,401,307,400,270,231,392,,,,,57,38,12,2,163,6,2276,,146,2394,14,,31,265,16,284,46,54,2,23,28,234,1420,151,,,,,,443,846,29,1181,55,,97,227,7,1,46,,55,194,190,1468,50,20,31,98,45,16,,,5,,4,2554,6,2521,24,1,2,2245,184,120,2,3,,20
106301340,301340,PROVIDENCE ST. JOSEPH HOSPITAL,General Acute Care Hospital,Orange,1100 W Stewart Dr,Orange,92868,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,32977,24597,5,488,3184,11674,9611,8819,8191,6428,4633,4434,117,,14,1927,1291,527,133,4660,341,48685,1,30920,25984,675,,549,376,6,93,738,54,438,64,111,12,18,54776,344,,,,,25416,15720,1181,11322,3940,,17,4659,17,3948,320,557,1026,467,2104,3841,5393,7876,3054,3293,260,2734,2197,3497,2041,10264,14,57579,304,45083,12155,4,33,,55002,10,1959,434,174,5233,5270,,88,661,786,1085,1711,1907,1947,2318,,,,3,542,192,103,28,757,28,8850,,4095,6327,81,,197,205,543,3769,337,19,1,20,154,50,4203,1004,1,,,,,2696,5479,97,2119,112,,1576,1233,102,8,518,7,574,3049,1003,603,256,394,236,539,147,116,,3,128,10,1,10503,137,8044,2309,1,12,10132,301,58,11,1,,53
106301342,301342,PROVIDENCE ST. JUDE MEDICAL CENTER,General Acute Care Hospital,Orange,101 E Valencia Mesa Dr,Fullerton,92835,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 29,District 65,Fullerton Central and South,Urban,26873,22028,,2277,3080,6937,6595,5995,6819,5979,5012,5744,463,,29,4753,1502,2047,185,5317,343,34725,,17520,29343,2037,1,1110,392,15,134,1009,53,440,53,351,11,40,44790,503,,,,,16679,16845,1029,11440,2908,,28,4776,4,3581,209,667,883,409,1124,3572,3271,8492,1799,2758,185,2153,1134,4025,1304,8516,11,48901,1038,42990,4625,41,207,1,47334,3,1191,356,16,4446,4680,,28,259,436,681,1246,1719,1962,2792,3,,,4,1253,180,318,36,703,49,6583,,2217,6639,270,,461,95,688,3367,279,5,,14,296,30,2399,1490,2,,,,,1512,5796,52,1703,63,,1857,1122,75,8,383,8,459,2633,893,60,144,353,244,637,120,71,3,3,46,7,,9126,441,7819,763,23,80,8900,169,54,3,,,36
106301357,301357,FOOTHILL REGIONAL MEDICAL CENTER,General Acute Care Hospital,Orange,14662 Newport Ave,Tustin,92780,Investor - Corporation,,Emergency - Basic,,,150-199,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,1838,1838,1,120,218,816,779,541,543,382,169,105,4,,4,269,271,250,20,1147,129,1587,,1505,2028,144,,92,359,2,4,1,1,45,6,95,30,23,2937,80,2,,,,1971,632,42,680,352,,,143,1,304,18,57,62,28,331,220,212,705,413,147,6,161,41,262,184,380,2,3677,47,3186,432,1,11,6,3351,2,230,48,40,913,1083,,4,101,171,178,372,469,337,364,,,,3,186,104,34,14,458,37,1160,,695,1217,84,,61,110,49,117,41,7,,57,9,34,738,772,1,,,,,658,1165,6,155,12,,134,237,20,4,99,3,156,680,160,91,68,28,60,128,73,51,,2,2,,,1996,24,1834,138,,,1826,158,11,,,1,5
106301379,301379,WEST ANAHEIM MEDICAL CENTER,General Acute Care Hospital,Orange,3033 W Orange Ave,Anaheim,92804,Investor - Limited Liability Company,,Emergency - Basic,,,200-299,District 29,District 65,Anaheim West,Urban,10335,10738,2,907,1513,4243,4008,3149,3120,2092,1012,871,154,6,70,2105,1656,307,205,3983,95,12654,,8330,12675,70,,497,1085,4,133,32,3,617,33,170,1,40,18288,95,18,59,,,8759,1005,30,8620,2661,,7,1193,8,1183,85,357,413,153,599,1314,1018,4516,1766,1357,40,876,415,1788,1021,2956,10,21075,615,18550,1896,14,,,19915,17,570,245,328,2514,2935,,20,255,393,521,1018,1143,1003,1096,,,,3,972,267,92,55,761,21,3278,,1577,3853,19,,306,329,282,349,64,,,48,2,178,2574,1317,,,,,,1814,2843,66,493,233,,711,699,43,21,271,3,312,1606,351,230,200,58,267,433,111,105,,,28,,,5449,429,4426,589,5,,5130,249,25,45,,,27
106301566,301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,General Acute Care Hospital,Orange,1001 N Tustin Ave,Santa Ana,92705,Investor - Corporation,Level II,Emergency - Basic,,,200-299,District 34,District 69,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,7223,7796,2,474,1047,3617,3106,2396,2013,1304,521,423,120,,13,530,597,30,40,5972,1,7831,7,9292,5673,45,11,289,774,1,110,1,3,22,251,424,19,,13097,22,,,8,,8684,1654,581,2127,1975,,23,939,2,706,38,142,221,109,573,880,483,3479,1319,803,27,755,570,913,637,2402,,15021,41,11020,3929,,31,44,13634,198,867,180,98,1821,2427,,45,309,386,513,796,858,622,701,6,12,,4,324,146,3,23,1727,6,2015,,2094,2142,12,,138,275,270,203,70,15,62,39,71,48,2440,612,,,3,2,,1767,1738,143,502,98,,714,401,13,6,219,2,193,965,678,341,51,59,176,222,70,58,5,6,65,3,1,4248,85,2864,1283,,16,3789,396,33,9,16,5,16
106304113,304113,CHILDREN'S HOSPITAL AT MISSION,General Acute Care Hospital,Orange,27700 Medical Center Rd,Mission Viejo,92691,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 36,District 73,Lake Forest East/Mission Viejo Central and South,Urban,3287,3970,3,3630,2838,1,,1,,,,,790,,2,270,113,33,6,1038,82,5716,,1771,5372,117,,112,10,2,4,1,,3,,56,,,7072,,,,,,3100,348,187,3237,388,,60,104,5,280,18,159,42,49,142,249,347,2851,172,172,6,239,7,1059,172,1110,17,7260,6,6635,617,,2,4,7186,,,63,7,287,339,,270,1,,,,,,,138,217,,1,22,6,1,,90,11,495,,111,509,6,,18,1,,1,,1,,14,3,,583,,5,,,,,226,,18,376,6,,5,89,3,3,27,1,32,20,120,41,9,1,44,137,16,36,37,1,,4,,626,1,577,47,,1,624,,2,,,,45
